time,geo,gdp_per_cap,lex,pop,geo.name,geo.cat,geo.region
2014,dma,10513.19,,67750,Dominica,country,ame
1990,dom,2948.11,67.85,7194666,Dominican Republic,country,ame
1991,dom,2914.58,68.32,7339826,Dominican Republic,country,ame
1992,dom,3044.21,68.73,7485619,Dominican Republic,country,ame
1993,dom,3052.48,69.09,7631076,Dominican Republic,country,ame
1994,dom,3131.67,69.38,7774932,Dominican Republic,country,ame
1995,dom,3218.48,69.62,7916309,Dominican Republic,country,ame
1996,dom,3392.57,69.82,8054768,Dominican Republic,country,ame
1997,dom,3614.10,70.00,8190620,Dominican Republic,country,ame
1998,dom,3815.33,70.17,8324680,Dominican Republic,country,ame
1999,dom,4055.13,70.36,8458164,Dominican Republic,country,ame
2000,dom,4350.08,70.55,8591967,Dominican Republic,country,ame
2001,dom,4437.99,70.75,8726256,Dominican Republic,country,ame
2002,dom,4563.80,70.97,8860760,Dominican Republic,country,ame
2003,dom,4620.81,71.18,8995398,Dominican Republic,country,ame
2004,dom,4838.65,71.40,9129965,Dominican Republic,country,ame
2005,dom,5173,71.61,9264267,Dominican Republic,country,ame
2006,dom,5624.15,71.84,9398285,Dominican Republic,country,ame
2007,dom,5992.59,72.06,9531954,Dominican Republic,country,ame
2008,dom,6195.69,72.28,9664948,Dominican Republic,country,ame
2009,dom,6296.02,72.51,9796852,Dominican Republic,country,ame
2010,dom,6663.74,72.73,9927320,Dominican Republic,country,ame
2011,dom,6839.00,72.95,10056181,Dominican Republic,country,ame
2012,dom,6978.89,73.18,10183339,Dominican Republic,country,ame
2013,dom,7008.00,73.40,10308609,Dominican Republic,country,ame
2014,dom,7119.84,73.62,10431820,Dominican Republic,country,ame
1990,_ddr,,,16111000,East Germany,country,eur
1991,_ddr,,,15910000,East Germany,country,eur
1992,_ddr,,,15937526,East Germany,country,eur
1993,_ddr,,,15965099,East Germany,country,eur
1994,_ddr,,,15992720,East Germany,country,eur
1995,_ddr,,,16020389,East Germany,country,eur
1996,_ddr,,,16048106,East Germany,country,eur
1997,_ddr,,,16075870,East Germany,country,eur
1998,_ddr,,,16103683,East Germany,country,eur
1999,_ddr,,,16131544,East Germany,country,eur
2000,_ddr,,,16159453,East Germany,country,eur
2001,_ddr,,,16187410,East Germany,country,eur
2002,_ddr,,,16215416,East Germany,country,eur
2003,_ddr,,,16243470,East Germany,country,eur
2004,_ddr,,,16271572,East Germany,country,eur
2005,_ddr,,,16299724,East Germany,country,eur
2006,_ddr,,,16327924,East Germany,country,eur
2007,_ddr,,,16356172,East Germany,country,eur
2008,_ddr,,,16384470,East Germany,country,eur
2009,_ddr,,,,East Germany,country,eur
2010,_ddr,,,,East Germany,country,eur
2011,_ddr,,,,East Germany,country,eur
2012,_ddr,,,,East Germany,country,eur
2013,_ddr,,,,East Germany,country,eur
2014,_ddr,,,,East Germany,country,eur
1990,ecu,6842.30,68.83,10260587,Ecuador,country,ame
1991,ecu,7042.35,69.33,10493498,Ecuador,country,ame
1992,ecu,7103.70,69.82,10725281,Ecuador,country,ame
1993,ecu,7107.17,70.29,10953182,Ecuador,country,ame
1994,ecu,7268.52,70.76,11173647,Ecuador,country,ame
1995,ecu,7336.07,71.22,11384506,Ecuador,country,ame
1996,ecu,7331.52,71.68,11584074,Ecuador,country,ame
1997,ecu,7429.45,72.12,11774005,Ecuador,country,ame
1998,ecu,7319.00,72.55,11959586,Ecuador,country,ame
1999,ecu,6670.58,72.97,12148188,Ecuador,country,ame
2000,ecu,5616.41,73.35,12345023,Ecuador,country,ame
2001,ecu,5812.30,73.69,12552036,Ecuador,country,ame
2002,ecu,5773.04,73.98,12767415,Ecuador,country,ame
2003,ecu,5910.99,74.23,12987992,Ecuador,country,ame
2004,ecu,6311.01,74.44,13208869,Ecuador,country,ame
2005,ecu,6532.99,74.62,13426402,Ecuador,country,ame
2006,ecu,6721.10,74.79,13639708,Ecuador,country,ame
2007,ecu,6767.33,74.97,13849721,Ecuador,country,ame
2008,ecu,7091.73,75.17,14056740,Ecuador,country,ame
2009,ecu,7059.57,75.39,14261566,Ecuador,country,ame
2010,ecu,7182.70,75.64,14464739,Ecuador,country,ame
2011,ecu,7641.52,75.91,14666055,Ecuador,country,ame
2012,ecu,7903.09,76.19,14864987,Ecuador,country,ame
2013,ecu,8132.47,76.47,15061398,Ecuador,country,ame
2014,ecu,8327.25,76.74,15255149,Ecuador,country,ame
1990,egy,3976.21,64.60,56843275,Egypt,country,afr
1991,egy,3753.33,65.00,57952386,Egypt,country,afr
1992,egy,3794.75,65.42,59004372,Egypt,country,afr
1993,egy,3774.47,65.85,60020423,Egypt,country,afr
1994,egy,3841.78,66.32,61032081,Egypt,country,afr
1995,egy,3935.11,66.80,62063810,Egypt,country,afr
1996,egy,4043.09,67.27,63120498,Egypt,country,afr
1997,egy,4173.18,67.70,64199588,Egypt,country,afr
1998,egy,4316.70,68.07,65309201,Egypt,country,afr
1999,egy,4482.93,68.38,66457136,Egypt,country,afr
2000,egy,4629.45,68.63,67648419,Egypt,country,afr
2001,egy,4697.57,68.82,68888032,Egypt,country,afr
2002,egy,4754.60,68.99,70174632,Egypt,country,afr
2003,egy,4814.39,69.14,71498433,Egypt,country,afr
2004,egy,4919.69,69.29,72844998,Egypt,country,afr
2005,egy,5049,69.46,74203215,Egypt,country,afr
2006,egy,5296.18,69.64,75568453,Egypt,country,afr
2007,egy,5494.33,69.83,76941572,Egypt,country,afr
2008,egy,5762.25,70.04,78323298,Egypt,country,afr
2009,egy,5898.22,70.25,79716203,Egypt,country,afr
2010,egy,6059.97,70.47,81121077,Egypt,country,afr
2011,egy,6037.18,70.70,82536770,Egypt,country,afr
2012,egy,6013.82,70.93,83958369,Egypt,country,afr
2013,egy,6014.19,71.15,85378440,Egypt,country,afr
2014,egy,6088.21,71.37,86787634,Egypt,country,afr
1990,slv,4167.26,65.90,5332842,El Salvador,country,ame
1991,slv,4213.30,66.82,5413269,El Salvador,country,ame
1992,slv,4444.23,67.57,5498489,El Salvador,country,ame
1993,slv,4645.22,68.15,5584047,El Salvador,country,ame
1994,slv,4836.25,68.59,5663820,El Salvador,country,ame
1995,slv,5042.31,68.89,5733401,El Salvador,country,ame
1996,slv,5037.55,69.09,5791403,El Salvador,country,ame
1997,slv,5154.82,69.24,5839103,El Salvador,country,ame
1998,slv,5248.87,69.38,5878097,El Salvador,country,ame
1999,slv,5325.56,69.53,5911094,El Salvador,country,ame
2000,slv,5341.27,69.71,5940305,El Salvador,country,ame
2001,slv,5332.22,69.91,5966027,El Salvador,country,ame
2002,slv,5351.56,70.12,5988233,El Salvador,country,ame
2003,slv,5350.19,70.33,6008523,El Salvador,country,ame
2004,slv,5349.69,70.54,6028792,El Salvador,country,ame
2005,slv,5403,70.75,6050513,El Salvador,country,ame
2006,slv,5595.86,70.96,6074487,El Salvador,country,ame
2007,slv,5782.15,71.18,6100868,El Salvador,country,ame
2008,slv,5827.17,71.41,6129628,El Salvador,country,ame
2009,slv,5622.91,71.64,6160423,El Salvador,country,ame
2010,slv,5677.27,71.88,6192993,El Salvador,country,ame
2011,slv,5765.70,72.12,6227491,El Salvador,country,ame
2012,slv,5833.63,72.36,6264129,El Salvador,country,ame
2013,slv,5901.51,72.59,6302723,El Salvador,country,ame
2014,slv,5970.81,72.83,6342991,El Salvador,country,ame
1990,gnq,1027.70,46.52,373887,Equatorial Guinea,country,afr
1991,gnq,1048.47,46.82,386536,Equatorial Guinea,country,afr
1992,gnq,1132.05,47.07,399843,Equatorial Guinea,country,afr
1993,gnq,1172.91,47.29,413730,Equatorial Guinea,country,afr
1994,gnq,1201.48,47.46,428005,Equatorial Guinea,country,afr
1995,gnq,1337.98,47.58,442527,Equatorial Guinea,country,afr
1996,gnq,1684.67,47.65,457321,Equatorial Guinea,country,afr
1997,gnq,2814.48,47.68,472486,Equatorial Guinea,country,afr
1998,gnq,3349.45,47.69,488039,Equatorial Guinea,country,afr
1999,gnq,4623.25,47.69,504001,Equatorial Guinea,country,afr
2000,gnq,5240.45,47.72,520380,Equatorial Guinea,country,afr
2001,gnq,7192.38,47.79,537195,Equatorial Guinea,country,afr
2002,gnq,7703.49,47.93,554429,Equatorial Guinea,country,afr
2003,gnq,8913.55,48.14,571999,Equatorial Guinea,country,afr
2004,gnq,11487.28,48.44,589794,Equatorial Guinea,country,afr
2005,gnq,11999,48.82,607739,Equatorial Guinea,country,afr
2006,gnq,11798.33,49.28,625777,Equatorial Guinea,country,afr
2007,gnq,13607.12,49.79,643936,Equatorial Guinea,country,afr
2008,gnq,15059.59,50.34,662327,Equatorial Guinea,country,afr
2009,gnq,14122.77,50.91,681115,Equatorial Guinea,country,afr
2010,gnq,13383.76,51.48,700401,Equatorial Guinea,country,afr
2011,gnq,13603.33,52.03,720213,Equatorial Guinea,country,afr
2012,gnq,13499.21,52.56,740471,Equatorial Guinea,country,afr
2013,gnq,12864.91,53.06,761050,Equatorial Guinea,country,afr
2014,gnq,12422.56,53.53,781773,Equatorial Guinea,country,afr
1990,eri,476.62,48.24,3158295,Eritrea,country,afr
1991,eri,526.14,49.03,3180430,Eritrea,country,afr
1992,eri,582.85,49.86,3184019,Eritrea,country,afr
1993,eri,658.70,50.72,3180541,Eritrea,country,afr
1994,eri,794.98,51.59,3186063,Eritrea,country,afr
1995,eri,806.51,52.46,3212503,Eritrea,country,afr
1996,eri,866.10,53.3,3263016,Eritrea,country,afr
1997,eri,913.47,54.09,3335157,Eritrea,country,afr
1998,eri,905.28,54.83,3428264,Eritrea,country,afr
1999,eri,877.60,55.51,3539885,Eritrea,country,afr
2000,eri,741.56,56.13,3667576,Eritrea,country,afr
2001,eri,775.22,56.69,3812473,Eritrea,country,afr
2002,eri,765.35,57.22,3973973,Eritrea,country,afr
2003,eri,713.58,57.73,4145500,Eritrea,country,afr
2004,eri,694.35,58.22,4318343,Eritrea,country,afr
2005,eri,685,58.72,4486155,Eritrea,country,afr
2006,eri,655.24,59.22,4645837,Eritrea,country,afr
2007,eri,642.85,59.72,4798561,Eritrea,country,afr
2008,eri,562.01,60.23,4947521,Eritrea,country,afr
2009,eri,566.13,60.75,5097998,Eritrea,country,afr
2010,eri,561.05,61.27,5253676,Eritrea,country,afr
2011,eri,591.22,61.80,5415280,Eritrea,country,afr
2012,eri,613.71,62.32,5580862,Eritrea,country,afr
2013,eri,615.71,62.85,5748304,Eritrea,country,afr
2014,eri,611.00,63.36,5914510,Eritrea,country,afr
1990,_eae,,,51193511,Eritrea and Ethiopia,country,
1991,_eae,,,53584960,Eritrea and Ethiopia,country,
1992,_eae,,,55756999,Eritrea and Ethiopia,country,
1993,_eae,,,57190199,Eritrea and Ethiopia,country,
1994,_eae,,,58770464,Eritrea and Ethiopia,country,
1995,_eae,,,60487061,Eritrea and Ethiopia,country,
1996,_eae,,,62209971,Eritrea and Ethiopia,country,
1997,_eae,,,63919620,Eritrea and Ethiopia,country,
1998,_eae,,,65620416,Eritrea and Ethiopia,country,
1999,_eae,,,67372393,Eritrea and Ethiopia,country,
2000,_eae,,,69046633,Eritrea and Ethiopia,country,
2001,_eae,,,70669297,Eritrea and Ethiopia,country,
2002,_eae,,,72361662,Eritrea and Ethiopia,country,
2003,_eae,,,74098224,Eritrea and Ethiopia,country,
2004,_eae,,,75890979,Eritrea and Ethiopia,country,
2005,_eae,,,77722924,Eritrea and Ethiopia,country,
2006,_eae,,,79564975,Eritrea and Ethiopia,country,
2007,_eae,,,81418472,Eritrea and Ethiopia,country,
2008,_eae,,,83282565,Eritrea and Ethiopia,country,
2009,_eae,,,,Eritrea and Ethiopia,country,
2010,_eae,,,,Eritrea and Ethiopia,country,
2011,_eae,,,,Eritrea and Ethiopia,country,
2012,_eae,,,,Eritrea and Ethiopia,country,
2013,_eae,,,,Eritrea and Ethiopia,country,
2014,_eae,,,,Eritrea and Ethiopia,country,
1990,est,10389.81,69.9,1567631,Estonia,country,eur
1991,est,9409.44,69.8,1552370,Estonia,country,eur
1992,est,8245.73,69.14,1527660,Estonia,country,eur
1993,est,7733.48,68.19,1497364,Estonia,country,eur
1994,est,7733.63,66.67,1467016,Estonia,country,eur
1995,est,8199.11,67.72,1440710,Estonia,country,eur
1996,est,8680.18,69.94,1419727,Estonia,country,eur
1997,est,9689.84,70.13,1403188,Estonia,country,eur
1998,est,10283.78,69.72,1390414,Estonia,country,eur
1999,est,10356.41,70.5,1379962,Estonia,country,eur
2000,est,11244.48,70.8,1370749,Estonia,country,eur
2001,est,12050.17,70.67,1362823,Estonia,country,eur
2002,est,13011.43,71.23,1356644,Estonia,country,eur
2003,est,13770.18,71.82,1351955,Estonia,country,eur
2004,est,15014.21,72.29,1348449,Estonia,country,eur
2005,est,16654,72.96,1345857,Estonia,country,eur
2006,est,18374.14,73.13,1344038,Estonia,country,eur
2007,est,19784.24,73.14,1342873,Estonia,country,eur
2008,est,18983.77,73.23,1342145,Estonia,country,eur
2009,est,16318.66,73.91,1341629,Estonia,country,eur
2010,est,16865.75,74.09,1341140,Estonia,country,eur
2011,est,18261.74,74.22,1340537,Estonia,country,eur
2012,est,18858.05,74.33,1339762,Estonia,country,eur
2013,est,19422.62,74.44,1338832,Estonia,country,eur
2014,est,20038.13,74.55,1337821,Estonia,country,eur
1990,eth,524.73,46.94,48333261,Ethiopia,country,afr
1991,eth,489.83,47.34,49998845,Ethiopia,country,afr
1992,eth,421.35,47.76,51730288,Ethiopia,country,afr
1993,eth,462.35,48.21,53502211,Ethiopia,country,afr
1994,eth,460.14,48.71,55281054,Ethiopia,country,afr
1995,eth,471.41,49.25,57042197,Ethiopia,country,afr
1996,eth,512.78,49.82,58774378,Ethiopia,country,afr
1997,eth,515.88,50.40,60481739,Ethiopia,country,afr
1998,eth,481.46,50.99,62174171,Ethiopia,country,afr
1999,eth,496.86,51.60,63868806,Ethiopia,country,afr
2000,eth,512.36,52.24,65577897,Ethiopia,country,afr
2001,eth,537.41,52.95,67303731,Ethiopia,country,afr
2002,eth,530.05,53.74,69040669,Ethiopia,country,afr
2003,eth,498.41,54.61,70784012,Ethiopia,country,afr
2004,eth,549.60,55.57,72526620,Ethiopia,country,afr
2005,eth,591,56.58,74263861,Ethiopia,country,afr
2006,eth,644.19,57.63,75993403,Ethiopia,country,afr
2007,eth,704.19,58.67,77718436,Ethiopia,country,afr
2008,eth,765.94,59.67,79446419,Ethiopia,country,afr
2009,eth,824.77,60.61,81187751,Ethiopia,country,afr
2010,eth,871.83,61.48,82949541,Ethiopia,country,afr
2011,eth,917.48,62.27,84734262,Ethiopia,country,afr
2012,eth,958.69,62.98,86538534,Ethiopia,country,afr
2013,eth,997.08,63.63,88356373,Ethiopia,country,afr
2014,eth,1036.99,64.22,90178951,Ethiopia,country,afr
1990,fro,,,47558,Faeroe Islands,country,
1991,fro,,,46995,Faeroe Islands,country,
1992,fro,,,46050,Faeroe Islands,country,
1993,fro,,,44953,Faeroe Islands,country,
1994,fro,,,44022,Faeroe Islands,country,
1995,fro,,,43483,Faeroe Islands,country,
1996,fro,,,43416,Faeroe Islands,country,
1997,fro,,,43746,Faeroe Islands,country,
1998,fro,,,44358,Faeroe Islands,country,
1999,fro,,,45070,Faeroe Islands,country,
2000,fro,,,45743,Faeroe Islands,country,
2001,fro,,,46358,Faeroe Islands,country,
2002,fro,,,46944,Faeroe Islands,country,
2003,fro,,,47472,Faeroe Islands,country,
2004,fro,,,47915,Faeroe Islands,country,
2005,fro,39495.73,,48258,Faeroe Islands,country,
2006,fro,,,48475,Faeroe Islands,country,
2007,fro,,,48572,Faeroe Islands,country,
2008,fro,,,48597,Faeroe Islands,country,
2009,fro,,,48625,Faeroe Islands,country,
2010,fro,,,48708,Faeroe Islands,country,
2011,fro,,,48863,Faeroe Islands,country,
2012,fro,,,49075,Faeroe Islands,country,
2013,fro,,,49326,Faeroe Islands,country,
2014,fro,,,49585,Faeroe Islands,country,
1990,flk,,,1993,Falkland Is (Malvinas),country,
1991,flk,,,2062,Falkland Is (Malvinas),country,
1992,flk,,,2144,Falkland Is (Malvinas),country,
1993,flk,,,2239,Falkland Is (Malvinas),country,
1994,flk,,,2338,Falkland Is (Malvinas),country,
1995,flk,,,2439,Falkland Is (Malvinas),country,
1996,flk,,,2541,Falkland Is (Malvinas),country,
1997,flk,,,2642,Falkland Is (Malvinas),country,
1998,flk,,,2737,Falkland Is (Malvinas),country,
1999,flk,,,2818,Falkland Is (Malvinas),country,
2000,flk,,,2881,Falkland Is (Malvinas),country,
2001,flk,,,2922,Falkland Is (Malvinas),country,
2002,flk,,,2942,Falkland Is (Malvinas),country,
2003,flk,,,2950,Falkland Is (Malvinas),country,
2004,flk,,,2953,Falkland Is (Malvinas),country,
2005,flk,26101.58,,2958,Falkland Is (Malvinas),country,
2006,flk,,,2967,Falkland Is (Malvinas),country,
2007,flk,,,2979,Falkland Is (Malvinas),country,
2008,flk,,,2993,Falkland Is (Malvinas),country,
2009,flk,,,3006,Falkland Is (Malvinas),country,
2010,flk,,,3017,Falkland Is (Malvinas),country,
2011,flk,,,3027,Falkland Is (Malvinas),country,
2012,flk,,,3036,Falkland Is (Malvinas),country,
2013,flk,,,3045,Falkland Is (Malvinas),country,
2014,flk,,,3053,Falkland Is (Malvinas),country,
1990,fji,3280.61,65.51,728390,Fiji,country,asi
1991,fji,3344.82,65.73,735262,Fiji,country,asi
1992,fji,3410.28,65.94,744396,Fiji,country,asi
1993,fji,3451.92,66.16,754981,Fiji,country,asi
1994,fji,3579.65,66.37,765725,Fiji,country,asi
1995,fji,3625.41,66.57,775651,Fiji,country,asi
1996,fji,3760.19,66.77,784713,Fiji,country,asi
1997,fji,3643.62,66.97,793165,Fiji,country,asi
1998,fji,3660.50,67.17,800685,Fiji,country,asi
1999,fji,3952.05,67.36,806927,Fiji,country,asi
2000,fji,3856.31,67.55,811718,Fiji,country,asi
2001,fji,3905.92,67.73,814780,Fiji,country,asi
2002,fji,4004.48,67.91,816336,Fiji,country,asi
2003,fji,4019.14,68.07,817339,Fiji,country,asi
2004,fji,4205.95,68.24,819102,Fiji,country,asi
2005,fji,4209,68.40,822553,Fiji,country,asi
2006,fji,4249.44,68.56,828046,Fiji,country,asi
2007,fji,4177.25,68.73,835267,Fiji,country,asi
2008,fji,4185.99,68.90,843651,Fiji,country,asi
2009,fji,4099.10,69.07,852323,Fiji,country,asi
2010,fji,4074.62,69.25,860623,Fiji,country,asi
2011,fji,4130.11,69.44,868406,Fiji,country,asi
2012,fji,4195.03,69.62,875822,Fiji,country,asi
2013,fji,4266.65,69.81,882863,Fiji,country,asi
2014,fji,4332.07,69.99,889587,Fiji,country,asi
1990,fin,23180.78,75.04,4986441,Finlandia,country,eur
1991,fin,21581.74,75.45,5009160,Finlandia,country,eur
1992,fin,20647.16,75.7,5034766,Finlandia,country,eur
1993,fin,20294.80,75.94,5061394,Finlandia,country,eur
1994,fin,21005.54,76.64,5086368,Finlandia,country,eur
1995,fin,21650.14,76.66,5107802,Finlandia,country,eur
1996,fin,22402.49,76.94,5125177,Finlandia,country,eur
1997,fin,23723.95,77.13,5139257,Finlandia,country,eur
1998,fin,25004.32,77.34,5151024,Finlandia,country,eur
1999,fin,25915.26,77.53,5161995,Finlandia,country,eur
2000,fin,27171.96,77.76,5173370,Finlandia,country,eur
2001,fin,27825.52,78.23,5185180,Finlandia,country,eur
2002,fin,28204.59,78.37,5197305,Finlandia,country,eur
2003,fin,28650.02,78.63,5210595,Finlandia,country,eur
2004,fin,29651.40,78.96,5226067,Finlandia,country,eur
2005,fin,30469,79.09,5244342,Finlandia,country,eur
2006,fin,31684.20,79.49,5265936,Finlandia,country,eur
2007,fin,33226.46,79.53,5290431,Finlandia,country,eur
2008,fin,33162.40,79.69,5316334,Finlandia,country,eur
2009,fin,30188.47,79.78,5341546,Finlandia,country,eur
2010,fin,31053.39,79.98,5364546,Finlandia,country,eur
2011,fin,31762.31,80.18,5384770,Finlandia,country,eur
2012,fin,31551.95,80.36,5402627,Finlandia,country,eur
2013,fin,31568.11,80.53,5418763,Finlandia,country,eur
2014,fin,31789.09,80.69,5434241,Finlandia,country,eur
1990,fra,24676.73,76.98,56708260,France,country,eur
1991,fra,24847.92,77.17,56956057,France,country,eur
1992,fra,25140.91,77.46,57189616,France,country,eur
1993,fra,24731.22,77.5,57412239,France,country,eur
1994,fra,25117.84,77.94,57628904,France,country,eur
1995,fra,25556.85,78.06,57844501,France,country,eur
1996,fra,25717.19,78.27,58057570,France,country,eur
1997,fra,26170.74,78.62,58270419,France,country,eur
1998,fra,26957.91,78.79,58496138,France,country,eur
1999,fra,27689.45,78.92,58751572,France,country,eur
2000,fra,28636.15,79.23,59047795,France,country,eur
2001,fra,28983.72,79.41,59390720,France,country,eur
2002,fra,29043.35,79.57,59774531,France,country,eur
2003,fra,29048.87,79.57,60183884,France,country,eur
2004,fra,29505.88,80.5,60596691,France,country,eur
2005,fra,29644,80.47,60996506,France,country,eur
2006,fra,30159.67,80.88,61378065,France,country,eur
2007,fra,30652.66,81.14,61744596,France,country,eur
2008,fra,30459.72,81.25,62098413,France,country,eur
2009,fra,29345.25,81.17,62444770,France,country,eur
2010,fra,29691.24,81.35,62787427,France,country,eur
2011,fra,30039.08,81.51,63125894,France,country,eur
2012,fra,29896.41,81.66,63457777,France,country,eur
2013,fra,29738.36,81.81,63782963,France,country,eur
2014,fra,29863.96,81.95,64101308,France,country,eur
1990,guf,7210.63,71.93,117038,French Guiana,country,ame
1991,guf,7318.93,72.27,121979,French Guiana,country,ame
1992,guf,7428.87,72.60,126405,French Guiana,country,ame
1993,guf,7540.45,72.93,130513,French Guiana,country,ame
1994,guf,7653.71,73.25,134605,French Guiana,country,ame
1995,guf,7768.67,73.55,138916,French Guiana,country,ame
1996,guf,7885.36,73.83,143449,French Guiana,country,ame
1997,guf,8003.80,74.10,148169,French Guiana,country,ame
1998,guf,8124.02,74.34,153227,French Guiana,country,ame
1999,guf,8246.05,74.55,158797,French Guiana,country,ame
2000,guf,8369.90,74.74,164983,French Guiana,country,ame
2001,guf,8495.62,74.91,171889,French Guiana,country,ame
2002,guf,8869.84,75.06,179424,French Guiana,country,ame
2003,guf,8344.72,75.21,187247,French Guiana,country,ame
2004,guf,7910.71,75.35,194882,French Guiana,country,ame
2005,guf,8202.73,75.49,201993,French Guiana,country,ame
2006,guf,,75.65,208451,French Guiana,country,ame
2007,guf,,75.82,214366,French Guiana,country,ame
2008,guf,,76.00,219931,French Guiana,country,ame
2009,guf,,76.21,225451,French Guiana,country,ame
2010,guf,,76.42,231151,French Guiana,country,ame
2011,guf,,76.65,237080,French Guiana,country,ame
2012,guf,,76.88,243172,French Guiana,country,ame
2013,guf,,77.12,249408,French Guiana,country,ame
2014,guf,,77.35,255738,French Guiana,country,ame
1990,pyf,23649.59,68.7,195383,French Polynesia,country,asi
1991,pyf,24294.35,69.00,199464,French Polynesia,country,asi
1992,pyf,24021.20,69.33,203481,French Polynesia,country,asi
1993,pyf,23573.73,69.68,207494,French Polynesia,country,asi
1994,pyf,23307.75,70.04,211583,French Polynesia,country,asi
1995,pyf,22982.73,70.43,215798,French Polynesia,country,asi
1996,pyf,22624.67,70.82,220172,French Polynesia,country,asi
1997,pyf,22634.06,71.20,224667,French Polynesia,country,asi
1998,pyf,23607.70,71.58,229171,French Polynesia,country,asi
1999,pyf,24121.44,71.95,233532,French Polynesia,country,asi
2000,pyf,24659.00,72.31,237638,French Polynesia,country,asi
2001,pyf,24575.06,72.66,241448,French Polynesia,country,asi
2002,pyf,25224.32,73.03,245000,French Polynesia,country,asi
2003,pyf,25627.58,73.39,248357,French Polynesia,country,asi
2004,pyf,25652.80,73.76,251622,French Polynesia,country,asi
2005,pyf,26016.10,74.13,254870,French Polynesia,country,asi
2006,pyf,25984.37,74.48,258119,French Polynesia,country,asi
2007,pyf,26209.35,74.81,261345,French Polynesia,country,asi
2008,pyf,26351.25,75.10,264541,French Polynesia,country,asi
2009,pyf,26452.77,75.37,267685,French Polynesia,country,asi
2010,pyf,26564.31,75.61,270764,French Polynesia,country,asi
2011,pyf,26703.01,75.83,273777,French Polynesia,country,asi
2012,pyf,,76.04,276731,French Polynesia,country,asi
2013,pyf,,76.25,279632,French Polynesia,country,asi
2014,pyf,,76.46,282482,French Polynesia,country,asi
1990,gab,13944.56,61.35,929044,Gabon,country,afr
1991,gab,14364.37,61.46,959631,Gabon,country,afr
1992,gab,13522.15,61.47,991289,Gabon,country,afr
1993,gab,13664.83,61.42,1023531,Gabon,country,afr
1994,gab,13792.02,61.31,1055707,Gabon,country,afr
1995,gab,14105.83,61.15,1087327,Gabon,country,afr
1996,gab,14258.11,60.93,1118215,Gabon,country,afr
1997,gab,14722.84,60.66,1148416,Gabon,country,afr
1998,gab,14894.74,60.34,1177936,Gabon,country,afr
1999,gab,13276.44,60.02,1206862,Gabon,country,afr
2000,gab,12764.05,59.74,1235274,Gabon,country,afr
2001,gab,12787.08,59.55,1263165,Gabon,country,afr
2002,gab,12521.71,59.47,1290532,Gabon,country,afr
2003,gab,12610.07,59.53,1317484,Gabon,country,afr
2004,gab,12568.45,59.73,1344171,Gabon,country,afr
2005,gab,12742,60.05,1370729,Gabon,country,afr
2006,gab,12193.42,60.47,1397192,Gabon,country,afr
2007,gab,12511.14,60.94,1423637,Gabon,country,afr
2008,gab,12453.39,61.43,1450310,Gabon,country,afr
2009,gab,11918.31,61.89,1477514,Gabon,country,afr
2010,gab,12542.54,62.33,1505463,Gabon,country,afr
2011,gab,13234.17,62.73,1534262,Gabon,country,afr
2012,gab,13853.46,63.11,1563873,Gabon,country,afr
2013,gab,14484.89,63.48,1594205,Gabon,country,afr
2014,gab,15252.10,63.83,1625091,Gabon,country,afr
1990,gmb,673.87,52.14,966151,Gambia,country,afr
1991,gmb,662.69,52.41,1001252,Gambia,country,afr
1992,gmb,665.62,52.66,1033748,Gambia,country,afr
1993,gmb,679.37,52.92,1064522,Gambia,country,afr
1994,gmb,678.67,53.19,1094974,Gambia,country,afr
1995,gmb,631.15,53.48,1126183,Gambia,country,afr
1996,gmb,645.86,53.80,1158308,Gambia,country,afr
1997,gmb,653.73,54.12,1191155,Gambia,country,afr
1998,gmb,653.63,54.45,1225044,Gambia,country,afr
1999,gmb,672.49,54.78,1260283,Gambia,country,afr
2000,gmb,687.14,55.11,1297084,Gambia,country,afr
2001,gmb,703.96,55.44,1335674,Gambia,country,afr
2002,gmb,660.58,55.77,1376035,Gambia,country,afr
2003,gmb,683.54,56.09,1417818,Gambia,country,afr
2004,gmb,710.93,56.41,1460493,Gambia,country,afr
2005,gmb,726,56.72,1503678,Gambia,country,afr
2006,gmb,713.48,57.02,1547259,Gambia,country,afr
2007,gmb,718.89,57.31,1591357,Gambia,country,afr
2008,gmb,739.33,57.58,1636107,Gambia,country,afr
2009,gmb,765.66,57.85,1681734,Gambia,country,afr
2010,gmb,793.61,58.10,1728394,Gambia,country,afr
2011,gmb,739.12,58.35,1776103,Gambia,country,afr
2012,gmb,747.68,58.59,1824777,Gambia,country,afr
2013,gmb,792.33,58.81,1874360,Gambia,country,afr
2014,gmb,836.81,59.04,1924758,Gambia,country,afr
1990,geo,5375.31,70.26,5459999,Georgia,country,eur
1991,geo,4278.33,70.21,5418521,Georgia,country,eur
1992,geo,2393.03,70.19,5346229,Georgia,country,eur
1993,geo,1724.67,70.21,5254049,Georgia,country,eur
1994,geo,1576.71,70.30,5157814,Georgia,country,eur
1995,geo,1647.82,70.45,5069269,Georgia,country,eur
1996,geo,1861.56,70.67,4992336,Georgia,country,eur
1997,geo,2085.64,70.93,4924569,Georgia,country,eur
1998,geo,2176.22,71.22,4863694,Georgia,country,eur
1999,geo,2264.09,71.53,4805140,Georgia,country,eur
2000,geo,2332.22,71.83,4745765,Georgia,country,eur
