suicide_age_60plus_per_100000_people,geo,time
39.38,rus,1989
39.91,rus,1990
38.81,rus,1991
40.83,rus,1992
46.05,rus,1993
49.3,rus,1994
47.72,rus,1995
45.88,rus,1996
46.33,rus,1997
43.08,rus,1998
47.74,rus,1999
44.9,rus,2000
43.93,rus,2001
43.77,rus,2002
41.81,rus,2003
39.34,rus,2004
36.0,rus,2005
34.44,rus,2006
43.38,srb,1998
50.47,srb,1999
48.7,srb,2000
42.09,srb,2001
44.13,srb,2002
40.3,srb,2003
39.43,srb,2004
42.7,srb,2005
40.97,srb,2006
38.67,srb,2007
33.82,srb,2008
61.83,sgp,1963
63.91,sgp,1964
54.49,sgp,1965
54.68,sgp,1966
66.35,sgp,1967
80.37,sgp,1968
48.6,sgp,1969
50.97,sgp,1970
58.42,sgp,1971
67.1,sgp,1972
64.02,sgp,1973
45.73,sgp,1974
60.17,sgp,1975
54.61,sgp,1976
56.12,sgp,1977
58.29,sgp,1978
61.01,sgp,1979
43.84,sgp,1980
31.76,sgp,1981
45.52,sgp,1982
46.49,sgp,1983
32.2,sgp,1984
50.52,sgp,1985
50.56,sgp,1986
44.66,sgp,1987
52.65,sgp,1988
54.53,sgp,1989
39.6,sgp,1990
36.77,sgp,1991
31.11,sgp,1992
30.68,sgp,1993
34.85,sgp,1994
39.77,sgp,1995
27.06,sgp,1996
26.94,sgp,1997
31.69,sgp,1998
22.07,sgp,1999
21.78,sgp,2000
20.23,sgp,2001
21.2,sgp,2002
22.36,sgp,2003
22.22,sgp,2004
23.42,sgp,2005
25.42,svk,1992
19.85,svk,1993
18.67,svk,1994
21.92,svk,1995
19.08,svk,1996
18.2,svk,1997
16.29,svk,1998
19.39,svk,1999
18.82,svk,2000
18.02,svk,2001
17.99,svk,2002
17.77,svk,2003
15.06,svk,2004
14.83,svk,2005
57.31,svn,1985
54.43,svn,1986
55.13,svn,1987
54.8,svn,1988
60.38,svn,1989
50.92,svn,1990
56.92,svn,1991
57.95,svn,1992
52.93,svn,1993
51.26,svn,1994
45.32,svn,1995
55.37,svn,1996
45.36,svn,1997
47.69,svn,1998
52.15,svn,1999
52.39,svn,2000
50.7,svn,2001
42.92,svn,2002
48.67,svn,2003
39.31,svn,2004
44.38,svn,2005
47.53,svn,2006
38.56,svn,2007
29.96,svn,2008
14.92,esp,1951
16.54,esp,1952
15.96,esp,1953
15.96,esp,1954
14.51,esp,1955
13.75,esp,1956
14.6,esp,1957
14.59,esp,1958
15.68,esp,1959
15.01,esp,1960
15.34,esp,1961
14.18,esp,1962
14.41,esp,1963
14.75,esp,1964
14.38,esp,1965
13.74,esp,1966
13.24,esp,1967
12.67,esp,1968
12.87,esp,1969
11.83,esp,1970
12.92,esp,1971
12.78,esp,1972
12.77,esp,1973
12.59,esp,1974
11.22,esp,1975
11.34,esp,1976
11.85,esp,1977
10.47,esp,1978
10.56,esp,1979
11.17,esp,1980
10.58,esp,1981
12.1,esp,1982
14.43,esp,1983
15.65,esp,1984
16.19,esp,1985
16.57,esp,1986
17.43,esp,1987
17.2,esp,1988
17.31,esp,1989
17.09,esp,1990
16.96,esp,1991
15.72,esp,1992
15.55,esp,1993
15.92,esp,1994
16.07,esp,1995
15.75,esp,1996
16.38,esp,1997
15.55,esp,1998
15.84,esp,1999
15.64,esp,2000
14.12,esp,2001
14.31,esp,2002
14.09,esp,2003
13.94,esp,2004
13.66,esp,2005
19.58,lka,1950
19.34,lka,1951
19.69,lka,1952
20.91,lka,1953
27.06,lka,1954
24.51,lka,1955
23.92,lka,1956
27.8,lka,1957
30.13,lka,1958
23.76,lka,1959
28.97,lka,1960
27.11,lka,1961
32.22,lka,1962
28.63,lka,1963
26.3,lka,1964
24.3,lka,1965
23.76,lka,1966
41.21,lka,1967
40.02,lka,1968
24.65,lka,1977
46.37,lka,1980
43.74,lka,1981
48.26,lka,1982
50.44,lka,1983
48.87,lka,1984
52.09,lka,1985
50.34,lka,1986
30.63,swe,1951
30.57,swe,1952
35.14,swe,1953
35.28,swe,1954
34.16,swe,1955
37.51,swe,1956
34.68,swe,1957
31.86,swe,1958
31.0,swe,1959
29.92,swe,1960
28.52,swe,1961
30.72,swe,1962
27.35,swe,1963
29.45,swe,1964
28.76,swe,1965
29.09,swe,1966
29.53,swe,1967
29.7,swe,1968
29.75,swe,1969
29.61,swe,1970
28.7,swe,1971
27.92,swe,1972
29.19,swe,1973
29.49,swe,1974
26.67,swe,1975
25.11,swe,1976
29.82,swe,1977
27.86,swe,1978
28.26,swe,1979
26.1,swe,1980
25.58,swe,1981
27.83,swe,1982
26.11,swe,1983
25.14,swe,1984
24.86,swe,1985
24.59,swe,1986
24.53,swe,1987
25.07,swe,1988
25.92,swe,1989
26.98,swe,1990
24.0,swe,1991
23.91,swe,1992
21.13,swe,1993
22.56,swe,1994
22.32,swe,1995
20.19,swe,1996
17.4,swe,1997
20.97,swe,1998
20.17,swe,1999
18.88,swe,2000
20.61,swe,2001
19.9,swe,2002
17.33,swe,2003
18.59,swe,2004
19.39,swe,2005
18.85,swe,2006
15.42,swe,2007
44.06,che,1951
47.48,che,1952
43.11,che,1953
46.04,che,1954
42.57,che,1955
42.94,che,1956
37.0,che,1957
40.08,che,1958
35.26,che,1959
34.65,che,1960
34.18,che,1961
32.97,che,1962
29.91,che,1963
32.13,che,1964
36.64,che,1965
33.91,che,1966
29.57,che,1967
31.31,che,1968
30.11,che,1969
35.1,che,1970
34.74,che,1971
33.73,che,1972
35.16,che,1973
38.32,che,1974
35.01,che,1975
34.81,che,1976
36.88,che,1977
37.58,che,1978
37.42,che,1979
40.45,che,1980
38.4,che,1981
37.27,che,1982
38.15,che,1983
36.35,che,1984
37.69,che,1985
33.67,che,1986
39.68,che,1987
33.98,che,1988
35.68,che,1989
35.51,che,1990
36.29,che,1991
32.95,che,1992
30.55,che,1993
33.97,che,1994
35.05,che,1995
33.61,che,1996
30.61,che,1997
32.16,che,1998
29.98,che,1999
31.04,che,2000
31.09,che,2001
32.83,che,2002
29.65,che,2003
30.79,che,2004
30.27,che,2005
30.37,che,2006
32.74,che,2007
2.292,tto,1951
7.287,tto,1952
14.67,tto,1953
9.914,tto,1954
18.31,tto,1955
17.09,tto,1956
20.38,tto,1957
15.28,tto,1958
6.09,tto,1960
18.23,tto,1961
15.46,tto,1962
8.614,tto,1963
6.877,tto,1967
7.964,tto,1968
11.36,tto,1970
6.791,tto,1971
16.64,tto,1972
13.71,tto,1973
15.73,tto,1974
13.34,tto,1975
5.61,tto,1976
7.841,tto,1977
13.99,tto,1978
11.5,tto,1979
4.586,tto,1980
4.068,tto,1981
6.206,tto,1982
10.45,tto,1983
5.108,tto,1984
2.145,tto,1985
10.08,tto,1986
13.77,tto,1987
23.11,tto,1988
11.2,tto,1989
14.66,tto,1990
14.23,tto,1991
17.67,tto,1992
8.866,tto,1993
18.42,tto,1994
30.48,tto,1995
24.78,tto,1996
17.6,tto,1997
17.39,tto,1998
19.92,tto,1999
22.83,tto,2000
18.98,tto,2001
10.17,tto,2002
15.38,tkm,1981
10.82,tkm,1982
8.533,tkm,1985
16.81,tkm,1986
24.43,tkm,1987
20.32,tkm,1988
12.84,tkm,1989
17.87,tkm,1990
13.45,tkm,1991
10.6,tkm,1992
12.27,tkm,1993
13.99,tkm,1994
7.442,tkm,1995
11.86,tkm,1996
5.442,tkm,1997
8.628,tkm,1998
32.15,ukr,1981
35.62,ukr,1982
31.76,ukr,1985
30.31,ukr,1986
31.78,ukr,1987
31.18,ukr,1988
32.74,ukr,1989
30.93,ukr,1990
31.26,ukr,1991
32.74,ukr,1992
36.25,ukr,1993
40.07,ukr,1994
39.68,ukr,1995
40.6,ukr,1996
41.69,ukr,1997
41.57,ukr,1998
40.35,ukr,1999
40.49,ukr,2000
36.57,ukr,2001
34.83,ukr,2002
34.75,ukr,2003
30.55,ukr,2004
28.7,ukr,2005
27.46,ukr,2006
22.96,gbr,1950
23.36,gbr,1951
22.41,gbr,1952
24.68,gbr,1953
25.52,gbr,1954
25.67,gbr,1955
26.85,gbr,1956
26.77,gbr,1957
25.17,gbr,1958
24.64,gbr,1959
22.39,gbr,1960
22.99,gbr,1961
24.4,gbr,1962
24.19,gbr,1963
23.75,gbr,1964
20.7,gbr,1965
19.97,gbr,1966
18.88,gbr,1967
18.53,gbr,1968
17.59,gbr,1969
15.34,gbr,1970
15.27,gbr,1971
13.91,gbr,1972
14.0,gbr,1973
13.83,gbr,1974
13.14,gbr,1975
13.56,gbr,1976
12.68,gbr,1977
13.87,gbr,1978
14.02,gbr,1979
14.5,gbr,1980
14.32,gbr,1981
13.79,gbr,1982
14.16,gbr,1983
13.39,gbr,1984
14.16,gbr,1985
13.35,gbr,1986
11.71,gbr,1987
11.83,gbr,1988
9.68,gbr,1989
9.725,gbr,1990
8.658,gbr,1991
8.841,gbr,1992
8.169,gbr,1993
7.99,gbr,1994
7.767,gbr,1995
7.028,gbr,1996
6.98,gbr,1997
7.123,gbr,1998
7.484,gbr,1999
6.805,gbr,2000
6.776,gbr,2001
6.256,gbr,2002
6.334,gbr,2003
6.788,gbr,2004
6.421,gbr,2005
6.443,gbr,2006
6.269,gbr,2007
29.51,usa,1950
26.75,usa,1951
26.05,usa,1952
25.7,usa,1953
25.46,usa,1954
25.74,usa,1955
25.66,usa,1956
24.08,usa,1957
25.58,usa,1958
25.48,usa,1959
24.39,usa,1960
23.09,usa,1961
23.83,usa,1962
23.1,usa,1963
22.54,usa,1964
22.84,usa,1965
22.62,usa,1966
20.92,usa,1967
20.54,usa,1968
21.42,usa,1969
21.13,usa,1970
20.7,usa,1971
21.16,usa,1972
20.08,usa,1973
19.2,usa,1974
19.41,usa,1975
19.39,usa,1976
19.66,usa,1977
19.07,usa,1978
18.18,usa,1979
16.93,usa,1980
16.54,usa,1981
17.75,usa,1982
18.29,usa,1983
18.72,usa,1984
18.96,usa,1985
20.02,usa,1986
19.97,usa,1987
19.09,usa,1988
18.54,usa,1989
18.91,usa,1990
18.11,usa,1991
17.54,usa,1992
17.3,usa,1993
16.29,usa,1994
16.36,usa,1995
15.68,usa,1996
15.05,usa,1997
14.97,usa,1998
14.15,usa,1999
13.51,usa,2000
13.9,usa,2001
14.16,usa,2002
13.63,usa,2003
13.61,usa,2004
13.85,usa,2005
18.97,ury,1955
25.13,ury,1956
18.36,ury,1957
16.36,ury,1958
25.18,ury,1959
24.47,ury,1960
23.36,ury,1963
20.42,ury,1964
28.6,ury,1965
28.72,ury,1966
28.03,ury,1967
27.6,ury,1968
26.17,ury,1969
20.32,ury,1970
27.61,ury,1971
29.29,ury,1972
28.28,ury,1973
29.56,ury,1974
25.87,ury,1975
21.88,ury,1976
27.24,ury,1977
21.81,ury,1978
25.26,ury,1980
22.96,ury,1981
31.08,ury,1982
26.9,ury,1983
24.85,ury,1984
23.92,ury,1985
27.58,ury,1986
21.89,ury,1987
20.72,ury,1988
27.22,ury,1989
22.69,ury,1990
24.37,ury,1993
23.43,ury,1994
27.8,ury,1995
23.99,ury,1996
31.23,ury,1997
30.79,ury,1998
28.24,ury,1999
34.53,ury,2000
28.83,ury,2001
28.82,ury,2004
11.71,uzb,1981
13.39,uzb,1982
13.33,uzb,1985
14.18,uzb,1986
15.54,uzb,1987
13.02,uzb,1988
14.89,uzb,1989
13.25,uzb,1990
11.72,uzb,1991
11.15,uzb,1992
10.69,uzb,1993
11.75,uzb,1994
11.26,uzb,1995
11.6,uzb,1996
10.11,uzb,1997
10.01,uzb,1998
8.78,uzb,1999
11.22,uzb,2000
9.802,uzb,2001
7.307,uzb,2002
6.673,uzb,2003
5.089,uzb,2004
7.069,uzb,2005
13.13,ven,1955
17.58,ven,1956
11.51,ven,1957
13.78,ven,1958
12.7,ven,1959
12.66,ven,1960
15.48,ven,1961
13.67,ven,1962
15.54,ven,1963
14.21,ven,1964
15.16,ven,1965
15.77,ven,1966
13.91,ven,1967
13.04,ven,1968
20.65,ven,1969
19.97,ven,1970
13.46,ven,1971
15.12,ven,1972
14.59,ven,1973
12.66,ven,1974
16.34,ven,1975
11.5,ven,1976
8.667,ven,1977
13.8,ven,1978
11.38,ven,1979
14.11,ven,1980
11.91,ven,1981
11.28,ven,1982
12.47,ven,1983
13.32,ven,1985
12.94,ven,1986
11.16,ven,1987
12.18,ven,1988
12.06,ven,1989
11.86,ven,1990
11.98,ven,1992
11.03,ven,1993
11.81,ven,1994
10.68,ven,1996
9.697,ven,1997
9.081,ven,1998
9.857,ven,1999
11.12,ven,2000
9.833,ven,2001
10.3,ven,2002
9.594,ven,2003
7.693,ven,2004
7.057,ven,2005
5.863,ven,2007
49.15,cheslo,1953
49.4,cheslo,1954
45.07,cheslo,1955
50.03,cheslo,1956
47.38,cheslo,1957
50.87,cheslo,1958
49.4,cheslo,1959
50.06,cheslo,1960
49.59,cheslo,1961
47.49,cheslo,1962
49.19,cheslo,1963
46.72,cheslo,1964
47.45,cheslo,1965
48.5,cheslo,1966
49.03,cheslo,1967
48.5,cheslo,1968
47.56,cheslo,1969
48.26,cheslo,1970
45.7,cheslo,1971
47.92,cheslo,1972
44.05,cheslo,1973
48.42,cheslo,1974
46.15,cheslo,1975
42.08,cheslo,1976
44.48,cheslo,1977
46.33,cheslo,1978
41.61,cheslo,1979
42.39,cheslo,1980
40.47,cheslo,1981
43.4,cheslo,1982
39.25,cheslo,1983
39.42,cheslo,1984
39.17,cheslo,1985
39.25,cheslo,1986
36.58,cheslo,1987
36.89,cheslo,1988
34.6,cheslo,1989
36.84,cheslo,1990
32.09,cheslo,1991
75.69,deu_east,1973
82.79,deu_east,1974
56.12,deu_east,1989
47.82,deu_east,1990
36.63,deu_west,1952
36.82,deu_west,1953
35.34,deu_west,1954
35.09,deu_west,1955
34.93,deu_west,1956
32.13,deu_west,1957
33.05,deu_west,1958
33.74,deu_west,1959
32.36,deu_west,1960
32.37,deu_west,1961
33.14,deu_west,1962
35.45,deu_west,1963
36.71,deu_west,1964
37.61,deu_west,1965
37.37,deu_west,1966
36.93,deu_west,1967
37.36,deu_west,1968
37.41,deu_west,1969
39.31,deu_west,1970
37.58,deu_west,1971
35.05,deu_west,1972
37.0,deu_west,1973
37.24,deu_west,1974
35.02,deu_west,1975
36.18,deu_west,1976
37.18,deu_west,1977
35.72,deu_west,1978
35.61,deu_west,1979
35.94,deu_west,1980
35.43,deu_west,1981
33.34,deu_west,1982
34.48,deu_west,1983
33.55,deu_west,1984
33.57,deu_west,1985
30.86,deu_west,1986
31.63,deu_west,1987
29.81,deu_west,1988
28.43,deu_west,1989
26.68,deu_west,1990
37.31,ussr,1982
38.31,ussr,1983
38.97,ussr,1984
34.16,ussr,1985
31.85,ussr,1986
33.75,ussr,1987
34.01,ussr,1988
34.54,ussr,1989
34.07,ussr,1990
31.97,yug,1968
35.49,yug,1969
37.65,yug,1978
38.82,yug,1979
38.44,yug,1980
41.73,yug,1981
42.41,yug,1982
40.53,yug,1983
41.77,yug,1984
40.03,yug,1985
42.9,yug,1986
44.49,yug,1987
42.15,yug,1988
42.74,yug,1989
40.3,yug,1990
41.35,scg,1997
37.58,scg,1998
42.5,scg,1999
41.85,scg,2000
41.25,scg,2001
43.34,scg,2002
