geo,old_version_of_income_per_person_version_3,time
afg,644.8,1950
afg,652.8,1951
afg,663.6,1952
afg,692.0,1953
afg,694.2,1954
afg,695.1,1955
afg,712.7,1956
afg,698.8,1957
afg,723.4,1958
afg,729.0,1959
afg,739.4,1960
afg,729.9,1961
afg,726.3,1962
afg,723.2,1963
afg,720.5,1964
afg,719.6,1965
afg,709.7,1966
afg,711.9,1967
afg,719.5,1968
afg,713.1,1969
afg,709.5,1970
afg,658.7,1971
afg,630.0,1972
afg,684.1,1973
afg,702.9,1974
afg,720.6,1975
afg,737.4,1976
afg,669.3,1977
afg,704.2,1978
afg,688.8,1979
afg,690.0,1980
afg,763.6,1981
afg,832.6,1982
afg,862.5,1983
afg,846.7,1984
afg,819.0,1985
afg,877.7,1986
afg,725.7,1987
afg,655.6,1988
afg,639.8,1989
afg,604.0,1990
afg,600.6,1991
afg,552.8,1992
afg,475.8,1993
afg,426.1,1994
afg,512.4,1995
afg,526.1,1996
afg,540.9,1997
afg,556.2,1998
afg,571.3,1999
afg,565.2,2000
afg,506.6,2001
afg,618.7,2002
afg,668.4,2003
afg,660.2,2004
afg,717.0,2005
afg,739.9,2006
afg,799.6,2007
alb,446.1,1870
alb,597.8,1890
alb,685.0,1900
alb,780.3,1910
alb,810.7,1913
alb,926.3,1929
alb,1001.0,1950
alb,1045.0,1951
alb,1046.0,1952
alb,1089.0,1953
alb,1120.0,1954
alb,1181.0,1955
alb,1193.0,1956
alb,1269.0,1957
alb,1326.0,1958
alb,1381.0,1959
alb,1451.0,1960
alb,1463.0,1961
alb,1511.0,1962
alb,1563.0,1963
alb,1616.0,1964
alb,1675.0,1965
alb,1738.0,1966
alb,1804.0,1967
alb,1869.0,1968
alb,1932.0,1969
alb,2004.0,1970
alb,2084.0,1971
alb,2165.0,1972
alb,2273.0,1973
alb,2282.0,1974
alb,2289.0,1975
alb,2299.0,1976
alb,2309.0,1977
alb,2319.0,1978
alb,2331.0,1979
alb,2347.0,1980
alb,2360.0,1981
alb,2373.0,1982
alb,2387.0,1983
alb,2400.0,1984
alb,2413.0,1985
alb,2428.0,1986
alb,2443.0,1987
alb,2459.0,1988
alb,2477.0,1989
alb,2499.0,1990
alb,1776.0,1991
alb,1632.0,1992
alb,1775.0,1993
alb,1907.0,1994
alb,2147.0,1995
alb,2333.0,1996
alb,2087.0,1997
alb,2343.0,1998
alb,2567.0,1999
alb,2741.0,2000
alb,2925.0,2001
alb,3009.0,2002
alb,3173.0,2003
alb,3339.0,2004
alb,3501.0,2005
alb,3655.0,2006
alb,3853.0,2007
dza,430.3,1820
dza,715.0,1870
dza,1163.0,1913
dza,1365.0,1950
dza,1347.0,1951
dza,1376.0,1952
dza,1369.0,1953
dza,1437.0,1954
dza,1445.0,1955
dza,1553.0,1956
dza,1693.0,1957
dza,1719.0,1958
dza,1994.0,1959
dza,2088.0,1960
dza,1799.0,1961
dza,1433.0,1962
dza,1768.0,1963
dza,1806.0,1964
dza,1870.0,1965
dza,1725.0,1966
dza,1824.0,1967
dza,1977.0,1968
dza,2105.0,1969
dza,2249.0,1970
dza,2000.0,1971
dza,2350.0,1972
dza,2357.0,1973
dza,2428.0,1974
dza,2522.0,1975
dza,2608.0,1976
dza,2759.0,1977
dza,3019.0,1978
dza,3192.0,1979
dza,3152.0,1980
dza,3131.0,1981
dza,3228.0,1982
dza,3289.0,1983
dza,3363.0,1984
dza,3431.0,1985
dza,3301.0,1986
dza,3192.0,1987
dza,3043.0,1988
dza,3066.0,1989
dza,2946.0,1990
dza,2843.0,1991
dza,2822.0,1992
dza,2697.0,1993
dza,2614.0,1994
dza,2659.0,1995
dza,2710.0,1996
dza,2695.0,1997
dza,2789.0,1998
dza,2836.0,1999
dza,2865.0,2000
dza,2897.0,2001
dza,2971.0,2002
dza,3133.0,2003
dza,3247.0,2004
dza,3368.0,2005
dza,3418.0,2006
dza,3521.0,2007
asm,4058.0,2002
asm,4058.0,2003
asm,4058.0,2005
asm,4244.0,2006
and,27150.0,2002
and,27150.0,2003
and,27150.0,2005
and,28700.0,2006
and,28960.0,2007
ago,1052.0,1950
ago,1076.0,1951
ago,1101.0,1952
ago,1126.0,1953
ago,1079.0,1954
ago,1148.0,1955
ago,1110.0,1956
ago,1197.0,1957
ago,1241.0,1958
ago,1225.0,1959
ago,1253.0,1960
ago,1396.0,1961
ago,1335.0,1962
ago,1380.0,1963
ago,1510.0,1964
ago,1596.0,1965
ago,1660.0,1966
ago,1727.0,1967
ago,1672.0,1968
ago,1691.0,1969
ago,1768.0,1970
ago,1728.0,1971
ago,1712.0,1972
ago,1790.0,1973
ago,1711.0,1974
ago,1073.0,1975
ago,954.0,1976
ago,941.0,1977
ago,960.4,1978
ago,958.6,1979
ago,961.7,1980
ago,923.7,1981
ago,862.3,1982
ago,808.3,1983
ago,790.5,1984
ago,779.7,1985
ago,694.5,1986
ago,760.1,1987
ago,853.4,1988
ago,854.0,1989
ago,868.7,1990
ago,854.1,1991
ago,821.9,1992
ago,584.8,1993
ago,579.1,1994
ago,622.1,1995
ago,674.7,1996
ago,712.2,1997
ago,745.8,1998
ago,756.0,1999
ago,765.2,2000
ago,775.6,2001
ago,867.4,2002
ago,871.2,2003
ago,940.4,2004
ago,1102.0,2005
ago,1270.0,2006
ago,1496.0,2007
aia,6157.0,2002
aia,6157.0,2003
aia,6157.0,2004
aia,6561.0,2005
aia,7859.0,2006
aia,7989.0,2007
atg,1783.0,1950
atg,3711.0,1970
atg,3575.0,1971
atg,3769.0,1972
atg,3606.0,1973
atg,3712.0,1974
atg,3498.0,1975
atg,3170.0,1976
atg,3388.0,1977
atg,3506.0,1978
atg,3737.0,1979
atg,4037.0,1980
atg,4187.0,1981
atg,4184.0,1982
atg,4374.0,1983
atg,4800.0,1984
atg,5190.0,1985
atg,5868.0,1986
atg,6379.0,1987
atg,6749.0,1988
atg,7137.0,1989
atg,7276.0,1990
atg,7335.0,1991
atg,7271.0,1992
atg,7504.0,1993
atg,7804.0,1994
atg,7318.0,1995
atg,7650.0,1996
atg,7862.0,1997
atg,8052.0,1998
atg,8234.0,1999
atg,8366.0,2000
atg,8293.0,2001
atg,8369.0,2002
atg,8661.0,2003
atg,9156.0,2004
atg,9411.0,2005
atg,10360.0,2006
atg,10860.0,2007
arg,1311.0,1870
arg,2152.0,1890
arg,2756.0,1900
arg,2880.0,1901
arg,2717.0,1902
arg,2992.0,1903
arg,3191.0,1904
arg,3479.0,1905
arg,3518.0,1906
arg,3459.0,1907
arg,3657.0,1908
arg,3699.0,1909
arg,3822.0,1910
arg,3746.0,1911
arg,3904.0,1912
arg,3797.0,1913
arg,3302.0,1914
arg,3244.0,1915
arg,3091.0,1916
arg,2790.0,1917
arg,3248.0,1918
arg,3307.0,1919
arg,3473.0,1920
arg,3471.0,1921
arg,3636.0,1922
arg,3898.0,1923
arg,4055.0,1924
arg,3919.0,1925
arg,3994.0,1926
arg,4156.0,1927
arg,4291.0,1928
arg,4367.0,1929
arg,4080.0,1930
arg,3712.0,1931
arg,3522.0,1932
arg,3621.0,1933
arg,3845.0,1934
arg,3950.0,1935
arg,3912.0,1936
arg,4125.0,1937
arg,4072.0,1938
arg,4148.0,1939
arg,4161.0,1940
arg,4304.0,1941
arg,4284.0,1942
arg,4182.0,1943
arg,4579.0,1944
arg,4356.0,1945
arg,4665.0,1946
arg,5089.0,1947
arg,5252.0,1948
arg,5047.0,1949
arg,4987.0,1950
arg,5073.0,1951
arg,4717.0,1952
arg,4874.0,1953
arg,4980.0,1954
arg,5237.0,1955
arg,5285.0,1956
arg,5461.0,1957
arg,5698.0,1958
arg,5241.0,1959
arg,5559.0,1960
arg,5862.0,1961
arg,5677.0,1962
arg,5455.0,1963
arg,5926.0,1964
arg,6371.0,1965
arg,6321.0,1966
arg,6399.0,1967
arg,6578.0,1968
arg,7037.0,1969
arg,7302.0,1970
arg,7530.0,1971
arg,7635.0,1972
arg,7962.0,1973
arg,8334.0,1974
arg,8122.0,1975
arg,7965.0,1976
arg,8304.0,1977
arg,7807.0,1978
arg,8227.0,1979
arg,8206.0,1980
arg,7603.0,1981
arg,7243.0,1982
arg,7383.0,1983
arg,7425.0,1984
arg,6834.0,1985
arg,7224.0,1986
arg,7299.0,1987
arg,7056.0,1988
arg,6523.0,1989
arg,6436.0,1990
arg,6980.0,1991
arg,7497.0,1992
arg,7827.0,1993
arg,8367.0,1994
arg,8005.0,1995
arg,8253.0,1996
arg,8803.0,1997
arg,9123.0,1998
arg,8711.0,1999
arg,8544.0,2000
arg,8077.0,2001
arg,7119.0,2002
arg,7666.0,2003
arg,8279.0,2004
arg,8951.0,2005
arg,9613.0,2006
arg,10340.0,2007
arm,6152.0,1973
arm,6066.0,1990
arm,5262.0,1991
arm,3116.0,1992
arm,2971.0,1993
arm,3237.0,1994
arm,3525.0,1995
arm,3739.0,1996
arm,3868.0,1997
arm,4164.0,1998
arm,4304.0,1999
arm,4565.0,2000
arm,5028.0,2001
arm,5814.0,2002
arm,6648.0,2003
arm,7373.0,2004
arm,8423.0,2005
arm,9569.0,2006
arm,10660.0,2007
abw,15250.0,2002
abw,15250.0,2003
abw,15250.0,2004
abw,15130.0,2005
abw,15090.0,2006
abw,15400.0,2007
aus,400.0,1700
aus,518.0,1820
aus,522.7,1821
aus,538.0,1822
aus,556.2,1823
aus,587.3,1824
aus,615.6,1825
aus,627.3,1826
aus,646.3,1827
aus,662.6,1828
aus,699.4,1829
aus,848.5,1830
aus,876.9,1831
aus,896.4,1832
aus,899.7,1833
aus,946.3,1834
aus,1145.0,1835
aus,1125.0,1836
aus,1180.0,1837
aus,1165.0,1838
aus,1087.0,1839
aus,1374.0,1840
aus,1172.0,1841
aus,1069.0,1842
aus,1239.0,1843
aus,1409.0,1844
aus,1449.0,1845
aus,1602.0,1846
aus,1853.0,1847
aus,2121.0,1848
aus,2095.0,1849
aus,1975.0,1850
aus,2344.0,1851
aus,2749.0,1852
aus,3010.0,1853
aus,2636.0,1854
aus,2502.0,1855
aus,3053.0,1856
aus,2694.0,1857
aus,2297.0,1858
aus,2966.0,1859
aus,2894.0,1860
aus,2851.0,1861
aus,2740.0,1862
aus,2730.0,1863
aus,2896.0,1864
aus,2762.0,1865
aus,2843.0,1866
aus,3109.0,1867
aus,3156.0,1868
aus,3094.0,1869
aus,3273.0,1870
aus,3299.0,1871
aus,3553.0,1872
aus,3824.0,1873
aus,3835.0,1874
aus,4138.0,1875
aus,4007.0,1876
aus,4036.0,1877
aus,4277.0,1878
aus,4205.0,1879
aus,4285.0,1880
aus,4455.0,1881
aus,4063.0,1882
aus,4475.0,1883
aus,4304.0,1884
aus,4422.0,1885
aus,4329.0,1886
aus,4632.0,1887
aus,4504.0,1888
aus,4747.0,1889
aus,4458.0,1890
aus,4666.0,1891
aus,3995.0,1892
aus,3708.0,1893
aus,3766.0,1894
aus,3487.0,1895
aus,3685.0,1896
aus,3420.0,1897
aus,3891.0,1898
aus,3840.0,1899
aus,4013.0,1900
aus,3839.0,1901
aus,3823.0,1902
aus,4076.0,1903
aus,4295.0,1904
aus,4282.0,1905
aus,4507.0,1906
aus,4616.0,1907
aus,4693.0,1908
aus,4981.0,1909
aus,5210.0,1910
aus,5104.0,1911
aus,5098.0,1912
aus,5157.0,1913
aus,5027.0,1914
aus,4897.0,1915
aus,4878.0,1916
aus,4791.0,1917
aus,4602.0,1918
aus,4716.0,1919
aus,4766.0,1920
aus,4911.0,1921
aus,5064.0,1922
aus,5192.0,1923
aus,5417.0,1924
aus,5553.0,1925
aus,5573.0,1926
aus,5544.0,1927
aus,5452.0,1928
aus,5263.0,1929
aus,4708.0,1930
aus,4354.0,1931
aus,4564.0,1932
aus,4842.0,1933
aus,5060.0,1934
aus,5318.0,1935
aus,5516.0,1936
aus,5746.0,1937
aus,5886.0,1938
aus,5846.0,1939
aus,6166.0,1940
aus,6788.0,1941
aus,7505.0,1942
aus,7703.0,1943
aus,7362.0,1944
aus,6917.0,1945
aus,6595.0,1946
aus,6664.0,1947
aus,6967.0,1948
aus,7237.0,1949
aus,7412.0,1950
aus,7507.0,1951
aus,7418.0,1952
aus,7505.0,1953
aus,7791.0,1954
aus,8027.0,1955
aus,8108.0,1956
aus,8090.0,1957
aus,8305.0,1958
aus,8628.0,1959
aus,8791.0,1960
aus,8653.0,1961
aus,9027.0,1962
aus,9400.0,1963
aus,9849.0,1964
aus,10150.0,1965
aus,10240.0,1966
aus,10730.0,1967
aus,11150.0,1968
aus,11560.0,1969
aus,12020.0,1970
aus,12290.0,1971
aus,12400.0,1972
aus,12880.0,1973
aus,12990.0,1974
aus,13170.0,1975
aus,13560.0,1976
aus,13550.0,1977
aus,13770.0,1978
aus,14320.0,1979
aus,14410.0,1980
aus,14660.0,1981
aus,14390.0,1982
aus,14200.0,1983
aus,15000.0,1984
aus,15550.0,1985
aus,15640.0,1986
aus,16170.0,1987
aus,16630.0,1988
aus,17090.0,1989
aus,17110.0,1990
aus,16920.0,1991
aus,17310.0,1992
aus,17770.0,1993
aus,18310.0,1994
aus,18850.0,1995
aus,19320.0,1996
aus,19950.0,1997
aus,20780.0,1998
aus,21330.0,1999
aus,21550.0,2000
aus,22160.0,2001
aus,22650.0,2002
aus,23290.0,2003
aus,23630.0,2004
aus,23980.0,2005
aus,24220.0,2006
aus,24910.0,2007
aut,993.2,1700
aut,1218.0,1820
aut,1399.0,1830
aut,1515.0,1840
aut,1650.0,1850
aut,1778.0,1860
aut,1863.0,1870
aut,1979.0,1871
aut,1976.0,1872
aut,1913.0,1873
aut,1981.0,1874
aut,1973.0,1875
aut,2000.0,1876
aut,2050.0,1877
aut,2100.0,1878
aut,2068.0,1879
aut,2079.0,1880
aut,2145.0,1881
aut,2140.0,1882
aut,2209.0,1883
aut,2248.0,1884
aut,2215.0,1885
aut,2268.0,1886
aut,2404.0,1887
aut,2379.0,1888
aut,2337.0,1889
aut,2443.0,1890
aut,2506.0,1891
aut,2535.0,1892
aut,2525.0,1893
aut,2645.0,1894
aut,2688.0,1895
aut,2701.0,1896
aut,2730.0,1897
aut,2855.0,1898
aut,2886.0,1899
aut,2882.0,1900
aut,2864.0,1901
aut,2945.0,1902
aut,2941.0,1903
aut,2956.0,1904
aut,3090.0,1905
aut,3176.0,1906
aut,3338.0,1907
aut,3320.0,1908
aut,3276.0,1909
aut,3290.0,1910
aut,3365.0,1911
aut,3505.0,1912
aut,3465.0,1913
aut,2876.0,1914
aut,2653.0,1915
aut,2628.0,1916
aut,2586.0,1917
aut,2555.0,1918
aut,2259.0,1919
aut,2412.0,1920
aut,2650.0,1921
aut,2877.0,1922
aut,2842.0,1923
aut,3163.0,1924
aut,3367.0,1925
aut,3413.0,1926
aut,3505.0,1927
aut,3657.0,1928
aut,3699.0,1929
aut,3586.0,1930
aut,3288.0,1931
aut,2940.0,1932
aut,2833.0,1933
aut,2852.0,1934
aut,2907.0,1935
aut,2995.0,1936
aut,3156.0,1937
aut,3559.0,1938
aut,4096.0,1939
aut,3959.0,1940
aut,4217.0,1941
aut,3983.0,1942
aut,4065.0,1943
aut,4152.0,1944
aut,1725.0,1945
aut,1956.0,1946
aut,2166.0,1947
aut,2764.0,1948
aut,3293.0,1949
aut,3706.0,1950
aut,3959.0,1951
aut,3967.0,1952
aut,4137.0,1953
aut,4555.0,1954
aut,5053.0,1955
aut,5397.0,1956
aut,5716.0,1957
aut,5907.0,1958
aut,6051.0,1959
aut,6519.0,1960
aut,6827.0,1961
aut,6950.0,1962
aut,7186.0,1963
aut,7567.0,1964
aut,7734.0,1965
aut,8112.0,1966
aut,8297.0,1967
aut,8621.0,1968
aut,9131.0,1969
aut,9747.0,1970
aut,10200.0,1971
aut,10770.0,1972
aut,11230.0,1973
aut,11660.0,1974
aut,11650.0,1975
aut,12200.0,1976
aut,12770.0,1977
aut,12730.0,1978
aut,13450.0,1979
aut,13760.0,1980
aut,13720.0,1981
aut,13960.0,1982
aut,14390.0,1983
aut,14440.0,1984
aut,14750.0,1985
aut,15080.0,1986
aut,15310.0,1987
aut,15750.0,1988
aut,16360.0,1989
aut,16890.0,1990
aut,17290.0,1991
aut,17480.0,1992
aut,17380.0,1993
aut,17750.0,1994
aut,18050.0,1995
aut,18490.0,1996
aut,18810.0,1997
aut,19460.0,1998
aut,20060.0,1999
aut,20690.0,2000
aut,20810.0,2001
aut,20970.0,2002
aut,21230.0,2003
aut,21600.0,2004
aut,21880.0,2005
aut,22440.0,2006
aut,23100.0,2007
aze,4434.0,1973
aze,4639.0,1990
aze,4538.0,1991
aze,3462.0,1992
aze,2633.0,1993
aze,2093.0,1994
aze,1832.0,1995
aze,1847.0,1996
aze,1947.0,1997
aze,2137.0,1998
aze,2290.0,1999
aze,2538.0,2000
aze,2781.0,2001
aze,3065.0,2002
aze,3394.0,2003
aze,3708.0,2004
aze,4632.0,2005
aze,6162.0,2006
aze,7650.0,2007
bhs,10800.0,1950
bhs,11730.0,1970
bhs,11650.0,1971
bhs,10980.0,1972
bhs,11580.0,1973
bhs,9453.0,1974
bhs,7901.0,1975
bhs,8142.0,1976
bhs,8701.0,1977
bhs,9723.0,1978
bhs,12000.0,1979
bhs,12510.0,1980
bhs,11110.0,1981
bhs,11600.0,1982
bhs,11760.0,1983
bhs,13150.0,1984
bhs,13520.0,1985
bhs,13510.0,1986
bhs,13670.0,1987
bhs,13750.0,1988
bhs,13830.0,1989
bhs,13740.0,1990
bhs,13120.0,1991
bhs,12630.0,1992
bhs,12630.0,1993
bhs,12440.0,1994
bhs,12260.0,1995
bhs,12560.0,1996
bhs,12780.0,1997
bhs,12960.0,1998
bhs,13520.0,1999
bhs,13990.0,2000
bhs,13520.0,2001
bhs,13420.0,2002
bhs,13430.0,2003
bhs,13670.0,2004
bhs,13830.0,2005
bhs,14130.0,2006
bhs,14390.0,2007
bhr,550.0,1820
bhr,575.0,1870
bhr,600.0,1913
bhr,2104.0,1950
bhr,2185.0,1951
bhr,2267.0,1952
bhr,2351.0,1953
bhr,2436.0,1954
bhr,2518.0,1955
bhr,2599.0,1956
bhr,2674.0,1957
bhr,2739.0,1958
bhr,2796.0,1959
bhr,2843.0,1960
bhr,2882.0,1961
bhr,2931.0,1962
bhr,2994.0,1963
bhr,3073.0,1964
bhr,3173.0,1965
bhr,3283.0,1966
bhr,3402.0,1967
bhr,3520.0,1968
bhr,3646.0,1969
bhr,3788.0,1970
bhr,3983.0,1971
bhr,4198.0,1972
bhr,4376.0,1973
bhr,4574.0,1974
bhr,3922.0,1975
bhr,4313.0,1976
bhr,4444.0,1977
bhr,4415.0,1978
bhr,4222.0,1979
bhr,4388.0,1980
bhr,4313.0,1981
bhr,4414.0,1982
bhr,4542.0,1983
bhr,4557.0,1984
bhr,4374.0,1985
bhr,4316.0,1986
bhr,4257.0,1987
bhr,4267.0,1988
bhr,4235.0,1989
bhr,4104.0,1990
bhr,4170.0,1991
bhr,4374.0,1992
bhr,4611.0,1993
bhr,4481.0,1994
bhr,4540.0,1995
bhr,4619.0,1996
bhr,4663.0,1997
bhr,4787.0,1998
bhr,4899.0,1999
bhr,5065.0,2000
bhr,5202.0,2001
bhr,5375.0,2002
bhr,5589.0,2003
bhr,5777.0,2004
bhr,6102.0,2005
bhr,6377.0,2006
bhr,6676.0,2007
bgd,539.5,1950
bgd,541.1,1951
bgd,548.3,1952
bgd,547.0,1953
bgd,546.9,1954
bgd,507.6,1955
bgd,551.2,1956
bgd,530.1,1957
bgd,509.6,1958
bgd,525.9,1959
bgd,544.3,1960
bgd,563.7,1961
bgd,549.9,1962
bgd,593.8,1963
bgd,588.2,1964
bgd,607.4,1965
bgd,603.0,1966
bgd,577.9,1967
bgd,618.7,1968
bgd,614.3,1969
bgd,629.1,1970
bgd,585.8,1971
bgd,505.0,1972
bgd,496.7,1973
bgd,546.6,1974
bgd,528.6,1975
bgd,540.2,1976
bgd,528.7,1977
bgd,550.5,1978
bgd,559.7,1979
bgd,547.7,1980
bgd,550.1,1981
bgd,542.4,1982
bgd,555.2,1983
bgd,572.0,1984
bgd,576.6,1985
bgd,589.7,1986
bgd,602.5,1987
bgd,608.2,1988
bgd,611.7,1989
bgd,639.9,1990
bgd,649.2,1991
bgd,671.3,1992
bgd,691.4,1993
bgd,708.4,1994
bgd,731.4,1995
bgd,752.6,1996
bgd,779.4,1997
bgd,805.4,1998
bgd,829.0,1999
bgd,861.7,2000
bgd,889.6,2001
bgd,910.5,2002
bgd,939.1,2003
bgd,979.5,2004
bgd,1019.0,2005
bgd,1068.0,2006
bgd,1118.0,2007
brb,5943.0,1960
brb,6256.0,1961
brb,6641.0,1962
brb,6375.0,1963
brb,6509.0,1964
brb,6910.0,1965
brb,7076.0,1966
brb,7823.0,1967
brb,8005.0,1968
brb,9048.0,1969
brb,9918.0,1970
brb,10270.0,1971
brb,10480.0,1972
brb,10350.0,1973
brb,10580.0,1974
brb,9843.0,1975
brb,9647.0,1976
brb,10050.0,1977
brb,10590.0,1978
brb,11440.0,1979
brb,11510.0,1980
brb,11000.0,1981
brb,10810.0,1982
brb,10980.0,1983
brb,11590.0,1984
brb,11480.0,1985
brb,12260.0,1986
brb,12650.0,1987
brb,12830.0,1988
brb,12950.0,1989
brb,12440.0,1990
brb,12240.0,1991
brb,11730.0,1992
brb,11330.0,1993
brb,11600.0,1994
brb,11970.0,1995
brb,12160.0,1996
brb,12410.0,1997
brb,12850.0,1998
brb,13270.0,1999
brb,13730.0,2000
brb,13230.0,2001
brb,13190.0,2002
brb,13410.0,2003
brb,13610.0,2004
brb,14120.0,2005
brb,14620.0,2006
brb,15170.0,2007
blr,5233.0,1973
blr,7184.0,1990
blr,7063.0,1991
blr,6347.0,1992
blr,5834.0,1993
blr,5138.0,1994
blr,4596.0,1995
blr,4723.0,1996
blr,5264.0,1997
blr,5711.0,1998
blr,5912.0,1999
blr,6265.0,2000
blr,6569.0,2001
blr,6908.0,2002
blr,7387.0,2003
blr,8274.0,2004
blr,9101.0,2005
blr,10050.0,2006
blr,10930.0,2007
bel,1144.0,1700
bel,1319.0,1820
bel,1354.0,1830
bel,1694.0,1846
bel,1762.0,1847
bel,1754.0,1848
bel,1790.0,1849
bel,1847.0,1850
bel,1886.0,1851
bel,1924.0,1852
bel,1962.0,1853
bel,2070.0,1854
bel,2071.0,1855
bel,2170.0,1856
bel,2211.0,1857
bel,2212.0,1858
bel,2197.0,1859
bel,2293.0,1860
bel,2310.0,1861
bel,2354.0,1862
bel,2404.0,1863
bel,2466.0,1864
bel,2448.0,1865
bel,2503.0,1866
bel,2497.0,1867
bel,2569.0,1868
bel,2663.0,1869
bel,2692.0,1870
bel,2682.0,1871
bel,2824.0,1872
bel,2820.0,1873
bel,2890.0,1874
bel,2861.0,1875
bel,2875.0,1876
bel,2884.0,1877
bel,2942.0,1878
bel,2945.0,1879
bel,3065.0,1880
bel,3070.0,1881
bel,3136.0,1882
bel,3145.0,1883
bel,3136.0,1884
bel,3138.0,1885
bel,3153.0,1886
bel,3250.0,1887
bel,3247.0,1888
bel,3379.0,1889
bel,3428.0,1890
bel,3395.0,1891
bel,3442.0,1892
bel,3455.0,1893
bel,3468.0,1894
bel,3512.0,1895
bel,3551.0,1896
bel,3586.0,1897
bel,3615.0,1898
bel,3656.0,1899
bel,3731.0,1900
bel,3719.0,1901
bel,3739.0,1902
bel,3772.0,1903
bel,3821.0,1904
bel,3882.0,1905
bel,3917.0,1906
bel,3932.0,1907
bel,3933.0,1908
bel,3971.0,1909
bel,4064.0,1910
bel,4148.0,1911
bel,4206.0,1912
bel,4220.0,1913
bel,3923.0,1914
bel,3858.0,1915
bel,4080.0,1916
bel,3519.0,1917
bel,2861.0,1918
bel,3389.0,1919
bel,3962.0,1920
bel,4056.0,1921
bel,4413.0,1922
bel,4533.0,1923
bel,4638.0,1924
bel,4666.0,1925
bel,4784.0,1926
bel,4923.0,1927
bel,5139.0,1928
bel,5054.0,1929
bel,4979.0,1930
bel,4860.0,1931
bel,4607.0,1932
bel,4681.0,1933
bel,4624.0,1934
bel,4894.0,1935
bel,4913.0,1936
bel,4961.0,1937
bel,4832.0,1938
bel,5150.0,1939
bel,4562.0,1940
bel,4358.0,1941
bel,3997.0,1942
bel,3907.0,1943
bel,4112.0,1944
bel,4333.0,1945
bel,4574.0,1946
bel,4800.0,1947
bel,5024.0,1948
bel,5193.0,1949
bel,5462.0,1950
bel,5747.0,1951
bel,5668.0,1952
bel,5818.0,1953
bel,6029.0,1954
bel,6280.0,1955
bel,6422.0,1956
bel,6495.0,1957
bel,6442.0,1958
bel,6608.0,1959
bel,6952.0,1960
bel,7253.0,1961
bel,7583.0,1962
bel,7862.0,1963
bel,8341.0,1964
bel,8559.0,1965
bel,8776.0,1966
bel,9072.0,1967
bel,9416.0,1968
bel,10020.0,1969
bel,10610.0,1970
bel,10970.0,1971
bel,11500.0,1972
bel,12170.0,1973
bel,12640.0,1974
bel,12440.0,1975
bel,13120.0,1976
bel,13190.0,1977
bel,13550.0,1978
bel,13860.0,1979
bel,14470.0,1980
bel,14280.0,1981
bel,14470.0,1982
bel,14470.0,1983
bel,14830.0,1984
bel,14980.0,1985
bel,15200.0,1986
bel,15540.0,1987
bel,16250.0,1988
bel,16740.0,1989
bel,17200.0,1990
bel,17450.0,1991
bel,17650.0,1992
bel,17410.0,1993
bel,17900.0,1994
bel,18270.0,1995
bel,18440.0,1996
bel,19020.0,1997
bel,19350.0,1998
bel,19910.0,1999
bel,20620.0,2000
bel,20780.0,2001
bel,21050.0,2002
bel,21210.0,2003
bel,21740.0,2004
bel,21850.0,2005
bel,22410.0,2006
bel,22960.0,2007
blz,1667.0,1950
blz,1888.0,1970
blz,1991.0,1971
blz,2050.0,1972
blz,2117.0,1973
blz,2177.0,1974
blz,2212.0,1975
blz,2165.0,1976
blz,2250.0,1977
blz,2364.0,1978
blz,2473.0,1979
blz,2773.0,1980
blz,2736.0,1981
blz,2658.0,1982
blz,2550.0,1983
blz,2520.0,1984
blz,2482.0,1985
blz,2532.0,1986
blz,2738.0,1987
blz,2915.0,1988
blz,3235.0,1989
blz,3469.0,1990
blz,3774.0,1991
blz,4117.0,1992
blz,4244.0,1993
blz,4135.0,1994
blz,4043.0,1995
blz,4012.0,1996
blz,4011.0,1997
blz,4011.0,1998
blz,4268.0,1999
blz,4662.0,2000
blz,4750.0,2001
blz,4843.0,2002
blz,5130.0,2003
blz,5200.0,2004
blz,5192.0,2005
blz,5375.0,2006
blz,5377.0,2007
ben,1084.0,1950
ben,1063.0,1951
ben,1043.0,1952
ben,993.7,1953
ben,1002.0,1954
ben,981.8,1955
ben,961.6,1956
ben,941.5,1957
ben,955.7,1958
ben,970.2,1959
ben,978.1,1960
ben,987.4,1961
ben,931.6,1962
ben,952.0,1963
ben,993.1,1964
ben,1020.0,1965
ben,1032.0,1966
ben,1016.0,1967
ben,1029.0,1968
ben,1033.0,1969
ben,1027.0,1970
ben,1006.0,1971
ben,1065.0,1972
ben,1061.0,1973
ben,955.3,1974
ben,969.3,1975
ben,983.3,1976
ben,1010.0,1977
ben,1013.0,1978
ben,1063.0,1979
ben,1132.0,1980
ben,1164.0,1981
ben,1254.0,1982
ben,1165.0,1983
ben,1220.0,1984
ben,1273.0,1985
ben,1261.0,1986
ben,1203.0,1987
ben,1200.0,1988
ben,1136.0,1989
ben,1143.0,1990
ben,1159.0,1991
ben,1169.0,1992
ben,1156.0,1993
ben,1146.0,1994
ben,1154.0,1995
ben,1179.0,1996
ben,1210.0,1997
ben,1228.0,1998
ben,1249.0,1999
ben,1283.0,2000
ben,1308.0,2001
ben,1347.0,2002
ben,1372.0,2003
ben,1369.0,2004
ben,1365.0,2005
ben,1377.0,2006
ben,1415.0,2007
bmu,18460.0,1970
bmu,18950.0,1971
bmu,19210.0,1972
bmu,19390.0,1973
