geo,suicide_women_per_100000_people,time
deu_west,11.7,1968
deu_west,12.19,1969
deu_west,12.59,1970
deu_west,12.24,1971
deu_west,11.52,1972
deu_west,11.99,1973
deu_west,12.05,1974
deu_west,11.84,1975
deu_west,12.12,1976
deu_west,12.75,1977
deu_west,12.16,1978
deu_west,11.39,1979
deu_west,10.9,1980
deu_west,11.1,1981
deu_west,10.53,1982
deu_west,10.85,1983
deu_west,9.769,1984
deu_west,9.467,1985
deu_west,8.796,1986
deu_west,8.563,1987
deu_west,7.77,1988
deu_west,7.135,1989
deu_west,6.796,1990
vnm,9.282,2004
yem,5.374,2004
yug,6.981,1968
yug,7.669,1969
yug,8.268,1978
yug,7.954,1979
yug,7.979,1980
yug,8.268,1981
yug,9.055,1982
yug,8.626,1983
yug,8.548,1984
yug,8.235,1985
yug,8.317,1986
yug,9.23,1987
yug,8.753,1988
yug,8.519,1989
yug,7.793,1990
zmb,7.96,2004
zwe,9.376,2004
