murdered_45_59_per_100000_people,geo,time
0.1625,nld,1962
0.7381,nld,1963
0.5695,nld,1964
0.535,nld,1965
0.4656,nld,1966
0.5115,nld,1967
0.4965,nld,1968
0.6777,nld,1969
0.3938,nld,1970
0.4279,nld,1971
0.5018,nld,1972
0.9651,nld,1973
0.9552,nld,1974
0.6167,nld,1975
0.6944,nld,1976
0.5535,nld,1977
0.419,nld,1978
1.018,nld,1979
0.5008,nld,1980
0.9786,nld,1981
0.9428,nld,1982
0.9845,nld,1983
0.6419,nld,1984
0.8244,nld,1985
0.9393,nld,1986
0.9115,nld,1987
0.9877,nld,1988
1.021,nld,1989
0.7851,nld,1990
1.049,nld,1991
0.8615,nld,1992
0.8658,nld,1993
1.015,nld,1994
1.387,nld,1995
1.307,nld,1996
1.112,nld,1997
0.8887,nld,1998
1.253,nld,1999
1.196,nld,2000
1.231,nld,2001
0.8126,nld,2002
1.245,nld,2003
1.201,nld,2004
0.9772,nld,2005
0.8046,nld,2006
1.152,nld,2007
1.068,nld,2008
1.04,nzl,1950
2.376,nzl,1951
1.331,nzl,1952
1.306,nzl,1953
0.94,nzl,1954
0.3094,nzl,1955
0.292,nzl,1956
0.2852,nzl,1957
0.5658,nzl,1958
1.107,nzl,1959
0.8181,nzl,1960
1.07,nzl,1961
0.0,nzl,1962
0.8017,nzl,1963
0.7824,nzl,1964
1.23,nzl,1965
0.4931,nzl,1966
1.732,nzl,1967
0.243,nzl,1968
1.226,nzl,1969
1.379,nzl,1970
0.9102,nzl,1971
1.395,nzl,1972
0.7013,nzl,1973
2.314,nzl,1974
2.006,nzl,1975
1.108,nzl,1976
0.9141,nzl,1977
1.565,nzl,1978
1.165,nzl,1979
0.6465,nzl,1980
0.2189,nzl,1981
0.222,nzl,1982
1.98,nzl,1983
0.4864,nzl,1984
1.548,nzl,1985
1.259,nzl,1986
2.163,nzl,1987
1.673,nzl,1988
1.487,nzl,1989
1.461,nzl,1990
3.154,nzl,1991
2.665,nzl,1992
1.43,nzl,1993
3.033,nzl,1994
0.4933,nzl,1995
1.325,nzl,1996
1.613,nzl,1997
1.25,nzl,1998
0.9164,nzl,1999
1.325,nzl,2000
1.029,nzl,2001
1.693,nzl,2002
1.491,nzl,2003
1.568,nzl,2004
1.26,nzl,2005
1.241,nzl,2006
0.1745,nor,1951
0.3351,nor,1952
0.4979,nor,1953
0.0,nor,1954
0.4648,nor,1955
0.4847,nor,1956
0.1602,nor,1957
1.497,nor,1958
0.7505,nor,1959
0.6007,nor,1960
0.6061,nor,1961
0.8912,nor,1962
1.016,nor,1963
0.4369,nor,1964
0.302,nor,1965
0.2882,nor,1966
0.5793,nor,1967
0.5154,nor,1968
1.387,nor,1969
0.6839,nor,1970
0.5449,nor,1971
0.8724,nor,1972
1.514,nor,1973
0.8058,nor,1974
1.273,nor,1975
0.594,nor,1976
1.032,nor,1977
0.7408,nor,1978
1.528,nor,1979
1.596,nor,1980
1.588,nor,1981
1.514,nor,1982
1.716,nor,1983
1.263,nor,1984
0.5992,nor,1985
2.413,nor,1986
1.933,nor,1987
1.204,nor,1988
2.444,nor,1989
1.861,nor,1990
2.324,nor,1991
0.8401,nor,1992
1.738,nor,1993
0.2678,nor,1994
1.569,nor,1995
1.136,nor,1996
1.265,nor,1997
1.54,nor,1998
0.9722,nor,1999
1.187,nor,2000
0.343,nor,2001
0.8769,nor,2002
0.7823,nor,2003
1.134,nor,2004
0.7701,nor,2005
1.248,nor,2006
0.8614,nor,2007
3.879,pan,1984
6.999,pan,1985
4.754,pan,1986
7.075,pan,1987
7.979,pan,1988
3.905,pan,1989
5.613,pan,1996
9.733,pan,1997
9.524,pan,1998
8.3,pan,1999
4.885,pan,2000
8.886,pan,2001
10.71,pan,2002
9.553,pan,2003
7.542,pan,2004
8.641,pan,2006
15.42,pry,1994
17.12,pry,1995
18.31,pry,1996
15.45,pry,1997
17.51,pry,1998
16.48,pry,1999
16.34,pry,2000
19.91,pry,2001
17.25,pry,2002
17.13,pry,2003
17.08,pry,2004
16.63,pry,2005
16.28,pry,2006
1.202,phl,1992
18.2,phl,1993
25.88,phl,1997
28.05,phl,1998
24.9,phl,1999
27.73,phl,2000
29.87,phl,2001
30.86,phl,2002
29.78,phl,2003
1.002,pol,1959
1.022,pol,1960
1.382,pol,1961
1.257,pol,1962
0.9931,pol,1963
0.8032,pol,1964
1.032,pol,1965
1.266,pol,1966
1.217,pol,1967
1.055,pol,1968
1.211,pol,1969
1.169,pol,1970
1.21,pol,1971
1.183,pol,1972
1.2,pol,1973
0.9967,pol,1974
1.383,pol,1975
1.265,pol,1976
1.626,pol,1977
1.632,pol,1978
1.198,pol,1979
2.112,pol,1983
2.62,pol,1984
2.652,pol,1985
2.272,pol,1986
2.767,pol,1987
2.818,pol,1988
3.087,pol,1989
4.387,pol,1990
4.684,pol,1991
4.719,pol,1992
4.203,pol,1993
4.826,pol,1994
4.28,pol,1995
4.127,pol,1996
3.648,pol,1999
3.048,pol,2000
2.373,pol,2001
2.78,pol,2002
2.531,pol,2003
2.567,pol,2004
2.508,pol,2005
2.686,pol,2006
2.324,pol,2007
2.324,pol,2008
2.438,prt,1955
2.433,prt,1956
2.427,prt,1957
1.519,prt,1958
1.923,prt,1959
1.016,prt,1960
1.837,prt,1961
1.266,prt,1962
1.631,prt,1963
2.511,prt,1964
1.298,prt,1965
1.718,prt,1966
3.145,prt,1967
1.491,prt,1968
1.773,prt,1969
1.292,prt,1970
2.001,prt,1971
1.106,prt,1972
1.781,prt,1973
2.409,prt,1974
2.457,prt,1975
1.994,prt,1976
2.364,prt,1977
2.612,prt,1978
1.587,prt,1979
1.929,prt,1980
1.706,prt,1981
1.644,prt,1982
1.765,prt,1983
2.728,prt,1984
1.984,prt,1985
2.26,prt,1986
1.649,prt,1987
1.68,prt,1988
1.571,prt,1989
2.125,prt,1990
1.76,prt,1991
1.224,prt,1992
1.651,prt,1993
2.018,prt,1994
1.742,prt,1995
1.503,prt,1996
1.002,prt,1997
1.766,prt,1998
1.243,prt,1999
1.19,prt,2000
1.227,prt,2001
1.412,prt,2002
2.066,prt,2003
5.452,rou,1989
7.818,rou,1990
6.491,rou,1991
8.484,rou,1992
6.189,rou,1993
7.098,rou,1994
6.254,rou,1995
5.922,rou,1996
5.31,rou,1997
5.007,rou,1998
4.834,rou,1999
4.961,rou,2000
5.214,rou,2001
5.178,rou,2002
5.724,rou,2003
4.282,rou,2004
3.942,rou,2005
2.89,rou,2006
2.923,rou,2007
4.006,rou,2008
17.04,rus,1980
16.87,rus,1981
15.96,rus,1982
13.94,rus,1985
8.703,rus,1986
9.069,rus,1987
11.54,rus,1988
15.19,rus,1989
16.9,rus,1990
18.73,rus,1991
30.85,rus,1992
42.9,rus,1993
48.45,rus,1994
45.92,rus,1995
37.89,rus,1996
33.49,rus,1997
30.53,rus,1998
36.94,rus,1999
41.72,rus,2000
43.86,rus,2001
45.74,rus,2002
42.9,rus,2003
39.76,rus,2004
35.77,rus,2005
28.24,rus,2006
3.726,srb,1998
4.139,srb,1999
2.871,srb,2000
3.412,srb,2001
1.506,srb,2002
2.408,srb,2003
1.995,srb,2004
2.193,srb,2005
1.818,srb,2006
2.927,srb,2007
2.579,srb,2008
0.4986,sgp,1963
0.9816,sgp,1964
0.488,sgp,1965
1.987,sgp,1966
1.886,sgp,1967
2.339,sgp,1968
2.363,sgp,1969
0.9694,sgp,1970
2.703,sgp,1971
5.11,sgp,1972
1.709,sgp,1973
3.779,sgp,1974
1.752,sgp,1975
1.267,sgp,1976
0.8691,sgp,1977
2.67,sgp,1978
1.465,sgp,1979
3.247,sgp,1980
1.075,sgp,1981
1.388,sgp,1982
2.736,sgp,1983
4.005,sgp,1984
2.27,sgp,1985
2.33,sgp,1986
2.323,sgp,1987
2.176,sgp,1988
2.953,sgp,1989
1.464,sgp,1990
1.079,sgp,1991
2.634,sgp,1992
3.456,sgp,1993
0.8692,sgp,1994
1.156,sgp,1995
0.262,sgp,1996
0.6801,sgp,1997
0.9859,sgp,1998
1.139,sgp,1999
0.6609,sgp,2000
0.6532,sgp,2001
0.6762,sgp,2002
0.8616,sgp,2003
0.7888,sgp,2004
0.3827,sgp,2005
3.012,svk,1992
2.325,svk,1993
2.424,svk,1994
1.903,svk,1995
2.549,svk,1996
2.998,svk,1997
2.25,svk,1998
2.995,svk,1999
3.273,svk,2000
3.034,svk,2001
2.324,svk,2002
3.04,svk,2003
2.312,svk,2004
2.57,svk,2005
5.696,svn,1985
2.36,svn,1986
2.623,svn,1987
2.242,svn,1988
2.87,svn,1989
1.538,svn,1990
4.44,svn,1991
4.433,svn,1992
1.465,svn,1993
3.401,svn,1994
1.737,svn,1995
3.562,svn,1996
4.022,svn,1997
1.242,svn,1998
1.78,svn,1999
0.7343,svn,2000
0.7106,svn,2001
0.9728,svn,2002
0.4985,svn,2003
1.911,svn,2004
1.393,svn,2005
0.4297,svn,2006
1.746,svn,2007
1.522,svn,2008
0.7035,esp,1951
0.787,esp,1952
0.3827,esp,1953
0.35,esp,1954
0.3689,esp,1955
0.6506,esp,1956
0.8447,esp,1957
0.9556,esp,1958
0.8412,esp,1959
0.4115,esp,1960
0.2894,esp,1961
0.1642,esp,1962
0.2243,esp,1963
0.07945,esp,1964
0.09976,esp,1965
0.212,esp,1966
0.315,esp,1967
0.1646,esp,1968
0.3376,esp,1969
1.137,esp,1970
0.294,esp,1971
0.3748,esp,1972
0.5746,esp,1973
0.4715,esp,1974
1.009,esp,1975
0.9024,esp,1976
0.7559,esp,1977
1.303,esp,1978
1.392,esp,1979
1.502,esp,1980
1.073,esp,1981
1.051,esp,1982
1.363,esp,1983
1.254,esp,1984
1.217,esp,1985
1.337,esp,1986
1.377,esp,1987
0.9951,esp,1988
1.225,esp,1989
1.201,esp,1990
1.072,esp,1991
1.128,esp,1992
1.152,esp,1993
1.137,esp,1994
1.088,esp,1995
0.8002,esp,1996
0.8926,esp,1997
0.9752,esp,1998
0.9825,esp,1999
1.172,esp,2000
1.004,esp,2001
1.33,esp,2002
1.242,esp,2003
1.424,esp,2004
0.9351,esp,2005
8.636,lka,1950
7.207,lka,1951
6.847,lka,1952
6.953,lka,1953
9.731,lka,1954
9.083,lka,1955
7.999,lka,1956
7.296,lka,1957
9.742,lka,1958
9.381,lka,1959
5.507,lka,1960
6.265,lka,1961
6.98,lka,1962
5.182,lka,1963
5.298,lka,1964
7.113,lka,1965
7.305,lka,1966
6.393,lka,1967
5.154,lka,1968
12.43,lka,1977
4.096,lka,1980
4.722,lka,1981
5.908,lka,1982
10.59,lka,1983
10.43,lka,1984
12.43,lka,1985
10.01,lka,1986
0.3045,swe,1951
0.5902,swe,1952
0.6546,swe,1953
0.4277,swe,1954
0.6338,swe,1955
0.9717,swe,1956
0.7495,swe,1957
0.6125,swe,1958
0.7325,swe,1959
0.9201,swe,1960
0.8573,swe,1961
0.6453,swe,1962
0.7809,swe,1963
0.6969,swe,1964
0.7901,swe,1965
1.042,swe,1966
1.171,swe,1967
0.8907,swe,1968
0.6541,swe,1969
0.7672,swe,1970
0.7565,swe,1971
1.625,swe,1972
1.201,swe,1973
1.252,swe,1974
1.184,swe,1975
1.774,swe,1976
1.09,swe,1977
1.091,swe,1978
1.709,swe,1979
1.211,swe,1980
1.161,swe,1981
1.489,swe,1982
1.535,swe,1983
1.742,swe,1984
2.368,swe,1985
1.718,swe,1986
1.553,swe,1987
1.565,swe,1988
1.993,swe,1989
1.48,swe,1990
1.963,swe,1991
2.018,swe,1992
1.458,swe,1993
1.315,swe,1994
1.166,swe,1995
1.545,swe,1996
1.021,swe,1997
1.2,swe,1998
1.414,swe,1999
0.8874,swe,2000
1.165,swe,2001
1.611,swe,2002
1.582,swe,2003
1.81,swe,2004
1.572,swe,2005
1.329,swe,2006
1.706,swe,2007
0.7852,che,1951
1.321,che,1952
0.9711,che,1953
0.6387,che,1954
0.4161,che,1955
0.4025,che,1956
0.8179,che,1957
0.616,che,1958
0.7956,che,1959
0.0,che,1960
0.6742,che,1961
0.7781,che,1962
0.4438,che,1963
0.403,che,1964
0.2704,che,1965
0.7502,che,1966
1.01,che,1967
0.2991,che,1968
0.3159,che,1969
0.9277,che,1970
0.7681,che,1971
0.9574,che,1972
0.79,che,1973
0.773,che,1974
1.148,che,1975
1.159,che,1976
1.032,che,1977
0.6483,che,1978
1.322,che,1979
0.9936,che,1980
0.8378,che,1981
1.26,che,1982
1.531,che,1983
0.903,che,1984
1.482,che,1985
0.9745,che,1986
0.7703,che,1987
1.18,che,1988
1.328,che,1989
1.801,che,1990
1.283,che,1991
1.825,che,1992
1.849,che,1993
1.589,che,1994
0.7541,che,1995
1.118,che,1996
1.815,che,1997
1.074,che,1998
0.9926,che,1999
0.5546,che,2000
1.109,che,2001
0.9142,che,2002
0.4097,che,2003
0.9306,che,2004
0.7145,che,2005
0.2676,che,2006
0.5752,che,2007
7.068,tto,1951
3.627,tto,1952
9.078,tto,1953
8.529,tto,1954
11.8,tto,1955
12.56,tto,1956
13.62,tto,1957
3.47,tto,1958
4.466,tto,1960
8.768,tto,1961
9.362,tto,1962
8.127,tto,1963
12.43,tto,1967
6.967,tto,1968
6.812,tto,1970
8.564,tto,1971
7.436,tto,1972
4.113,tto,1973
15.07,tto,1974
9.821,tto,1975
4.086,tto,1976
9.782,tto,1977
7.27,tto,1978
9.858,tto,1979
4.821,tto,1980
3.843,tto,1981
2.294,tto,1982
3.823,tto,1983
8.542,tto,1984
9.492,tto,1985
10.11,tto,1986
9.887,tto,1987
12.04,tto,1988
9.677,tto,1989
5.468,tto,1990
6.891,tto,1991
9.625,tto,1992
8.029,tto,1993
18.03,tto,1994
8.75,tto,1995
9.819,tto,1996
14.4,tto,1997
9.889,tto,1998
12.28,tto,1999
9.33,tto,2000
13.28,tto,2001
14.47,tto,2002
10.79,tkm,1981
7.828,tkm,1982
7.495,tkm,1985
6.404,tkm,1986
7.185,tkm,1987
8.903,tkm,1988
10.82,tkm,1989
12.31,tkm,1990
7.858,tkm,1991
8.617,tkm,1992
12.86,tkm,1993
6.506,tkm,1994
8.856,tkm,1995
9.16,tkm,1996
10.25,tkm,1997
10.8,tkm,1998
8.394,ukr,1981
8.115,ukr,1982
6.323,ukr,1985
5.115,ukr,1986
5.521,ukr,1987
6.742,ukr,1988
8.154,ukr,1989
9.832,ukr,1990
11.89,ukr,1991
15.55,ukr,1992
16.61,ukr,1993
19.34,ukr,1994
21.01,ukr,1995
21.23,ukr,1996
18.21,ukr,1997
16.43,ukr,1998
18.72,ukr,1999
18.49,ukr,2000
18.75,ukr,2001
16.72,ukr,2002
15.4,ukr,2003
15.81,ukr,2004
14.48,ukr,2005
12.68,ukr,2006
0.4768,gbr,1950
0.3757,gbr,1951
0.3292,gbr,1952
0.3146,gbr,1953
0.3195,gbr,1954
0.3455,gbr,1955
0.3996,gbr,1956
0.4718,gbr,1957
0.49,gbr,1958
0.361,gbr,1959
0.4147,gbr,1960
0.3717,gbr,1961
0.4026,gbr,1962
0.3699,gbr,1963
0.3777,gbr,1964
0.5739,gbr,1965
0.5382,gbr,1966
0.4877,gbr,1967
0.5737,gbr,1968
0.5693,gbr,1969
0.4465,gbr,1970
0.6908,gbr,1971
0.7838,gbr,1972
1.007,gbr,1973
1.124,gbr,1974
1.004,gbr,1975
1.614,gbr,1976
1.508,gbr,1977
1.439,gbr,1978
1.13,gbr,1979
1.025,gbr,1980
0.8365,gbr,1981
0.8503,gbr,1982
0.6253,gbr,1983
0.9912,gbr,1984
0.8471,gbr,1985
0.865,gbr,1986
0.8524,gbr,1987
1.069,gbr,1988
1.034,gbr,1989
0.8205,gbr,1990
0.7276,gbr,1991
0.8651,gbr,1992
0.947,gbr,1993
1.136,gbr,1994
0.9647,gbr,1995
0.7218,gbr,1996
0.658,gbr,1997
0.683,gbr,1998
0.693,gbr,1999
0.6844,gbr,2000
0.3091,gbr,2001
0.3179,gbr,2002
0.4041,gbr,2003
0.4768,gbr,2004
0.4736,gbr,2005
0.4233,gbr,2006
0.4442,gbr,2007
5.662,usa,1950
5.472,usa,1951
5.59,usa,1952
5.502,usa,1953
5.781,usa,1954
5.47,usa,1955
5.244,usa,1956
5.525,usa,1957
5.747,usa,1958
5.461,usa,1959
5.774,usa,1960
5.745,usa,1961
5.901,usa,1962
5.814,usa,1963
6.127,usa,1964
6.588,usa,1965
7.228,usa,1966
7.675,usa,1967
8.392,usa,1968
8.327,usa,1969
9.332,usa,1970
9.667,usa,1971
10.39,usa,1972
10.47,usa,1973
10.74,usa,1974
10.77,usa,1975
9.449,usa,1976
9.121,usa,1977
9.161,usa,1978
9.944,usa,1979
10.11,usa,1980
10.36,usa,1981
9.272,usa,1982
7.997,usa,1983
7.798,usa,1984
7.533,usa,1985
7.613,usa,1986
7.281,usa,1987
6.67,usa,1988
6.799,usa,1989
6.831,usa,1990
7.472,usa,1991
6.626,usa,1992
6.471,usa,1993
5.816,usa,1994
5.745,usa,1995
5.336,usa,1996
5.03,usa,1997
4.535,usa,1998
4.264,usa,1999
4.297,usa,2000
5.771,usa,2001
4.418,usa,2002
4.425,usa,2003
4.361,usa,2004
4.31,usa,2005
5.527,ury,1955
7.553,ury,1956
7.427,ury,1957
5.558,ury,1958
6.373,ury,1959
6.702,ury,1960
8.153,ury,1963
5.012,ury,1964
3.583,ury,1965
5.592,ury,1966
7.166,ury,1967
6.717,ury,1968
5.395,ury,1969
5.724,ury,1970
5.38,ury,1971
4.969,ury,1972
4.648,ury,1973
4.898,ury,1974
4.192,ury,1975
3.008,ury,1976
3.731,ury,1977
4.813,ury,1978
4.11,ury,1980
4.353,ury,1981
4.065,ury,1982
4.365,ury,1983
2.611,ury,1984
4.753,ury,1985
2.779,ury,1986
4.215,ury,1987
4.884,ury,1988
6.46,ury,1989
4.887,ury,1990
6.248,ury,1993
5.854,ury,1994
6.815,ury,1995
4.153,ury,1996
7.191,ury,1997
7.43,ury,1998
8.537,ury,1999
8.37,ury,2000
6.382,ury,2001
5.118,ury,2004
9.016,uzb,1981
8.669,uzb,1982
7.13,uzb,1985
5.567,uzb,1986
5.568,uzb,1987
8.583,uzb,1988
11.37,uzb,1989
12.64,uzb,1990
11.55,uzb,1991
9.98,uzb,1992
9.133,uzb,1993
11.25,uzb,1994
12.8,uzb,1995
11.12,uzb,1996
8.255,uzb,1997
7.774,uzb,1998
6.501,uzb,1999
5.026,uzb,2000
5.826,uzb,2001
6.305,uzb,2002
3.968,uzb,2003
4.023,uzb,2004
4.384,uzb,2005
8.154,ven,1955
7.16,ven,1956
5.241,ven,1957
10.1,ven,1958
9.697,ven,1959
10.39,ven,1960
12.83,ven,1961
13.63,ven,1962
15.6,ven,1963
15.68,ven,1964
13.23,ven,1965
12.04,ven,1966
13.91,ven,1967
12.22,ven,1968
12.23,ven,1969
11.05,ven,1970
13.13,ven,1971
11.58,ven,1972
12.97,ven,1973
11.44,ven,1974
9.941,ven,1975
10.5,ven,1976
10.5,ven,1977
11.68,ven,1978
11.5,ven,1979
13.32,ven,1980
11.68,ven,1981
12.03,ven,1982
13.56,ven,1983
10.05,ven,1985
8.324,ven,1986
8.698,ven,1987
9.023,ven,1988
9.112,ven,1989
9.551,ven,1990
10.38,ven,1992
10.61,ven,1993
11.44,ven,1994
11.48,ven,1996
9.709,ven,1997
8.803,ven,1998
12.31,ven,1999
17.59,ven,2000
16.55,ven,2001
19.91,ven,2002
23.7,ven,2003
18.99,ven,2004
18.12,ven,2005
20.32,ven,2007
1.359,cheslo,1953
1.287,cheslo,1954
1.136,cheslo,1955
0.8911,cheslo,1956
0.8442,cheslo,1957
1.541,cheslo,1958
0.8945,cheslo,1959
0.8291,cheslo,1960
1.479,cheslo,1961
1.31,cheslo,1962
0.976,cheslo,1963
1.406,cheslo,1964
1.294,cheslo,1965
0.9743,cheslo,1966
1.207,cheslo,1967
1.588,cheslo,1968
1.776,cheslo,1969
1.621,cheslo,1970
1.469,cheslo,1971
1.638,cheslo,1972
1.031,cheslo,1973
1.278,cheslo,1974
1.244,cheslo,1975
0.9916,cheslo,1976
0.8651,cheslo,1977
1.077,cheslo,1978
0.6921,cheslo,1979
1.161,cheslo,1980
1.106,cheslo,1981
1.298,cheslo,1982
1.535,cheslo,1983
1.081,cheslo,1984
1.458,cheslo,1985
1.212,cheslo,1986
0.8838,cheslo,1987
1.121,cheslo,1988
1.363,cheslo,1989
1.6,cheslo,1990
2.232,cheslo,1991
0.4576,deu_east,1973
0.07775,deu_east,1974
1.048,deu_east,1989
1.563,deu_east,1990
0.7064,deu_west,1952
0.8307,deu_west,1953
0.9471,deu_west,1954
0.9131,deu_west,1955
0.815,deu_west,1956
0.7282,deu_west,1957
0.8142,deu_west,1958
0.8712,deu_west,1959
0.742,deu_west,1960
0.795,deu_west,1961
0.7775,deu_west,1962
1.019,deu_west,1963
0.9551,deu_west,1964
0.9106,deu_west,1965
0.9937,deu_west,1966
1.013,deu_west,1967
0.8616,deu_west,1968
1.156,deu_west,1969
1.45,deu_west,1970
1.189,deu_west,1971
1.359,deu_west,1972
0.9068,deu_west,1973
0.9825,deu_west,1974
1.189,deu_west,1975
1.216,deu_west,1976
1.275,deu_west,1977
1.041,deu_west,1978
0.9096,deu_west,1979
1.148,deu_west,1980
1.274,deu_west,1981
1.156,deu_west,1982
1.138,deu_west,1983
1.174,deu_west,1984
1.23,deu_west,1985
1.153,deu_west,1986
1.202,deu_west,1987
0.9709,deu_west,1988
0.9817,deu_west,1989
1.145,deu_west,1990
12.71,ussr,1982
12.66,ussr,1983
12.2,ussr,1984
10.83,ussr,1985
7.195,ussr,1986
7.539,ussr,1987
9.451,ussr,1988
12.24,ussr,1989
13.97,ussr,1990
5.365,yug,1968
4.896,yug,1969
3.312,yug,1978
2.81,yug,1979
2.295,yug,1980
3.0,yug,1981
2.701,yug,1982
2.48,yug,1983
2.808,yug,1984
2.468,yug,1985
2.115,yug,1986
2.359,yug,1987
2.535,yug,1988
2.609,yug,1989
2.328,yug,1990
3.595,scg,1997
3.581,scg,1998
3.89,scg,1999
2.858,scg,2000
3.494,scg,2001
1.683,scg,2002
