geo,year_categorization_1950,time
akr_a_dhe,1977,1977
akr_a_dhe,1978,1978
akr_a_dhe,1979,1979
akr_a_dhe,1980,1980
akr_a_dhe,1981,1981
akr_a_dhe,1982,1982
akr_a_dhe,1983,1983
akr_a_dhe,1984,1984
akr_a_dhe,1985,1985
akr_a_dhe,1986,1986
akr_a_dhe,1987,1987
akr_a_dhe,1988,1988
akr_a_dhe,1989,1989
akr_a_dhe,1990,1990
akr_a_dhe,1991,1991
akr_a_dhe,1992,1992
akr_a_dhe,1993,1993
akr_a_dhe,1994,1994
akr_a_dhe,1995,1995
akr_a_dhe,1996,1996
akr_a_dhe,1997,1997
akr_a_dhe,1998,1998
akr_a_dhe,1999,1999
akr_a_dhe,2000,2000
akr_a_dhe,2001,2001
akr_a_dhe,2002,2002
akr_a_dhe,2003,2003
akr_a_dhe,2004,2004
akr_a_dhe,2005,2005
akr_a_dhe,2006,2006
akr_a_dhe,2007,2007
akr_a_dhe,2008,2008
alb,1950,1950
alb,1951,1951
alb,1952,1952
alb,1953,1953
alb,1954,1954
alb,1955,1955
alb,1956,1956
alb,1957,1957
alb,1958,1958
alb,1959,1959
alb,1960,1960
alb,1961,1961
alb,1962,1962
alb,1963,1963
alb,1964,1964
alb,1965,1965
alb,1966,1966
alb,1967,1967
alb,1968,1968
alb,1969,1969
alb,1970,1970
alb,1971,1971
alb,1972,1972
alb,1973,1973
alb,1974,1974
alb,1975,1975
alb,1976,1976
alb,1977,1977
alb,1978,1978
alb,1979,1979
alb,1980,1980
alb,1981,1981
alb,1982,1982
alb,1983,1983
alb,1984,1984
alb,1985,1985
alb,1986,1986
alb,1987,1987
alb,1988,1988
alb,1989,1989
alb,1990,1990
alb,1991,1991
alb,1992,1992
alb,1993,1993
alb,1994,1994
alb,1995,1995
alb,1996,1996
alb,1997,1997
alb,1998,1998
alb,1999,1999
alb,2000,2000
alb,2001,2001
alb,2002,2002
alb,2003,2003
alb,2004,2004
alb,2005,2005
alb,2006,2006
alb,2007,2007
alb,2008,2008
dza,1950,1950
dza,1951,1951
dza,1952,1952
dza,1953,1953
dza,1954,1954
dza,1955,1955
dza,1956,1956
dza,1957,1957
dza,1958,1958
dza,1959,1959
dza,1960,1960
dza,1961,1961
dza,1962,1962
dza,1963,1963
dza,1964,1964
dza,1965,1965
dza,1966,1966
dza,1967,1967
dza,1968,1968
dza,1969,1969
dza,1970,1970
dza,1971,1971
dza,1972,1972
dza,1973,1973
dza,1974,1974
dza,1975,1975
dza,1976,1976
dza,1977,1977
dza,1978,1978
dza,1979,1979
dza,1980,1980
dza,1981,1981
dza,1982,1982
dza,1983,1983
dza,1984,1984
dza,1985,1985
dza,1986,1986
dza,1987,1987
dza,1988,1988
dza,1989,1989
dza,1990,1990
dza,1991,1991
dza,1992,1992
dza,1993,1993
dza,1994,1994
dza,1995,1995
dza,1996,1996
dza,1997,1997
dza,1998,1998
dza,1999,1999
dza,2000,2000
dza,2001,2001
dza,2002,2002
dza,2003,2003
dza,2004,2004
dza,2005,2005
dza,2006,2006
dza,2007,2007
dza,2008,2008
asm,1950,1950
asm,1951,1951
asm,1952,1952
asm,1953,1953
asm,1954,1954
asm,1955,1955
asm,1956,1956
asm,1957,1957
asm,1958,1958
asm,1959,1959
asm,1960,1960
asm,1961,1961
asm,1962,1962
asm,1963,1963
asm,1964,1964
asm,1965,1965
asm,1966,1966
asm,1967,1967
asm,1968,1968
asm,1969,1969
asm,1970,1970
asm,1971,1971
asm,1972,1972
asm,1973,1973
asm,1974,1974
asm,1975,1975
asm,1976,1976
asm,1977,1977
asm,1978,1978
asm,1979,1979
asm,1980,1980
asm,1981,1981
asm,1982,1982
asm,1983,1983
asm,1984,1984
asm,1985,1985
asm,1986,1986
asm,1987,1987
asm,1988,1988
asm,1989,1989
asm,1990,1990
asm,1991,1991
asm,1992,1992
asm,1993,1993
asm,1994,1994
asm,1995,1995
asm,1996,1996
asm,1997,1997
asm,1998,1998
asm,1999,1999
asm,2000,2000
asm,2001,2001
asm,2002,2002
asm,2003,2003
asm,2004,2004
asm,2005,2005
asm,2006,2006
asm,2007,2007
asm,2008,2008
and,1950,1950
and,1951,1951
and,1952,1952
and,1953,1953
and,1954,1954
and,1955,1955
and,1956,1956
and,1957,1957
and,1958,1958
and,1959,1959
and,1960,1960
and,1961,1961
and,1962,1962
and,1963,1963
and,1964,1964
and,1965,1965
and,1966,1966
and,1967,1967
and,1968,1968
and,1969,1969
and,1970,1970
and,1971,1971
and,1972,1972
and,1973,1973
and,1974,1974
and,1975,1975
and,1976,1976
and,1977,1977
and,1978,1978
and,1979,1979
and,1980,1980
and,1981,1981
and,1982,1982
and,1983,1983
and,1984,1984
and,1985,1985
and,1986,1986
and,1987,1987
and,1988,1988
and,1989,1989
and,1990,1990
and,1991,1991
and,1992,1992
and,1993,1993
and,1994,1994
and,1995,1995
and,1996,1996
and,1997,1997
and,1998,1998
and,1999,1999
and,2000,2000
and,2001,2001
and,2002,2002
and,2003,2003
and,2004,2004
and,2005,2005
and,2006,2006
and,2007,2007
and,2008,2008
ago,1950,1950
ago,1951,1951
ago,1952,1952
ago,1953,1953
ago,1954,1954
ago,1955,1955
ago,1956,1956
ago,1957,1957
ago,1958,1958
ago,1959,1959
ago,1960,1960
ago,1961,1961
ago,1962,1962
ago,1963,1963
ago,1964,1964
ago,1965,1965
ago,1966,1966
ago,1967,1967
ago,1968,1968
ago,1969,1969
ago,1970,1970
ago,1971,1971
ago,1972,1972
ago,1973,1973
ago,1974,1974
ago,1975,1975
ago,1976,1976
ago,1977,1977
ago,1978,1978
ago,1979,1979
ago,1980,1980
ago,1981,1981
ago,1982,1982
ago,1983,1983
ago,1984,1984
ago,1985,1985
ago,1986,1986
ago,1987,1987
ago,1988,1988
ago,1989,1989
ago,1990,1990
ago,1991,1991
ago,1992,1992
ago,1993,1993
ago,1994,1994
ago,1995,1995
ago,1996,1996
ago,1997,1997
ago,1998,1998
ago,1999,1999
ago,2000,2000
ago,2001,2001
ago,2002,2002
ago,2003,2003
ago,2004,2004
ago,2005,2005
ago,2006,2006
ago,2007,2007
ago,2008,2008
aia,1950,1950
aia,1951,1951
aia,1952,1952
aia,1953,1953
aia,1954,1954
aia,1955,1955
aia,1956,1956
aia,1957,1957
aia,1958,1958
aia,1959,1959
aia,1960,1960
aia,1961,1961
aia,1962,1962
aia,1963,1963
aia,1964,1964
aia,1965,1965
aia,1966,1966
aia,1967,1967
aia,1968,1968
aia,1969,1969
aia,1970,1970
aia,1971,1971
aia,1972,1972
aia,1973,1973
aia,1974,1974
aia,1975,1975
aia,1976,1976
aia,1977,1977
aia,1978,1978
aia,1979,1979
aia,1980,1980
aia,1981,1981
aia,1982,1982
aia,1983,1983
aia,1984,1984
aia,1985,1985
aia,1986,1986
aia,1987,1987
aia,1988,1988
aia,1989,1989
aia,1990,1990
aia,1991,1991
aia,1992,1992
aia,1993,1993
aia,1994,1994
aia,1995,1995
aia,1996,1996
aia,1997,1997
aia,1998,1998
aia,1999,1999
aia,2000,2000
aia,2001,2001
aia,2002,2002
aia,2003,2003
aia,2004,2004
aia,2005,2005
aia,2006,2006
aia,2007,2007
aia,2008,2008
atg,1950,1950
atg,1951,1951
atg,1952,1952
atg,1953,1953
atg,1954,1954
atg,1955,1955
atg,1956,1956
atg,1957,1957
atg,1958,1958
atg,1959,1959
atg,1960,1960
atg,1961,1961
atg,1962,1962
atg,1963,1963
atg,1964,1964
atg,1965,1965
atg,1966,1966
atg,1967,1967
atg,1968,1968
atg,1969,1969
atg,1970,1970
atg,1971,1971
atg,1972,1972
atg,1973,1973
atg,1974,1974
atg,1975,1975
atg,1976,1976
atg,1977,1977
atg,1978,1978
atg,1979,1979
atg,1980,1980
atg,1981,1981
atg,1982,1982
atg,1983,1983
atg,1984,1984
atg,1985,1985
atg,1986,1986
atg,1987,1987
atg,1988,1988
atg,1989,1989
atg,1990,1990
atg,1991,1991
atg,1992,1992
atg,1993,1993
atg,1994,1994
atg,1995,1995
atg,1996,1996
atg,1997,1997
atg,1998,1998
atg,1999,1999
atg,2000,2000
atg,2001,2001
atg,2002,2002
atg,2003,2003
atg,2004,2004
atg,2005,2005
atg,2006,2006
atg,2007,2007
atg,2008,2008
arg,1950,1950
arg,1951,1951
arg,1952,1952
arg,1953,1953
arg,1954,1954
arg,1955,1955
arg,1956,1956
arg,1957,1957
arg,1958,1958
arg,1959,1959
arg,1960,1960
arg,1961,1961
arg,1962,1962
arg,1963,1963
arg,1964,1964
arg,1965,1965
arg,1966,1966
arg,1967,1967
arg,1968,1968
arg,1969,1969
arg,1970,1970
arg,1971,1971
arg,1972,1972
arg,1973,1973
arg,1974,1974
arg,1975,1975
arg,1976,1976
arg,1977,1977
arg,1978,1978
arg,1979,1979
arg,1980,1980
arg,1981,1981
arg,1982,1982
arg,1983,1983
arg,1984,1984
arg,1985,1985
arg,1986,1986
arg,1987,1987
arg,1988,1988
arg,1989,1989
arg,1990,1990
arg,1991,1991
arg,1992,1992
arg,1993,1993
arg,1994,1994
arg,1995,1995
arg,1996,1996
arg,1997,1997
arg,1998,1998
arg,1999,1999
arg,2000,2000
arg,2001,2001
arg,2002,2002
arg,2003,2003
arg,2004,2004
arg,2005,2005
arg,2006,2006
arg,2007,2007
arg,2008,2008
arm,1950,1950
arm,1951,1951
arm,1952,1952
arm,1953,1953
arm,1954,1954
arm,1955,1955
arm,1956,1956
arm,1957,1957
arm,1958,1958
arm,1959,1959
arm,1960,1960
arm,1961,1961
arm,1962,1962
arm,1963,1963
arm,1964,1964
arm,1965,1965
arm,1966,1966
arm,1967,1967
arm,1968,1968
arm,1969,1969
arm,1970,1970
arm,1971,1971
arm,1972,1972
arm,1973,1973
arm,1974,1974
arm,1975,1975
arm,1976,1976
arm,1977,1977
arm,1978,1978
arm,1979,1979
arm,1980,1980
arm,1981,1981
arm,1982,1982
arm,1983,1983
arm,1984,1984
arm,1985,1985
arm,1986,1986
arm,1987,1987
arm,1988,1988
arm,1989,1989
arm,1990,1990
arm,1991,1991
arm,1992,1992
arm,1993,1993
arm,1994,1994
arm,1995,1995
arm,1996,1996
arm,1997,1997
arm,1998,1998
arm,1999,1999
arm,2000,2000
arm,2001,2001
arm,2002,2002
arm,2003,2003
arm,2004,2004
arm,2005,2005
arm,2006,2006
arm,2007,2007
arm,2008,2008
abw,1950,1950
abw,1951,1951
abw,1952,1952
abw,1953,1953
abw,1954,1954
abw,1955,1955
abw,1956,1956
abw,1957,1957
abw,1958,1958
abw,1959,1959
abw,1960,1960
abw,1961,1961
abw,1962,1962
abw,1963,1963
abw,1964,1964
abw,1965,1965
abw,1966,1966
abw,1967,1967
abw,1968,1968
abw,1969,1969
abw,1970,1970
abw,1971,1971
abw,1972,1972
abw,1973,1973
abw,1974,1974
abw,1975,1975
abw,1976,1976
abw,1977,1977
abw,1978,1978
abw,1979,1979
abw,1980,1980
abw,1981,1981
abw,1982,1982
abw,1983,1983
abw,1984,1984
abw,1985,1985
abw,1986,1986
abw,1987,1987
abw,1988,1988
abw,1989,1989
abw,1990,1990
abw,1991,1991
abw,1992,1992
abw,1993,1993
abw,1994,1994
abw,1995,1995
abw,1996,1996
abw,1997,1997
abw,1998,1998
abw,1999,1999
abw,2000,2000
abw,2001,2001
abw,2002,2002
abw,2003,2003
abw,2004,2004
abw,2005,2005
abw,2006,2006
abw,2007,2007
abw,2008,2008
aus,1950,1950
aus,1951,1951
aus,1952,1952
aus,1953,1953
aus,1954,1954
aus,1955,1955
aus,1956,1956
aus,1957,1957
aus,1958,1958
aus,1959,1959
aus,1960,1960
aus,1961,1961
aus,1962,1962
aus,1963,1963
aus,1964,1964
aus,1965,1965
aus,1966,1966
aus,1967,1967
aus,1968,1968
aus,1969,1969
aus,1970,1970
aus,1971,1971
aus,1972,1972
aus,1973,1973
aus,1974,1974
aus,1975,1975
aus,1976,1976
aus,1977,1977
aus,1978,1978
aus,1979,1979
aus,1980,1980
aus,1981,1981
aus,1982,1982
aus,1983,1983
aus,1984,1984
aus,1985,1985
aus,1986,1986
aus,1987,1987
aus,1988,1988
aus,1989,1989
aus,1990,1990
aus,1991,1991
aus,1992,1992
aus,1993,1993
aus,1994,1994
aus,1995,1995
aus,1996,1996
aus,1997,1997
aus,1998,1998
aus,1999,1999
aus,2000,2000
aus,2001,2001
aus,2002,2002
aus,2003,2003
aus,2004,2004
aus,2005,2005
aus,2006,2006
aus,2007,2007
aus,2008,2008
aut,1950,1950
aut,1951,1951
aut,1952,1952
aut,1953,1953
aut,1954,1954
aut,1955,1955
aut,1956,1956
aut,1957,1957
aut,1958,1958
aut,1959,1959
aut,1960,1960
aut,1961,1961
aut,1962,1962
aut,1963,1963
aut,1964,1964
aut,1965,1965
aut,1966,1966
aut,1967,1967
aut,1968,1968
aut,1969,1969
aut,1970,1970
aut,1971,1971
aut,1972,1972
aut,1973,1973
aut,1974,1974
aut,1975,1975
aut,1976,1976
aut,1977,1977
aut,1978,1978
aut,1979,1979
aut,1980,1980
aut,1981,1981
aut,1982,1982
aut,1983,1983
aut,1984,1984
aut,1985,1985
aut,1986,1986
aut,1987,1987
aut,1988,1988
aut,1989,1989
aut,1990,1990
aut,1991,1991
aut,1992,1992
aut,1993,1993
aut,1994,1994
aut,1995,1995
aut,1996,1996
aut,1997,1997
aut,1998,1998
aut,1999,1999
aut,2000,2000
aut,2001,2001
aut,2002,2002
aut,2003,2003
aut,2004,2004
aut,2005,2005
aut,2006,2006
aut,2007,2007
aut,2008,2008
aze,1950,1950
aze,1951,1951
aze,1952,1952
aze,1953,1953
aze,1954,1954
aze,1955,1955
aze,1956,1956
aze,1957,1957
aze,1958,1958
aze,1959,1959
aze,1960,1960
aze,1961,1961
aze,1962,1962
aze,1963,1963
aze,1964,1964
aze,1965,1965
aze,1966,1966
aze,1967,1967
aze,1968,1968
aze,1969,1969
aze,1970,1970
aze,1971,1971
aze,1972,1972
aze,1973,1973
aze,1974,1974
aze,1975,1975
aze,1976,1976
aze,1977,1977
aze,1978,1978
aze,1979,1979
aze,1980,1980
aze,1981,1981
aze,1982,1982
aze,1983,1983
aze,1984,1984
aze,1985,1985
aze,1986,1986
aze,1987,1987
aze,1988,1988
aze,1989,1989
aze,1990,1990
aze,1991,1991
aze,1992,1992
aze,1993,1993
aze,1994,1994
aze,1995,1995
aze,1996,1996
aze,1997,1997
aze,1998,1998
aze,1999,1999
aze,2000,2000
aze,2001,2001
aze,2002,2002
aze,2003,2003
aze,2004,2004
aze,2005,2005
aze,2006,2006
aze,2007,2007
aze,2008,2008
bhs,1950,1950
bhs,1951,1951
bhs,1952,1952
bhs,1953,1953
bhs,1954,1954
bhs,1955,1955
bhs,1956,1956
bhs,1957,1957
bhs,1958,1958
bhs,1959,1959
bhs,1960,1960
bhs,1961,1961
bhs,1962,1962
bhs,1963,1963
bhs,1964,1964
bhs,1965,1965
bhs,1966,1966
bhs,1967,1967
bhs,1968,1968
bhs,1969,1969
bhs,1970,1970
bhs,1971,1971
bhs,1972,1972
bhs,1973,1973
bhs,1974,1974
bhs,1975,1975
bhs,1976,1976
bhs,1977,1977
bhs,1978,1978
bhs,1979,1979
bhs,1980,1980
bhs,1981,1981
bhs,1982,1982
bhs,1983,1983
bhs,1984,1984
bhs,1985,1985
bhs,1986,1986
bhs,1987,1987
bhs,1988,1988
bhs,1989,1989
bhs,1990,1990
bhs,1991,1991
bhs,1992,1992
bhs,1993,1993
bhs,1994,1994
bhs,1995,1995
bhs,1996,1996
bhs,1997,1997
bhs,1998,1998
bhs,1999,1999
bhs,2000,2000
bhs,2001,2001
bhs,2002,2002
bhs,2003,2003
bhs,2004,2004
bhs,2005,2005
bhs,2006,2006
bhs,2007,2007
bhs,2008,2008
bhr,1950,1950
bhr,1951,1951
bhr,1952,1952
bhr,1953,1953
bhr,1954,1954
bhr,1955,1955
bhr,1956,1956
bhr,1957,1957
bhr,1958,1958
bhr,1959,1959
bhr,1960,1960
bhr,1961,1961
bhr,1962,1962
bhr,1963,1963
bhr,1964,1964
bhr,1965,1965
bhr,1966,1966
bhr,1967,1967
bhr,1968,1968
bhr,1969,1969
bhr,1970,1970
bhr,1971,1971
bhr,1972,1972
bhr,1973,1973
bhr,1974,1974
bhr,1975,1975
bhr,1976,1976
bhr,1977,1977
bhr,1978,1978
bhr,1979,1979
bhr,1980,1980
bhr,1981,1981
bhr,1982,1982
bhr,1983,1983
bhr,1984,1984
bhr,1985,1985
bhr,1986,1986
bhr,1987,1987
bhr,1988,1988
bhr,1989,1989
bhr,1990,1990
bhr,1991,1991
bhr,1992,1992
bhr,1993,1993
bhr,1994,1994
bhr,1995,1995
bhr,1996,1996
bhr,1997,1997
bhr,1998,1998
bhr,1999,1999
bhr,2000,2000
bhr,2001,2001
bhr,2002,2002
bhr,2003,2003
bhr,2004,2004
bhr,2005,2005
bhr,2006,2006
bhr,2007,2007
bhr,2008,2008
bgd,1950,1950
bgd,1951,1951
bgd,1952,1952
bgd,1953,1953
bgd,1954,1954
bgd,1955,1955
bgd,1956,1956
bgd,1957,1957
bgd,1958,1958
bgd,1959,1959
bgd,1960,1960
bgd,1961,1961
bgd,1962,1962
bgd,1963,1963
bgd,1964,1964
bgd,1965,1965
bgd,1966,1966
bgd,1967,1967
bgd,1968,1968
bgd,1969,1969
bgd,1970,1970
bgd,1971,1971
bgd,1972,1972
bgd,1973,1973
bgd,1974,1974
bgd,1975,1975
bgd,1976,1976
bgd,1977,1977
bgd,1978,1978
bgd,1979,1979
bgd,1980,1980
bgd,1981,1981
bgd,1982,1982
bgd,1983,1983
bgd,1984,1984
bgd,1985,1985
bgd,1986,1986
bgd,1987,1987
bgd,1988,1988
bgd,1989,1989
bgd,1990,1990
bgd,1991,1991
bgd,1992,1992
bgd,1993,1993
bgd,1994,1994
bgd,1995,1995
bgd,1996,1996
bgd,1997,1997
bgd,1998,1998
bgd,1999,1999
bgd,2000,2000
bgd,2001,2001
bgd,2002,2002
bgd,2003,2003
bgd,2004,2004
bgd,2005,2005
bgd,2006,2006
bgd,2007,2007
bgd,2008,2008
brb,1950,1950
brb,1951,1951
brb,1952,1952
brb,1953,1953
brb,1954,1954
brb,1955,1955
brb,1956,1956
brb,1957,1957
brb,1958,1958
brb,1959,1959
brb,1960,1960
brb,1961,1961
brb,1962,1962
brb,1963,1963
brb,1964,1964
brb,1965,1965
brb,1966,1966
brb,1967,1967
brb,1968,1968
brb,1969,1969
brb,1970,1970
brb,1971,1971
brb,1972,1972
brb,1973,1973
brb,1974,1974
brb,1975,1975
brb,1976,1976
brb,1977,1977
brb,1978,1978
brb,1979,1979
brb,1980,1980
brb,1981,1981
brb,1982,1982
brb,1983,1983
brb,1984,1984
brb,1985,1985
brb,1986,1986
brb,1987,1987
brb,1988,1988
brb,1989,1989
brb,1990,1990
brb,1991,1991
brb,1992,1992
brb,1993,1993
brb,1994,1994
brb,1995,1995
brb,1996,1996
brb,1997,1997
brb,1998,1998
brb,1999,1999
brb,2000,2000
brb,2001,2001
brb,2002,2002
brb,2003,2003
brb,2004,2004
brb,2005,2005
brb,2006,2006
brb,2007,2007
brb,2008,2008
blr,1950,1950
blr,1951,1951
blr,1952,1952
blr,1953,1953
blr,1954,1954
blr,1955,1955
blr,1956,1956
blr,1957,1957
blr,1958,1958
blr,1959,1959
blr,1960,1960
blr,1961,1961
blr,1962,1962
blr,1963,1963
blr,1964,1964
blr,1965,1965
blr,1966,1966
blr,1967,1967
blr,1968,1968
blr,1969,1969
blr,1970,1970
blr,1971,1971
blr,1972,1972
blr,1973,1973
blr,1974,1974
blr,1975,1975
blr,1976,1976
blr,1977,1977
blr,1978,1978
blr,1979,1979
blr,1980,1980
blr,1981,1981
blr,1982,1982
blr,1983,1983
blr,1984,1984
blr,1985,1985
blr,1986,1986
blr,1987,1987
blr,1988,1988
blr,1989,1989
blr,1990,1990
blr,1991,1991
blr,1992,1992
blr,1993,1993
blr,1994,1994
blr,1995,1995
blr,1996,1996
blr,1997,1997
blr,1998,1998
blr,1999,1999
blr,2000,2000
blr,2001,2001
blr,2002,2002
blr,2003,2003
blr,2004,2004
blr,2005,2005
blr,2006,2006
blr,2007,2007
blr,2008,2008
bel,1950,1950
bel,1951,1951
bel,1952,1952
bel,1953,1953
bel,1954,1954
bel,1955,1955
bel,1956,1956
bel,1957,1957
bel,1958,1958
bel,1959,1959
bel,1960,1960
bel,1961,1961
bel,1962,1962
bel,1963,1963
bel,1964,1964
bel,1965,1965
bel,1966,1966
bel,1967,1967
bel,1968,1968
bel,1969,1969
bel,1970,1970
bel,1971,1971
bel,1972,1972
bel,1973,1973
bel,1974,1974
bel,1975,1975
bel,1976,1976
bel,1977,1977
bel,1978,1978
bel,1979,1979
bel,1980,1980
bel,1981,1981
bel,1982,1982
bel,1983,1983
bel,1984,1984
bel,1985,1985
bel,1986,1986
bel,1987,1987
bel,1988,1988
bel,1989,1989
bel,1990,1990
bel,1991,1991
bel,1992,1992
bel,1993,1993
bel,1994,1994
bel,1995,1995
bel,1996,1996
bel,1997,1997
bel,1998,1998
bel,1999,1999
bel,2000,2000
bel,2001,2001
bel,2002,2002
bel,2003,2003
bel,2004,2004
bel,2005,2005
bel,2006,2006
bel,2007,2007
bel,2008,2008
blz,1950,1950
blz,1951,1951
blz,1952,1952
blz,1953,1953
blz,1954,1954
blz,1955,1955
blz,1956,1956
blz,1957,1957
blz,1958,1958
blz,1959,1959
blz,1960,1960
blz,1961,1961
blz,1962,1962
blz,1963,1963
blz,1964,1964
blz,1965,1965
blz,1966,1966
blz,1967,1967
blz,1968,1968
blz,1969,1969
blz,1970,1970
blz,1971,1971
blz,1972,1972
blz,1973,1973
blz,1974,1974
blz,1975,1975
blz,1976,1976
blz,1977,1977
blz,1978,1978
blz,1979,1979
blz,1980,1980
blz,1981,1981
blz,1982,1982
blz,1983,1983
blz,1984,1984
blz,1985,1985
blz,1986,1986
blz,1987,1987
blz,1988,1988
blz,1989,1989
blz,1990,1990
blz,1991,1991
blz,1992,1992
blz,1993,1993
blz,1994,1994
blz,1995,1995
blz,1996,1996
blz,1997,1997
blz,1998,1998
blz,1999,1999
blz,2000,2000
blz,2001,2001
blz,2002,2002
blz,2003,2003
blz,2004,2004
blz,2005,2005
blz,2006,2006
blz,2007,2007
blz,2008,2008
ben,1950,1950
ben,1951,1951
ben,1952,1952
ben,1953,1953
ben,1954,1954
ben,1955,1955
ben,1956,1956
ben,1957,1957
ben,1958,1958
ben,1959,1959
ben,1960,1960
ben,1961,1961
ben,1962,1962
ben,1963,1963
ben,1964,1964
ben,1965,1965
ben,1966,1966
ben,1967,1967
ben,1968,1968
ben,1969,1969
ben,1970,1970
ben,1971,1971
ben,1972,1972
ben,1973,1973
ben,1974,1974
ben,1975,1975
ben,1976,1976
ben,1977,1977
ben,1978,1978
ben,1979,1979
ben,1980,1980
ben,1981,1981
ben,1982,1982
ben,1983,1983
ben,1984,1984
ben,1985,1985
ben,1986,1986
ben,1987,1987
ben,1988,1988
ben,1989,1989
ben,1990,1990
ben,1991,1991
ben,1992,1992
ben,1993,1993
ben,1994,1994
ben,1995,1995
ben,1996,1996
ben,1997,1997
ben,1998,1998
ben,1999,1999
ben,2000,2000
ben,2001,2001
ben,2002,2002
ben,2003,2003
ben,2004,2004
ben,2005,2005
ben,2006,2006
ben,2007,2007
ben,2008,2008
bmu,1950,1950
bmu,1951,1951
bmu,1952,1952
bmu,1953,1953
bmu,1954,1954
bmu,1955,1955
bmu,1956,1956
bmu,1957,1957
bmu,1958,1958
bmu,1959,1959
bmu,1960,1960
bmu,1961,1961
bmu,1962,1962
bmu,1963,1963
bmu,1964,1964
bmu,1965,1965
bmu,1966,1966
bmu,1967,1967
bmu,1968,1968
bmu,1969,1969
bmu,1970,1970
bmu,1971,1971
bmu,1972,1972
bmu,1973,1973
bmu,1974,1974
bmu,1975,1975
bmu,1976,1976
bmu,1977,1977
bmu,1978,1978
bmu,1979,1979
bmu,1980,1980
bmu,1981,1981
bmu,1982,1982
bmu,1983,1983
bmu,1984,1984
bmu,1985,1985
bmu,1986,1986
bmu,1987,1987
bmu,1988,1988
bmu,1989,1989
bmu,1990,1990
bmu,1991,1991
bmu,1992,1992
bmu,1993,1993
bmu,1994,1994
bmu,1995,1995
bmu,1996,1996
bmu,1997,1997
bmu,1998,1998
bmu,1999,1999
bmu,2000,2000
bmu,2001,2001
bmu,2002,2002
bmu,2003,2003
bmu,2004,2004
bmu,2005,2005
bmu,2006,2006
bmu,2007,2007
bmu,2008,2008
btn,1950,1950
btn,1951,1951
btn,1952,1952
btn,1953,1953
btn,1954,1954
btn,1955,1955
btn,1956,1956
btn,1957,1957
btn,1958,1958
btn,1959,1959
btn,1960,1960
