energy_use_total,geo,time
11850000,nzl,1988
12690000,nzl,1989
12870000,nzl,1990
13180000,nzl,1991
13460000,nzl,1992
14240000,nzl,1993
14580000,nzl,1994
14890000,nzl,1995
15460000,nzl,1996
16080000,nzl,1997
15850000,nzl,1998
16540000,nzl,1999
17060000,nzl,2000
17120000,nzl,2001
17120000,nzl,2002
16850000,nzl,2003
17390000,nzl,2004
16850000,nzl,2005
16970000,nzl,2006
17120000,nzl,2007
17410000,nzl,2008
17460000,nzl,2009
18200000,nzl,2010
18000000,nzl,2011
1240000,nic,1971
1269000,nic,1972
1382000,nic,1973
1446000,nic,1974
1491000,nic,1975
1593000,nic,1976
1746000,nic,1977
1681000,nic,1978
1448000,nic,1979
1533000,nic,1980
1570000,nic,1981
1596000,nic,1982
1659000,nic,1983
1853000,nic,1984
1939000,nic,1985
1956000,nic,1986
1972000,nic,1987
1930000,nic,1988
2041000,nic,1989
2093000,nic,1990
2161000,nic,1991
2240000,nic,1992
2219000,nic,1993
2258000,nic,1994
2338000,nic,1995
2416000,nic,1996
2545000,nic,1997
2520000,nic,1998
2638000,nic,1999
2720000,nic,2000
2768000,nic,2001
2888000,nic,2002
3100000,nic,2003
3271000,nic,2004
3326000,nic,2005
3455000,nic,2006
3078000,nic,2007
3048000,nic,2008
3046000,nic,2009
3137000,nic,2010
36070000,nga,1971
37300000,nga,1972
38910000,nga,1973
40080000,nga,1974
41740000,nga,1975
43820000,nga,1976
46060000,nga,1977
48190000,nga,1978
50140000,nga,1979
52460000,nga,1980
54860000,nga,1981
57530000,nga,1982
59210000,nga,1983
59480000,nga,1984
61430000,nga,1985
62150000,nga,1986
64340000,nga,1987
66220000,nga,1988
68470000,nga,1989
70580000,nga,1990
73840000,nga,1991
76680000,nga,1992
77940000,nga,1993
76200000,nga,1994
77540000,nga,1995
80780000,nga,1996
84310000,nga,1997
84450000,nga,1998
87470000,nga,1999
90600000,nga,2000
94630000,nga,2001
97390000,nga,2002
99010000,nga,2003
101800000,nga,2004
106500000,nga,2005
107000000,nga,2006
107700000,nga,2007
111200000,nga,2008
109200000,nga,2009
113100000,nga,2010
6826000,nor,1960
6995000,nor,1961
7467000,nor,1962
8004000,nor,1963
8571000,nor,1964
9455000,nor,1965
10170000,nor,1966
10660000,nor,1967
11650000,nor,1968
12290000,nor,1969
13250000,nor,1970
13300000,nor,1971
13750000,nor,1972
14260000,nor,1973
14240000,nor,1974
14600000,nor,1975
15910000,nor,1976
16370000,nor,1977
17660000,nor,1978
18150000,nor,1979
18320000,nor,1980
18070000,nor,1981
17510000,nor,1982
18250000,nor,1983
19310000,nor,1984
19960000,nor,1985
20900000,nor,1986
21090000,nor,1987
20240000,nor,1988
21020000,nor,1989
21000000,nor,1990
21690000,nor,1991
22050000,nor,1992
23470000,nor,1993
22980000,nor,1994
23440000,nor,1995
22720000,nor,1996
24060000,nor,1997
25120000,nor,1998
26310000,nor,1999
26090000,nor,2000
26820000,nor,2001
24910000,nor,2002
27020000,nor,2003
26430000,nor,2004
26760000,nor,2005
27110000,nor,2006
27550000,nor,2007
29800000,nor,2008
28160000,nor,2009
32450000,nor,2010
29870000,nor,2011
226700,omn,1971
87000,omn,1972
96580,omn,1973
149000,omn,1974
238900,omn,1975
377700,omn,1976
744800,omn,1977
555500,omn,1978
843200,omn,1979
1150000,omn,1980
980000,omn,1981
1486000,omn,1982
1368000,omn,1983
2248000,omn,1984
2110000,omn,1985
1987000,omn,1986
2289000,omn,1987
2209000,omn,1988
2565000,omn,1989
4218000,omn,1990
5841000,omn,1991
5450000,omn,1992
5913000,omn,1993
5939000,omn,1994
6096000,omn,1995
6260000,omn,1996
6725000,omn,1997
6784000,omn,1998
7043000,omn,1999
8083000,omn,2000
8420000,omn,2001
8818000,omn,2002
9350000,omn,2003
9603000,omn,2004
10770000,omn,2005
13660000,omn,2006
14600000,omn,2007
15890000,omn,2008
14910000,omn,2009
20000000,omn,2010
17040000,pak,1971
17500000,pak,1972
18370000,pak,1973
19420000,pak,1974
20340000,pak,1975
20590000,pak,1976
21520000,pak,1977
22330000,pak,1978
23590000,pak,1979
24830000,pak,1980
26490000,pak,1981
28150000,pak,1982
29610000,pak,1983
30650000,pak,1984
32280000,pak,1985
33680000,pak,1986
37010000,pak,1987
38790000,pak,1988
41070000,pak,1989
42670000,pak,1990
44170000,pak,1991
47030000,pak,1992
49370000,pak,1993
51350000,pak,1994
53690000,pak,1995
56020000,pak,1996
57450000,pak,1997
58620000,pak,1998
61780000,pak,1999
63490000,pak,2000
64540000,pak,2001
65220000,pak,2002
68250000,pak,2003
72930000,pak,2004
75520000,pak,2005
78760000,pak,2006
83140000,pak,2007
81610000,pak,2008
84070000,pak,2009
84590000,pak,2010
73460,plw,1990
1675000,pan,1971
1851000,pan,1972
2031000,pan,1973
2007000,pan,1974
1699000,pan,1975
1671000,pan,1976
1646000,pan,1977
1628000,pan,1978
1731000,pan,1979
1407000,pan,1980
1508000,pan,1981
1656000,pan,1982
1759000,pan,1983
1623000,pan,1984
1556000,pan,1985
1579000,pan,1986
1696000,pan,1987
1578000,pan,1988
1490000,pan,1989
1491000,pan,1990
1609000,pan,1991
1844000,pan,1992
1877000,pan,1993
1974000,pan,1994
1993000,pan,1995
2129000,pan,1996
2244000,pan,1997
2569000,pan,1998
2546000,pan,1999
2579000,pan,2000
2816000,pan,2001
2623000,pan,2002
2649000,pan,2003
2607000,pan,2004
2878000,pan,2005
3093000,pan,2006
3001000,pan,2007
3116000,pan,2008
3430000,pan,2009
3773000,pan,2010
1368000,pry,1971
1404000,pry,1972
1519000,pry,1973
1507000,pry,1974
1474000,pry,1975
1567000,pry,1976
1704000,pry,1977
1902000,pry,1978
1929000,pry,1979
2085000,pry,1980
2081000,pry,1981
2123000,pry,1982
2171000,pry,1983
2212000,pry,1984
2258000,pry,1985
2352000,pry,1986
2716000,pry,1987
2904000,pry,1988
3163000,pry,1989
3072000,pry,1990
3172000,pry,1991
3157000,pry,1992
3280000,pry,1993
3585000,pry,1994
3926000,pry,1995
4016000,pry,1996
4368000,pry,1997
4311000,pry,1998
4113000,pry,1999
3850000,pry,2000
3919000,pry,2001
3885000,pry,2002
3965000,pry,2003
4002000,pry,2004
3954000,pry,2005
4076000,pry,2006
4225000,pry,2007
4348000,pry,2008
4476000,pry,2009
4789000,pry,2010
9128000,per,1971
9130000,per,1972
9511000,per,1973
10060000,per,1974
10360000,per,1975
10520000,per,1976
10900000,per,1977
10580000,per,1978
10540000,per,1979
11260000,per,1980
11330000,per,1981
11530000,per,1982
10600000,per,1983
10860000,per,1984
10580000,per,1985
10780000,per,1986
11060000,per,1987
10880000,per,1988
10040000,per,1989
9734000,per,1990
9549000,per,1991
9287000,per,1992
9914000,per,1993
10270000,per,1994
10970000,per,1995
11300000,per,1996
10940000,per,1997
11510000,per,1998
12260000,per,1999
12220000,per,2000
11800000,per,2001
11870000,per,2002
11640000,per,2003
12870000,per,2004
13650000,per,2005
13250000,per,2006
14330000,per,2007
15040000,per,2008
15830000,per,2009
19400000,per,2010
15310000,phl,1971
15400000,phl,1972
17150000,phl,1973
17200000,phl,1974
18240000,phl,1975
19120000,phl,1976
19920000,phl,1977
20260000,phl,1978
21460000,phl,1979
22410000,phl,1980
22530000,phl,1981
23120000,phl,1982
25150000,phl,1983
22620000,phl,1984
23760000,phl,1985
23760000,phl,1986
24840000,phl,1987
26270000,phl,1988
27620000,phl,1989
28620000,phl,1990
28590000,phl,1991
29900000,phl,1992
29870000,phl,1993
32000000,phl,1994
33540000,phl,1995
34700000,phl,1996
36520000,phl,1997
37620000,phl,1998
38560000,phl,1999
39870000,phl,2000
38200000,phl,2001
38770000,phl,2002
38820000,phl,2003
38640000,phl,2004
38760000,phl,2005
38460000,phl,2006
38510000,phl,2007
40010000,phl,2008
38100000,phl,2009
40480000,phl,2010
54180000,pol,1960
56750000,pol,1961
59910000,pol,1962
60940000,pol,1963
63260000,pol,1964
65660000,pol,1965
67830000,pol,1966
70340000,pol,1967
73960000,pol,1968
79360000,pol,1969
83290000,pol,1970
86120000,pol,1971
89050000,pol,1972
92880000,pol,1973
97070000,pol,1974
103000000,pol,1975
108500000,pol,1976
112800000,pol,1977
122000000,pol,1978
125700000,pol,1979
126600000,pol,1980
116500000,pol,1981
123600000,pol,1982
122500000,pol,1983
118500000,pol,1984
124700000,pol,1985
129800000,pol,1986
133200000,pol,1987
132300000,pol,1988
123700000,pol,1989
103100000,pol,1990
101000000,pol,1991
98560000,pol,1992
100900000,pol,1993
96200000,pol,1994
99470000,pol,1995
103500000,pol,1996
102100000,pol,1997
95490000,pol,1998
92990000,pol,1999
89120000,pol,2000
89730000,pol,2001
88860000,pol,2002
91100000,pol,2003
91370000,pol,2004
92380000,pol,2005
97240000,pol,2006
96820000,pol,2007
97890000,pol,2008
93990000,pol,2009
101500000,pol,2010
102600000,pol,2011
2984000,prt,1960
3267000,prt,1961
3266000,prt,1962
3566000,prt,1963
3707000,prt,1964
3967000,prt,1965
4035000,prt,1966
4318000,prt,1967
4393000,prt,1968
5079000,prt,1969
5763000,prt,1970
6276000,prt,1971
6432000,prt,1972
6896000,prt,1973
7217000,prt,1974
7687000,prt,1975
8162000,prt,1976
7994000,prt,1977
8763000,prt,1978
9643000,prt,1979
9986000,prt,1980
9915000,prt,1981
11090000,prt,1982
11130000,prt,1983
11150000,prt,1984
10960000,prt,1985
12120000,prt,1986
12450000,prt,1987
13020000,prt,1988
15770000,prt,1989
16740000,prt,1990
16950000,prt,1991
18020000,prt,1992
17760000,prt,1993
18230000,prt,1994
20210000,prt,1995
20040000,prt,1996
21120000,prt,1997
22840000,prt,1998
24510000,prt,1999
24670000,prt,2000
24810000,prt,2001
25820000,prt,2002
25130000,prt,2003
25830000,prt,2004
26470000,prt,2005
24700000,prt,2006
25300000,prt,2007
24430000,prt,2008
24150000,prt,2009
23540000,prt,2010
23150000,prt,2011
925900,qat,1971
1018000,qat,1972
1433000,qat,1973
1231000,qat,1974
2082000,qat,1975
1559000,qat,1976
1761000,qat,1977
1622000,qat,1978
2816000,qat,1979
3328000,qat,1980
4002000,qat,1981
4686000,qat,1982
4775000,qat,1983
5388000,qat,1984
5427000,qat,1985
5681000,qat,1986
5862000,qat,1987
6148000,qat,1988
6259000,qat,1989
6168000,qat,1990
6864000,qat,1991
7134000,qat,1992
7429000,qat,1993
7486000,qat,1994
7901000,qat,1995
8297000,qat,1996
9591000,qat,1997
10100000,qat,1998
10780000,qat,1999
10410000,qat,2000
11820000,qat,2001
12090000,qat,2002
13130000,qat,2003
16500000,qat,2004
16810000,qat,2005
18340000,qat,2006
20550000,qat,2007
21370000,qat,2008
23370000,qat,2009
22510000,qat,2010
42130000,rou,1971
44040000,rou,1972
47830000,rou,1973
48060000,rou,1974
51800000,rou,1975
55910000,rou,1976
59510000,rou,1977
64130000,rou,1978
63670000,rou,1979
65230000,rou,1980
64750000,rou,1981
64770000,rou,1982
65290000,rou,1983
64730000,rou,1984
64940000,rou,1985
66680000,rou,1986
69480000,rou,1987
69950000,rou,1988
69180000,rou,1989
62220000,rou,1990
51310000,rou,1991
46750000,rou,1992
45580000,rou,1993
43010000,rou,1994
46570000,rou,1995
47700000,rou,1996
44880000,rou,1997
41030000,rou,1998
36250000,rou,1999
36210000,rou,2000
36800000,rou,2001
38120000,rou,2002
39430000,rou,2003
38660000,rou,2004
38650000,rou,2005
39890000,rou,2006
39700000,rou,2007
39550000,rou,2008
34790000,rou,2009
34990000,rou,2010
879200000,rus,1990
871100000,rus,1991
795700000,rus,1992
751200000,rus,1993
657000000,rus,1994
636600000,rus,1995
630100000,rus,1996
602000000,rus,1997
587900000,rus,1998
609000000,rus,1999
619300000,rus,2000
626000000,rus,2001
623100000,rus,2002
645300000,rus,2003
647400000,rus,2004
651700000,rus,2005
670700000,rus,2006
672600000,rus,2007
688500000,rus,2008
646900000,rus,2009
701500000,rus,2010
21600,kna,1990
76000,kna,2004
79000,kna,2005
79000,kna,2006
83000,kna,2007
55920,lca,1990
120000,lca,2004
123000,lca,2005
119000,lca,2006
128000,lca,2007
29430,vct,1990
66000,vct,2004
67000,vct,2005
70000,vct,2006
70000,vct,2007
43240,wsm,1990
56000,wsm,2004
57000,wsm,2005
57000,wsm,2006
58000,wsm,2007
23460,stp,1990
38000,stp,2004
43000,stp,2005
44000,stp,2006
44000,stp,2007
7358000,sau,1971
6251000,sau,1972
7233000,sau,1973
8093000,sau,1974
8769000,sau,1975
10170000,sau,1976
11360000,sau,1977
17080000,sau,1978
22450000,sau,1979
31100000,sau,1980
42310000,sau,1981
47410000,sau,1982
51840000,sau,1983
45700000,sau,1984
45990000,sau,1985
45950000,sau,1986
54920000,sau,1987
62880000,sau,1988
62880000,sau,1989
59760000,sau,1990
69600000,sau,1991
79230000,sau,1992
80970000,sau,1993
86510000,sau,1994
87550000,sau,1995
93070000,sau,1996
89220000,sau,1997
94790000,sau,1998
96630000,sau,1999
101300000,sau,2000
106700000,sau,2001
117000000,sau,2002
121400000,sau,2003
143700000,sau,2004
145500000,sau,2005
158200000,sau,2006
144100000,sau,2007
154100000,sau,2008
157900000,sau,2009
169300000,sau,2010
1242000,sen,1971
1260000,sen,1972
1319000,sen,1973
1355000,sen,1974
1388000,sen,1975
1418000,sen,1976
1454000,sen,1977
1458000,sen,1978
1524000,sen,1979
1561000,sen,1980
1550000,sen,1981
1535000,sen,1982
1539000,sen,1983
1619000,sen,1984
1561000,sen,1985
1633000,sen,1986
1740000,sen,1987
1655000,sen,1988
1645000,sen,1989
1686000,sen,1990
1674000,sen,1991
1779000,sen,1992
1773000,sen,1993
1761000,sen,1994
1865000,sen,1995
1910000,sen,1996
2025000,sen,1997
2138000,sen,1998
2254000,sen,1999
2398000,sen,2000
2592000,sen,2001
2632000,sen,2002
2556000,sen,2003
2736000,sen,2004
2791000,sen,2005
2798000,sen,2006
3000000,sen,2007
3077000,sen,2008
3267000,sen,2009
3382000,sen,2010
19350000,srb,1990
16480000,srb,1991
14940000,srb,1992
12680000,srb,1993
11660000,srb,1994
13580000,srb,1995
16120000,srb,1996
17090000,srb,1997
16920000,srb,1998
12280000,srb,1999
13310000,srb,2000
14540000,srb,2001
15420000,srb,2002
16120000,srb,2003
17590000,srb,2004
16050000,srb,2005
17060000,srb,2006
16640000,srb,2007
16870000,srb,2008
15240000,srb,2009
15610000,srb,2010
37590,syc,1990
256000,syc,2004
228000,syc,2005
243000,syc,2006
205000,syc,2007
2730000,sgp,1971
3378000,sgp,1972
3754000,sgp,1973
4005000,sgp,1974
3712000,sgp,1975
3883000,sgp,1976
4100000,sgp,1977
5212000,sgp,1978
5079000,sgp,1979
5132000,sgp,1980
5382000,sgp,1981
5259000,sgp,1982
5887000,sgp,1983
6709000,sgp,1984
6766000,sgp,1985
7179000,sgp,1986
7641000,sgp,1987
8473000,sgp,1988
8478000,sgp,1989
11510000,sgp,1990
13030000,sgp,1991
14790000,sgp,1992
18150000,sgp,1993
22050000,sgp,1994
18810000,sgp,1995
19870000,sgp,1996
22300000,sgp,1997
19930000,sgp,1998
18070000,sgp,1999
18720000,sgp,2000
21210000,sgp,2001
20840000,sgp,2002
25230000,sgp,2003
30790000,sgp,2004
22460000,sgp,2005
23570000,sgp,2006
21730000,sgp,2007
23830000,sgp,2008
27480000,sgp,2009
32770000,sgp,2010
14260000,svk,1971
14820000,svk,1972
15520000,svk,1973
16250000,svk,1974
16780000,svk,1975
17390000,svk,1976
18300000,svk,1977
19210000,svk,1978
19590000,svk,1979
19850000,svk,1980
19430000,svk,1981
18990000,svk,1982
19190000,svk,1983
20170000,svk,1984
20730000,svk,1985
20680000,svk,1986
21290000,svk,1987
21570000,svk,1988
21550000,svk,1989
21330000,svk,1990
19130000,svk,1991
18090000,svk,1992
17760000,svk,1993
17430000,svk,1994
17780000,svk,1995
18070000,svk,1996
18100000,svk,1997
17550000,svk,1998
17650000,svk,1999
17740000,svk,2000
18590000,svk,2001
18730000,svk,2002
18640000,svk,2003
18350000,svk,2004
18830000,svk,2005
18640000,svk,2006
17850000,svk,2007
18300000,svk,2008
16720000,svk,2009
17810000,svk,2010
16940000,svk,2011
5710000,svn,1990
5556000,svn,1991
5159000,svn,1992
5408000,svn,1993
5626000,svn,1994
6068000,svn,1995
6321000,svn,1996
6574000,svn,1997
6448000,svn,1998
6430000,svn,1999
6413000,svn,2000
6732000,svn,2001
6830000,svn,2002
6912000,svn,2003
7129000,svn,2004
7293000,svn,2005
7322000,svn,2006
7321000,svn,2007
7740000,svn,2008
7091000,svn,2009
7211000,svn,2010
7241000,svn,2011
53310,slb,1990
58000,slb,2004
58000,slb,2005
59000,slb,2006
64000,slb,2007
45430000,zaf,1971
46190000,zaf,1972
49180000,zaf,1973
51000000,zaf,1974
53970000,zaf,1975
55840000,zaf,1976
56990000,zaf,1977
60220000,zaf,1978
62190000,zaf,1979
65380000,zaf,1980
71920000,zaf,1981
78220000,zaf,1982
79640000,zaf,1983
86410000,zaf,1984
86400000,zaf,1985
89980000,zaf,1986
93240000,zaf,1987
97010000,zaf,1988
92900000,zaf,1989
90960000,zaf,1990
94980000,zaf,1991
88590000,zaf,1992
94940000,zaf,1993
98170000,zaf,1994
103600000,zaf,1995
106200000,zaf,1996
108400000,zaf,1997
106500000,zaf,1998
109100000,zaf,1999
109300000,zaf,2000
112400000,zaf,2001
109900000,zaf,2002
117400000,zaf,2003
128700000,zaf,2004
128200000,zaf,2005
127200000,zaf,2006
137300000,zaf,2007
147700000,zaf,2008
144300000,zaf,2009
136900000,zaf,2010
16170000,esp,1960
17140000,esp,1961
18780000,esp,1962
19510000,esp,1963
21610000,esp,1964
22840000,esp,1965
25530000,esp,1966
28810000,esp,1967
32900000,esp,1968
35110000,esp,1969
37980000,esp,1970
42610000,esp,1971
44830000,esp,1972
51570000,esp,1973
55890000,esp,1974
57490000,esp,1975
61720000,esp,1976
60650000,esp,1977
64790000,esp,1978
65780000,esp,1979
67690000,esp,1980
68720000,esp,1981
66870000,esp,1982
68000000,esp,1983
69510000,esp,1984
70910000,esp,1985
72380000,esp,1986
74150000,esp,1987
80060000,esp,1988
88120000,esp,1989
90080000,esp,1990
93440000,esp,1991
95130000,esp,1992
91270000,esp,1993
96340000,esp,1994
100800000,esp,1995
99320000,esp,1996
105600000,esp,1997
110900000,esp,1998
116200000,esp,1999
122000000,esp,2000
125000000,esp,2001
128900000,esp,2002
133200000,esp,2003
139100000,esp,2004
141900000,esp,2005
141700000,esp,2006
143800000,esp,2007
139000000,esp,2008
127500000,esp,2009
127700000,esp,2010
125900000,esp,2011
3798000,lka,1971
4046000,lka,1972
4134000,lka,1973
3928000,lka,1974
4109000,lka,1975
4137000,lka,1976
4097000,lka,1977
4321000,lka,1978
4486000,lka,1979
4535000,lka,1980
4625000,lka,1981
4893000,lka,1982
4918000,lka,1983
5066000,lka,1984
4996000,lka,1985
5161000,lka,1986
5361000,lka,1987
5438000,lka,1988
5455000,lka,1989
5516000,lka,1990
5600000,lka,1991
5746000,lka,1992
6058000,lka,1993
5817000,lka,1994
5949000,lka,1995
6720000,lka,1996
6964000,lka,1997
7080000,lka,1998
7561000,lka,1999
8327000,lka,2000
8050000,lka,2001
8199000,lka,2002
8682000,lka,2003
8798000,lka,2004
9001000,lka,2005
9083000,lka,2006
9261000,lka,2007
8942000,lka,2008
9089000,lka,2009
9870000,lka,2010
7028000,sdn,1971
7150000,sdn,1972
7366000,sdn,1973
7443000,sdn,1974
7467000,sdn,1975
7476000,sdn,1976
7702000,sdn,1977
7821000,sdn,1978
7897000,sdn,1979
8365000,sdn,1980
8446000,sdn,1981
8826000,sdn,1982
9111000,sdn,1983
9083000,sdn,1984
9469000,sdn,1985
9605000,sdn,1986
9455000,sdn,1987
10050000,sdn,1988
10040000,sdn,1989
10630000,sdn,1990
10610000,sdn,1991
10600000,sdn,1992
10300000,sdn,1993
11930000,sdn,1994
11980000,sdn,1995
12270000,sdn,1996
12540000,sdn,1997
12680000,sdn,1998
14070000,sdn,1999
13340000,sdn,2000
14010000,sdn,2001
15230000,sdn,2002
15430000,sdn,2003
15550000,sdn,2004
15130000,sdn,2005
15600000,sdn,2006
15100000,sdn,2007
15090000,sdn,2008
15870000,sdn,2009
16150000,sdn,2010
556000,sur,1990
664000,sur,2004
696000,sur,2005
714000,sur,2006
714000,sur,2007
308800,swz,1990
406000,swz,2004
399000,swz,2005
406000,swz,2006
423000,swz,2007
20200000,swe,1960
20620000,swe,1961
21830000,swe,1962
23420000,swe,1963
25080000,swe,1964
26590000,swe,1965
28390000,swe,1966
28560000,swe,1967
31660000,swe,1968
34290000,swe,1969
37650000,swe,1970
36040000,swe,1971
36770000,swe,1972
38840000,swe,1973
36810000,swe,1974
39030000,swe,1975
42360000,swe,1976
41710000,swe,1977
41520000,swe,1978
43370000,swe,1979
40490000,swe,1980
42410000,swe,1981
40610000,swe,1982
41160000,swe,1983
43490000,swe,1984
47230000,swe,1985
49200000,swe,1986
48400000,swe,1987
49390000,swe,1988
47510000,swe,1989
47200000,swe,1990
48690000,swe,1991
46540000,swe,1992
46510000,swe,1993
49700000,swe,1994
50330000,swe,1995
51500000,swe,1996
50180000,swe,1997
51070000,swe,1998
50150000,swe,1999
47560000,swe,2000
50530000,swe,2001
51780000,swe,2002
50620000,swe,2003
52590000,swe,2004
51570000,swe,2005
50210000,swe,2006
50060000,swe,2007
49600000,swe,2008
45410000,swe,2009
51280000,swe,2010
49400000,swe,2011
7452000,che,1960
7906000,che,1961
8745000,che,1962
10650000,che,1963
10530000,che,1964
11380000,che,1965
11640000,che,1966
12230000,che,1967
13180000,che,1968
14330000,che,1969
15800000,che,1970
16390000,che,1971
17080000,che,1972
18910000,che,1973
17650000,che,1974
17180000,che,1975
17780000,che,1976
18080000,che,1977
18810000,che,1978
19150000,che,1979
20040000,che,1980
19660000,che,1981
19070000,che,1982
20370000,che,1983
20870000,che,1984
22080000,che,1985
23050000,che,1986
22460000,che,1987
22660000,che,1988
22190000,che,1989
24320000,che,1990
24670000,che,1991
24790000,che,1992
24180000,che,1993
24410000,che,1994
24060000,che,1995
24520000,che,1996
25000000,che,1997
25310000,che,1998
25350000,che,1999
25010000,che,2000
26560000,che,2001
25890000,che,2002
26000000,che,2003
26100000,che,2004
25950000,che,2005
27090000,che,2006
25770000,che,2007
26780000,che,2008
26970000,che,2009
26210000,che,2010
25520000,che,2011
2378000,syr,1971
1980000,syr,1972
2058000,syr,1973
2647000,syr,1974
3053000,syr,1975
3457000,syr,1976
3843000,syr,1977
4202000,syr,1978
5449000,syr,1979
4465000,syr,1980
5332000,syr,1981
6395000,syr,1982
7333000,syr,1983
8441000,syr,1984
7832000,syr,1985
8044000,syr,1986
8946000,syr,1987
9265000,syr,1988
9300000,syr,1989
10470000,syr,1990
11400000,syr,1991
10910000,syr,1992
10960000,syr,1993
11440000,syr,1994
12100000,syr,1995
12770000,syr,1996
13870000,syr,1997
15580000,syr,1998
15660000,syr,1999
15760000,syr,2000
15640000,syr,2001
16740000,syr,2002
16540000,syr,2003
17940000,syr,2004
20790000,syr,2005
21630000,syr,2006
22800000,syr,2007
23050000,syr,2008
21230000,syr,2009
21730000,syr,2010
5308000,tjk,1990
5071000,tjk,1991
4143000,tjk,1992
3233000,tjk,1993
2479000,tjk,1994
2225000,tjk,1995
2148000,tjk,1996
2141000,tjk,1997
2251000,tjk,1998
2238000,tjk,1999
2149000,tjk,2000
2122000,tjk,2001
2129000,tjk,2002
2170000,tjk,2003
2346000,tjk,2004
2341000,tjk,2005
2414000,tjk,2006
2581000,tjk,2007
2471000,tjk,2008
2333000,tjk,2009
2308000,tjk,2010
7576000,tza,1971
7646000,tza,1972
7693000,tza,1973
7667000,tza,1974
7671000,tza,1975
7748000,tza,1976
7751000,tza,1977
7838000,tza,1978
7912000,tza,1979
8015000,tza,1980
8129000,tza,1981
8250000,tza,1982
8420000,tza,1983
8585000,tza,1984
8768000,tza,1985
8981000,tza,1986
9146000,tza,1987
9311000,tza,1988
9515000,tza,1989
9733000,tza,1990
9932000,tza,1991
10060000,tza,1992
10330000,tza,1993
10520000,tza,1994
11020000,tza,1995
11160000,tza,1996
11270000,tza,1997
11930000,tza,1998
12750000,tza,1999
13390000,tza,2000
14200000,tza,2001
14920000,tza,2002
15490000,tza,2003
16200000,tza,2004
17170000,tza,2005
17850000,tza,2006
18340000,tza,2007
18960000,tza,2008
19410000,tza,2009
20080000,tza,2010
13690000,tha,1971
14370000,tha,1972
15610000,tha,1973
15940000,tha,1974
17340000,tha,1975
18830000,tha,1976
20050000,tha,1977
20840000,tha,1978
22010000,tha,1979
22000000,tha,1980
22240000,tha,1981
22490000,tha,1982
20660000,tha,1983
22810000,tha,1984
24740000,tha,1985
25990000,tha,1986
28700000,tha,1987
32730000,tha,1988
36620000,tha,1989
41940000,tha,1990
45550000,tha,1991
48530000,tha,1992
51210000,tha,1993
56620000,tha,1994
61920000,tha,1995
69240000,tha,1996
70530000,tha,1997
66130000,tha,1998
70600000,tha,1999
72280000,tha,2000
74390000,tha,2001
82260000,tha,2002
89110000,tha,2003
96290000,tha,2004
99170000,tha,2005
101000000,tha,2006
104900000,tha,2007
107700000,tha,2008
107300000,tha,2009
117400000,tha,2010
58000,tls,2004
58000,tls,2005
59000,tls,2006
61000,tls,2007
726800,tgo,1971
746300,tgo,1972
746300,tgo,1973
746000,tgo,1974
777400,tgo,1975
778400,tgo,1976
826100,tgo,1977
849800,tgo,1978
884100,tgo,1979
887800,tgo,1980
905900,tgo,1981
954200,tgo,1982
931000,tgo,1983
967700,tgo,1984
986200,tgo,1985
1076000,tgo,1986
1139000,tgo,1987
1163000,tgo,1988
1199000,tgo,1989
1263000,tgo,1990
1294000,tgo,1991
1310000,tgo,1992
1316000,tgo,1993
1488000,tgo,1994
1566000,tgo,1995
1756000,tgo,1996
1731000,tgo,1997
1850000,tgo,1998
2115000,tgo,1999
2111000,tgo,2000
2106000,tgo,2001
2182000,tgo,2002
2303000,tgo,2003
2327000,tgo,2004
2372000,tgo,2005
2368000,tgo,2006
2458000,tgo,2007
2563000,tgo,2008
2628000,tgo,2009
2689000,tgo,2010
25350,ton,1990
57000,ton,2004
57000,ton,2005
57000,ton,2006
58000,ton,2007
2638000,tto,1971
2686000,tto,1972
2639000,tto,1973
2675000,tto,1974
2321000,tto,1975
2578000,tto,1976
2920000,tto,1977
3508000,tto,1978
3634000,tto,1979
3828000,tto,1980
4064000,tto,1981
4088000,tto,1982
4237000,tto,1983
4787000,tto,1984
5091000,tto,1985
5321000,tto,1986
5006000,tto,1987
5493000,tto,1988
5333000,tto,1989
5987000,tto,1990
5951000,tto,1991
6542000,tto,1992
6261000,tto,1993
6297000,tto,1994
6149000,tto,1995
7272000,tto,1996
6856000,tto,1997
7960000,tto,1998
9057000,tto,1999
10670000,tto,2000
11520000,tto,2001
12310000,tto,2002
13610000,tto,2003
14120000,tto,2004
16780000,tto,2005
19570000,tto,2006
20180000,tto,2007
19340000,tto,2008
20270000,tto,2009
21350000,tto,2010
1656000,tun,1971
1809000,tun,1972
1886000,tun,1973
2101000,tun,1974
2173000,tun,1975
2318000,tun,1976
2517000,tun,1977
2763000,tun,1978
3001000,tun,1979
3268000,tun,1980
3372000,tun,1981
3318000,tun,1982
3771000,tun,1983
3996000,tun,1984
4162000,tun,1985
4104000,tun,1986
4170000,tun,1987
4381000,tun,1988
4365000,tun,1989
4946000,tun,1990
4898000,tun,1991
5448000,tun,1992
5303000,tun,1993
5731000,tun,1994
5804000,tun,1995
6067000,tun,1996
6258000,tun,1997
6820000,tun,1998
7050000,tun,1999
7306000,tun,2000
7711000,tun,2001
7814000,tun,2002
8028000,tun,2003
8463000,tun,2004
8314000,tun,2005
8752000,tun,2006
9039000,tun,2007
9427000,tun,2008
