gdppercapita_us_inflation_adjusted,geo,time
1563.0,mne,1997
1648.0,mne,1998
1502.0,mne,1999
1556.0,mne,2000
1579.0,mne,2001
1613.0,mne,2002
1656.0,mne,2003
1731.0,mne,2004
1804.0,mne,2005
1958.0,mne,2006
2165.0,mne,2007
2309.0,mne,2008
2174.0,mne,2009
2224.0,mne,2010
2293.0,mne,2011
646.1,mar,1960
613.3,mar,1961
671.6,mar,1962
685.4,mar,1963
675.4,mar,1964
669.3,mar,1965
640.8,mar,1966
685.1,mar,1967
731.7,mar,1968
771.1,mar,1969
786.3,mar,1970
809.4,mar,1971
809.2,mar,1972
818.2,mar,1973
843.6,mar,1974
885.6,mar,1975
957.6,mar,1976
990.7,mar,1977
987.7,mar,1978
1009.0,mar,1979
1019.0,mar,1980
964.5,mar,1981
1029.0,mar,1982
996.6,mar,1983
1013.0,mar,1984
1051.0,mar,1985
1112.0,mar,1986
1059.0,mar,1987
1145.0,mar,1988
1149.0,mar,1989
1172.0,mar,1990
1230.0,mar,1991
1160.0,mar,1992
1130.0,mar,1993
1227.0,mar,1994
1129.0,mar,1995
1248.0,mar,1996
1203.0,mar,1997
1278.0,mar,1998
1268.0,mar,1999
1272.0,mar,2000
1351.0,mar,2001
1380.0,mar,2002
1450.0,mar,2003
1503.0,mar,2004
1531.0,mar,2005
1632.0,mar,2006
1659.0,mar,2007
1734.0,mar,2008
1797.0,mar,2009
1844.0,mar,2010
1908.0,mar,2011
202.7,moz,1980
207.8,moz,1981
189.1,moz,1982
156.2,moz,1983
143.7,moz,1984
143.7,moz,1985
139.9,moz,1986
160.7,moz,1987
174.2,moz,1988
185.0,moz,1989
184.5,moz,1990
189.0,moz,1991
173.7,moz,1992
182.0,moz,1993
187.3,moz,1994
186.0,moz,1995
193.9,moz,1996
208.1,moz,1997
224.8,moz,1998
237.0,moz,1999
233.4,moz,2000
254.4,moz,2001
269.5,moz,2002
278.1,moz,2003
292.3,moz,2004
312.2,moz,2005
323.8,moz,2006
339.1,moz,2007
353.8,moz,2008
367.5,moz,2009
383.6,moz,2010
401.6,moz,2011
2263.0,nam,1980
2235.0,nam,1981
2180.0,nam,1982
2091.0,nam,1983
2029.0,nam,1984
1974.0,nam,1985
1989.0,nam,1986
1972.0,nam,1987
1903.0,nam,1988
1858.0,nam,1989
1831.0,nam,1990
1913.0,nam,1991
1986.0,nam,1992
1889.0,nam,1993
1970.0,nam,1994
1992.0,nam,1995
1995.0,nam,1996
2019.0,nam,1997
2027.0,nam,1998
2040.0,nam,1999
2062.0,nam,2000
2042.0,nam,2001
2100.0,nam,2002
2151.0,nam,2003
2373.0,nam,2004
2391.0,nam,2005
2513.0,nam,2006
2599.0,nam,2007
2636.0,nam,2008
2575.0,nam,2009
2696.0,nam,2010
2749.0,nam,2011
139.1,npl,1960
139.2,npl,1961
139.3,npl,1962
139.3,npl,1963
146.9,npl,1964
142.2,npl,1965
149.2,npl,1966
143.8,npl,1967
141.7,npl,1968
144.8,npl,1969
145.2,npl,1970
140.3,npl,1971
141.4,npl,1972
137.5,npl,1973
142.9,npl,1974
141.6,npl,1975
144.4,npl,1976
145.3,npl,1977
148.2,npl,1978
148.1,npl,1979
141.3,npl,1980
149.5,npl,1981
151.5,npl,1982
143.6,npl,1983
153.8,npl,1984
159.4,npl,1985
162.8,npl,1986
161.7,npl,1987
170.1,npl,1988
173.2,npl,1989
176.9,npl,1990
183.6,npl,1991
186.5,npl,1992
189.0,npl,1993
199.5,npl,1994
201.3,npl,1995
206.8,npl,1996
212.0,npl,1997
213.1,npl,1998
217.1,npl,1999
225.2,npl,2000
230.5,npl,2001
225.5,npl,2002
229.2,npl,2003
234.8,npl,2004
237.1,npl,2005
241.0,npl,2006
244.5,npl,2007
254.7,npl,2008
261.5,npl,2009
269.2,npl,2010
274.9,npl,2011
8563.0,nld,1960
8476.0,nld,1961
8928.0,nld,1962
9128.0,nld,1963
9752.0,nld,1964
10450.0,nld,1965
10600.0,nld,1966
11030.0,nld,1967
11620.0,nld,1968
12220.0,nld,1969
12760.0,nld,1970
13150.0,nld,1971
13350.0,nld,1972
14000.0,nld,1973
14490.0,nld,1974
14380.0,nld,1975
14950.0,nld,1976
15140.0,nld,1977
15400.0,nld,1978
15600.0,nld,1979
15980.0,nld,1980
15750.0,nld,1981
15480.0,nld,1982
15740.0,nld,1983
16160.0,nld,1984
16500.0,nld,1985
16870.0,nld,1986
17090.0,nld,1987
17560.0,nld,1988
18230.0,nld,1989
18860.0,nld,1990
19170.0,nld,1991
19350.0,nld,1992
19450.0,nld,1993
19910.0,nld,1994
20430.0,nld,1995
21030.0,nld,1996
21810.0,nld,1997
22530.0,nld,1998
23430.0,nld,1999
24180.0,nld,2000
24460.0,nld,2001
24320.0,nld,2002
24290.0,nld,2003
24750.0,nld,2004
25190.0,nld,2005
26010.0,nld,2006
26970.0,nld,2007
27350.0,nld,2008
26210.0,nld,2009
26500.0,nld,2010
26630.0,nld,2011
7554.0,ncl,1965
7083.0,ncl,1966
7259.0,ncl,1967
8033.0,ncl,1968
8968.0,ncl,1969
11300.0,ncl,1970
11490.0,ncl,1971
11330.0,ncl,1972
9640.0,ncl,1973
10470.0,ncl,1974
10820.0,ncl,1975
10800.0,ncl,1976
10830.0,ncl,1977
11760.0,ncl,1978
10060.0,ncl,1979
9908.0,ncl,1980
9151.0,ncl,1981
9338.0,ncl,1982
9095.0,ncl,1983
8938.0,ncl,1984
9194.0,ncl,1985
9043.0,ncl,1986
9391.0,ncl,1987
12410.0,ncl,1988
13390.0,ncl,1989
13560.0,ncl,1990
13880.0,ncl,1991
13600.0,ncl,1992
13290.0,ncl,1993
13240.0,ncl,1994
13600.0,ncl,1995
13390.0,ncl,1996
13340.0,ncl,1997
12700.0,ncl,1998
12560.0,ncl,1999
12580.0,ncl,2000
10110.0,nzl,1977
10130.0,nzl,1978
10370.0,nzl,1979
10430.0,nzl,1980
10860.0,nzl,1981
10810.0,nzl,1982
10970.0,nzl,1983
11420.0,nzl,1984
11440.0,nzl,1985
11700.0,nzl,1986
11770.0,nzl,1987
11720.0,nzl,1988
11730.0,nzl,1989
11630.0,nzl,1990
10930.0,nzl,1991
10940.0,nzl,1992
11510.0,nzl,1993
11960.0,nzl,1994
12290.0,nzl,1995
12530.0,nzl,1996
12590.0,nzl,1997
12530.0,nzl,1998
13110.0,nzl,1999
13380.0,nzl,2000
13770.0,nzl,2001
14200.0,nzl,2002
14530.0,nzl,2003
14850.0,nzl,2004
15170.0,nzl,2005
15100.0,nzl,2006
15390.0,nzl,2007
15010.0,nzl,2008
14780.0,nzl,2009
14630.0,nzl,2010
14650.0,nzl,2011
1186.0,nic,1960
1235.0,nic,1961
1339.0,nic,1962
1428.0,nic,1963
1540.0,nic,1964
1630.0,nic,1965
1634.0,nic,1966
1696.0,nic,1967
1667.0,nic,1968
1718.0,nic,1969
1689.0,nic,1970
1693.0,nic,1971
1678.0,nic,1972
1732.0,nic,1973
1919.0,nic,1974
1858.0,nic,1975
1896.0,nic,1976
1993.0,nic,1977
1783.0,nic,1978
1273.0,nic,1979
1294.0,nic,1980
1326.0,nic,1981
1279.0,nic,1982
1303.0,nic,1983
1251.0,nic,1984
1171.0,nic,1985
1134.0,nic,1986
1102.0,nic,1987
944.7,nic,1988
909.0,nic,1989
888.1,nic,1990
865.7,nic,1991
848.1,nic,1992
824.4,nic,1993
832.1,nic,1994
862.0,nic,1995
898.1,nic,1996
916.0,nic,1997
933.2,nic,1998
982.3,nic,1999
1007.0,nic,2000
1021.0,nic,2001
1015.0,nic,2002
1027.0,nic,2003
1068.0,nic,2004
1100.0,nic,2005
1131.0,nic,2006
1173.0,nic,2007
1191.0,nic,2008
1159.0,nic,2009
1179.0,nic,2010
1221.0,nic,2011
313.9,ner,1960
318.9,ner,1961
341.5,ner,1962
362.8,ner,1963
352.6,ner,1964
365.9,ner,1965
353.8,ner,1966
343.8,ner,1967
334.9,ner,1968
307.2,ner,1969
307.3,ner,1970
315.2,ner,1971
290.2,ner,1972
233.7,ner,1973
246.8,ner,1974
232.9,ner,1975
227.7,ner,1976
238.2,ner,1977
262.4,ner,1978
273.1,ner,1979
259.5,ner,1980
253.8,ner,1981
250.9,ner,1982
232.5,ner,1983
188.1,ner,1984
197.1,ner,1985
203.9,ner,1986
198.4,ner,1987
206.1,ner,1988
202.1,ner,1989
193.5,ner,1990
192.2,ner,1991
174.0,ner,1992
170.8,ner,1993
171.7,ner,1994
170.3,ner,1995
170.2,ner,1996
168.9,ner,1997
180.1,ner,1998
172.9,ner,1999
164.6,ner,2000
170.3,ner,2001
169.5,ner,2002
172.4,ner,2003
166.7,ner,2004
168.2,ner,2005
171.8,ner,2006
171.4,ner,2007
179.8,ner,2008
172.0,ner,2009
179.3,ner,2010
177.1,ner,2011
279.5,nga,1960
274.1,nga,1961
279.3,nga,1962
296.7,nga,1963
304.7,nga,1964
312.6,nga,1965
292.7,nga,1966
241.2,nga,1967
232.9,nga,1968
282.6,nga,1969
345.1,nga,1970
384.9,nga,1971
388.3,nga,1972
399.1,nga,1973
432.1,nga,1974
398.4,nga,1975
421.9,nga,1976
434.0,nga,1977
396.7,nga,1978
411.1,nga,1979
416.3,nga,1980
352.1,nga,1981
342.3,nga,1982
316.2,nga,1983
293.6,nga,1984
314.1,nga,1985
313.8,nga,1986
303.7,nga,1987
325.2,nga,1988
339.8,nga,1989
358.6,nga,1990
366.5,nga,1991
368.1,nga,1992
367.3,nga,1993
359.0,nga,1994
359.4,nga,1995
366.2,nga,1996
367.5,nga,1997
365.8,nga,1998
361.2,nga,1999
371.8,nga,2000
374.2,nga,2001
370.8,nga,2002
399.1,nga,2003
430.6,nga,2004
442.7,nga,2005
458.6,nga,2006
476.2,nga,2007
492.3,nga,2008
513.5,nga,2009
540.7,nga,2010
566.0,nga,2011
10700.0,nor,1960
11280.0,nor,1961
11500.0,nor,1962
11850.0,nor,1963
12350.0,nor,1964
12900.0,nor,1965
13280.0,nor,1966
13990.0,nor,1967
14190.0,nor,1968
14710.0,nor,1969
14890.0,nor,1970
15620.0,nor,1971
16320.0,nor,1972
16930.0,nor,1973
17470.0,nor,1974
18250.0,nor,1975
19210.0,nor,1976
19920.0,nor,1977
20610.0,nor,1978
21440.0,nor,1979
22330.0,nor,1980
22600.0,nor,1981
22540.0,nor,1982
23340.0,nor,1983
24640.0,nor,1984
25890.0,nor,1985
26830.0,nor,1986
27180.0,nor,1987
26990.0,nor,1988
27150.0,nor,1989
27580.0,nor,1990
28300.0,nor,1991
29130.0,nor,1992
29760.0,nor,1993
31090.0,nor,1994
32220.0,nor,1995
33690.0,nor,1996
35320.0,nor,1997
36050.0,nor,1998
36530.0,nor,1999
37470.0,nor,2000
38030.0,nor,2001
38390.0,nor,2002
38540.0,nor,2003
39830.0,nor,2004
40580.0,nor,2005
41250.0,nor,2006
41900.0,nor,2007
41400.0,nor,2008
40200.0,nor,2009
39970.0,nor,2010
40030.0,nor,2011
966.5,omn,1960
955.1,omn,1961
1121.0,omn,1962
1143.0,omn,1963
1115.0,omn,1964
1092.0,omn,1965
1118.0,omn,1966
1807.0,omn,1967
3192.0,omn,1968
3887.0,omn,1969
4282.0,omn,1970
4170.0,omn,1971
4412.0,omn,1972
3633.0,omn,1973
3877.0,omn,1974
4598.0,omn,1975
5265.0,omn,1976
5039.0,omn,1977
4590.0,omn,1978
4526.0,omn,1979
4536.0,omn,1980
5018.0,omn,1981
5294.0,omn,1982
5852.0,omn,1983
6491.0,omn,1984
7060.0,omn,1985
6901.0,omn,1986
6411.0,omn,1987
6548.0,omn,1988
7051.0,omn,1989
6773.0,omn,1990
6893.0,omn,1991
7163.0,omn,1992
7301.0,omn,1993
7343.0,omn,1994
7540.0,omn,1995
7677.0,omn,1996
8113.0,omn,1997
8340.0,omn,1998
8343.0,omn,1999
8775.0,omn,2000
9369.0,omn,2001
9511.0,omn,2002
9404.0,omn,2003
9551.0,omn,2004
9723.0,omn,2005
10010.0,omn,2006
10390.0,omn,2007
11390.0,omn,2008
11190.0,omn,2009
11350.0,omn,2010
11700.0,omn,2011
187.5,pak,1960
194.0,pak,1961
197.8,pak,1962
209.7,pak,1963
219.9,pak,1964
236.7,pak,1965
244.0,pak,1966
250.5,pak,1967
261.6,pak,1968
268.6,pak,1969
291.1,pak,1970
284.6,pak,1971
279.0,pak,1972
290.4,pak,1973
292.1,pak,1974
295.4,pak,1975
301.2,pak,1976
303.3,pak,1977
317.3,pak,1978
318.5,pak,1979
339.4,pak,1980
354.1,pak,1981
364.5,pak,1982
376.0,pak,1983
381.8,pak,1984
397.2,pak,1985
405.3,pak,1986
417.4,pak,1987
435.1,pak,1988
442.9,pak,1989
449.3,pak,1990
459.2,pak,1991
481.8,pak,1992
478.1,pak,1993
483.6,pak,1994
494.7,pak,1995
505.2,pak,1996
497.0,pak,1997
496.5,pak,1998
502.1,pak,1999
511.7,pak,2000
511.1,pak,2001
517.6,pak,2002
533.0,pak,2003
562.3,pak,2004
594.8,pak,2005
620.3,pak,2006
643.9,pak,2007
642.4,pak,2008
653.6,pak,2009
664.7,pak,2010
672.2,pak,2011
7256.0,plw,1991
6611.0,plw,1992
5638.0,plw,1993
5884.0,plw,1994
6356.0,plw,1995
6842.0,plw,1996
6834.0,plw,1997
6820.0,plw,1998
6331.0,plw,1999
6252.0,plw,2000
6258.0,plw,2001
5986.0,plw,2002
5871.0,plw,2003
6126.0,plw,2004
6430.0,plw,2005
6588.0,plw,2006
6520.0,plw,2007
6089.0,plw,2008
5775.0,plw,2009
5757.0,plw,2010
6050.0,plw,2011
1711.0,pan,1960
1840.0,pan,1961
1937.0,pan,1962
2040.0,pan,1963
2071.0,pan,1964
2194.0,pan,1965
2291.0,pan,1966
2415.0,pan,1967
2508.0,pan,1968
2645.0,pan,1969
2735.0,pan,1970
2916.0,pan,1971
2968.0,pan,1972
3046.0,pan,1973
3039.0,pan,1974
3008.0,pan,1975
2980.0,pan,1976
2940.0,pan,1977
3147.0,pan,1978
3210.0,pan,1979
3170.0,pan,1980
3384.0,pan,1981
3486.0,pan,1982
3257.0,pan,1983
3275.0,pan,1984
3364.0,pan,1985
3412.0,pan,1986
3282.0,pan,1987
2785.0,pan,1988
2772.0,pan,1989
2935.0,pan,1990
3147.0,pan,1991
3335.0,pan,1992
3446.0,pan,1993
3472.0,pan,1994
3462.0,pan,1995
3487.0,pan,1996
3639.0,pan,1997
3829.0,pan,1998
3902.0,pan,1999
3931.0,pan,2000
3879.0,pan,2001
3893.0,pan,2002
3983.0,pan,2003
4207.0,pan,2004
4431.0,pan,2005
4727.0,pan,2006
5211.0,pan,2007
5644.0,pan,2008
5768.0,pan,2009
6110.0,pan,2010
6654.0,pan,2011
425.6,png,1960
444.2,png,1961
464.1,png,1962
474.1,png,1963
504.7,png,1964
545.1,png,1965
564.4,png,1966
574.3,png,1967
585.3,png,1968
618.1,png,1969
667.3,png,1970
690.0,png,1971
708.2,png,1972
732.7,png,1973
730.3,png,1974
703.6,png,1975
661.2,png,1976
648.9,png,1977
685.9,png,1978
680.1,png,1979
646.8,png,1980
627.7,png,1981
612.9,png,1982
615.7,png,1983
597.4,png,1984
605.4,png,1985
618.0,png,1986
619.7,png,1987
622.5,png,1988
598.9,png,1989
566.9,png,1990
605.9,png,1991
672.8,png,1992
775.6,png,1993
801.0,png,1994
754.7,png,1995
792.1,png,1996
741.3,png,1997
694.7,png,1998
689.1,png,1999
654.7,png,2000
637.3,png,2001
620.4,png,2002
618.2,png,2003
619.5,png,2004
626.3,png,2005
627.1,png,2006
656.4,png,2007
684.0,png,2008
705.0,png,2009
744.2,png,2010
793.2,png,2011
662.9,pry,1960
691.2,pry,1961
682.2,pry,1962
690.0,pry,1963
698.0,pry,1964
716.1,pry,1965
705.3,pry,1966
745.1,pry,1967
748.3,pry,1968
759.1,pry,1969
776.2,pry,1970
798.6,pry,1971
829.8,pry,1972
868.5,pry,1973
917.7,pry,1974
952.1,pry,1975
993.8,pry,1976
1075.0,pry,1977
1166.0,pry,1978
1264.0,pry,1979
1411.0,pry,1980
1489.0,pry,1981
1392.0,pry,1982
1310.0,pry,1983
1311.0,pry,1984
1324.0,pry,1985
1287.0,pry,1986
1305.0,pry,1987
1351.0,pry,1988
1391.0,pry,1989
1397.0,pry,1990
1395.0,pry,1991
1407.0,pry,1992
1427.0,pry,1993
1445.0,pry,1994
1489.0,pry,1995
1461.0,pry,1996
1472.0,pry,1997
1449.0,pry,1998
1398.0,pry,1999
1323.0,pry,2000
1323.0,pry,2001
1243.0,pry,2002
1245.0,pry,2003
1264.0,pry,2004
1331.0,pry,2005
1353.0,pry,2006
1450.0,pry,2007
1484.0,pry,2008
1406.0,pry,2009
1579.0,pry,2010
1658.0,pry,2011
1647.0,per,1960
1719.0,per,1961
1809.0,per,1962
1823.0,per,1963
1888.0,per,1964
1925.0,per,1965
2028.0,per,1966
2047.0,per,1967
1997.0,per,1968
2016.0,per,1969
2076.0,per,1970
2103.0,per,1971
2104.0,per,1972
2156.0,per,1973
2292.0,per,1974
2306.0,per,1975
2288.0,per,1976
2236.0,per,1977
2183.0,per,1978
2250.0,per,1979
2261.0,per,1980
2365.0,per,1981
2294.0,per,1982
1977.0,per,1983
2032.0,per,1984
2041.0,per,1985
2195.0,per,1986
2319.0,per,1987
2072.0,per,1988
1791.0,per,1989
1664.0,per,1990
1667.0,per,1991
1628.0,per,1992
1674.0,per,1993
1854.0,per,1994
1978.0,per,1995
1993.0,per,1996
2093.0,per,1997
2045.0,per,1998
2032.0,per,1999
2061.0,per,2000
2036.0,per,2001
2110.0,per,2002
2168.0,per,2003
2248.0,per,2004
2374.0,per,2005
2530.0,per,2006
2726.0,per,2007
2962.0,per,2008
2955.0,per,2009
3180.0,per,2010
3360.0,per,2011
691.7,phl,1960
706.6,phl,1961
716.1,phl,1962
741.9,phl,1963
743.3,phl,1964
758.3,phl,1965
768.2,phl,1966
785.4,phl,1967
800.6,phl,1968
814.0,phl,1969
820.6,phl,1970
840.7,phl,1971
861.4,phl,1972
911.8,phl,1973
917.8,phl,1974
941.8,phl,1975
996.2,phl,1976
1023.0,phl,1977
1046.0,phl,1978
1074.0,phl,1979
1098.0,phl,1980
1105.0,phl,1981
1113.0,phl,1982
1103.0,phl,1983
994.5,phl,1984
897.0,phl,1985
902.8,phl,1986
916.8,phl,1987
953.2,phl,1988
986.6,phl,1989
991.4,phl,1990
962.0,phl,1991
942.6,phl,1992
940.6,phl,1993
959.6,phl,1994
982.0,phl,1995
1016.0,phl,1996
1045.0,phl,1997
1017.0,phl,1998
1026.0,phl,1999
1048.0,phl,2000
1056.0,phl,2001
1072.0,phl,2002
1102.0,phl,2003
1153.0,phl,2004
1185.0,phl,2005
1225.0,phl,2006
1283.0,phl,2007
1314.0,phl,2008
1307.0,phl,2009
1383.0,phl,2010
1413.0,phl,2011
3101.0,pol,1990
2873.0,pol,1991
2936.0,pol,1992
3038.0,pol,1993
3192.0,pol,1994
3410.0,pol,1995
3620.0,pol,1996
3874.0,pol,1997
4065.0,pol,1998
4249.0,pol,1999
4454.0,pol,2000
4532.0,pol,2001
4600.0,pol,2002
4781.0,pol,2003
5039.0,pol,2004
5224.0,pol,2005
5553.0,pol,2006
5932.0,pol,2007
6236.0,pol,2008
6333.0,pol,2009
6574.0,pol,2010
6854.0,pol,2011
2369.0,prt,1960
2480.0,prt,1961
2625.0,prt,1962
2768.0,prt,1963
2941.0,prt,1964
3173.0,prt,1965
3328.0,prt,1966
3602.0,prt,1967
3938.0,prt,1968
4058.0,prt,1969
4610.0,prt,1970
4937.0,prt,1971
5341.0,prt,1972
5937.0,prt,1973
5922.0,prt,1974
5453.0,prt,1975
5666.0,prt,1976
5920.0,prt,1977
6022.0,prt,1978
6293.0,prt,1979
6511.0,prt,1980
6560.0,prt,1981
6659.0,prt,1982
6617.0,prt,1983
6467.0,prt,1984
6631.0,prt,1985
6899.0,prt,1986
7341.0,prt,1987
7899.0,prt,1988
8420.0,prt,1989
8772.0,prt,1990
9169.0,prt,1991
9267.0,prt,1992
9066.0,prt,1993
9134.0,prt,1994
9500.0,prt,1995
9824.0,prt,1996
10220.0,prt,1997
10710.0,prt,1998
11100.0,prt,1999
11470.0,prt,2000
11620.0,prt,2001
11620.0,prt,2002
11440.0,prt,2003
11550.0,prt,2004
11590.0,prt,2005
11720.0,prt,2006
11970.0,prt,2007
11950.0,prt,2008
11590.0,prt,2009
11750.0,prt,2010
11550.0,prt,2011
3767.0,pri,1960
4055.0,pri,1961
4270.0,pri,1962
4612.0,pri,1963
4845.0,pri,1964
5203.0,pri,1965
5505.0,pri,1966
5805.0,pri,1967
6043.0,pri,1968
6524.0,pri,1969
7002.0,pri,1970
7327.0,pri,1971
7714.0,pri,1972
7999.0,pri,1973
7839.0,pri,1974
7500.0,pri,1975
7766.0,pri,1976
8154.0,pri,1977
8580.0,pri,1978
8993.0,pri,1979
9022.0,pri,1980
9016.0,pri,1981
8648.0,pri,1982
8600.0,pri,1983
9138.0,pri,1984
9236.0,pri,1985
9895.0,pri,1986
10280.0,pri,1987
10850.0,pri,1988
11280.0,pri,1989
11610.0,pri,1990
11790.0,pri,1991
12250.0,pri,1992
12710.0,pri,1993
13120.0,pri,1994
13590.0,pri,1995
13750.0,pri,1996
14290.0,pri,1997
14990.0,pri,1998
15720.0,pri,1999
16190.0,pri,2000
17180.0,pri,2001
17310.0,pri,2002
17310.0,pri,2003
17830.0,pri,2004
18000.0,pri,2005
18050.0,pri,2006
17720.0,pri,2007
17490.0,pri,2008
17180.0,pri,2009
16910.0,pri,2010
30050.0,qat,2000
30180.0,qat,2001
31500.0,qat,2002
31130.0,qat,2003
34380.0,qat,2004
32220.0,qat,2005
32070.0,qat,2006
31420.0,qat,2007
31210.0,qat,2008
30550.0,qat,2009
32360.0,qat,2010
36150.0,qat,2011
1841.0,rou,1980
1841.0,rou,1981
1906.0,rou,1982
2015.0,rou,1983
2128.0,rou,1984
2117.0,rou,1985
2158.0,rou,1986
2166.0,rou,1987
2145.0,rou,1988
2012.0,rou,1989
1896.0,rou,1990
1666.0,rou,1991
1532.0,rou,1992
1558.0,rou,1993
1622.0,rou,1994
1741.0,rou,1995
1816.0,rou,1996
1711.0,rou,1997
1632.0,rou,1998
1615.0,rou,1999
1651.0,rou,2000
1770.0,rou,2001
1888.0,rou,2002
1992.0,rou,2003
2165.0,rou,2004
2260.0,rou,2005
2444.0,rou,2006
2596.0,rou,2007
2845.0,rou,2008
2607.0,rou,2009
2637.0,rou,2010
2633.0,rou,2011
2693.0,rus,1989
2602.0,rus,1990
2465.0,rus,1991
2106.0,rus,1992
1926.0,rus,1993
1686.0,rus,1994
1618.0,rus,1995
1564.0,rus,1996
1591.0,rus,1997
1511.0,rus,1998
1614.0,rus,1999
1775.0,rus,2000
1870.0,rus,2001
1968.0,rus,2002
2121.0,rus,2003
2285.0,rus,2004
2443.0,rus,2005
2654.0,rus,2006
2889.0,rus,2007
3044.0,rus,2008
2806.0,rus,2009
2928.0,rus,2010
3055.0,rus,2011
225.0,rwa,1960
208.9,rwa,1961
225.7,rwa,1962
197.5,rwa,1963
167.8,rwa,1964
174.2,rwa,1965
180.9,rwa,1966
187.6,rwa,1967
194.8,rwa,1968
209.8,rwa,1969
215.6,rwa,1970
211.6,rwa,1971
205.6,rwa,1972
206.1,rwa,1973
202.4,rwa,1974
191.9,rwa,1975
221.9,rwa,1976
218.9,rwa,1977
231.1,rwa,1978
250.1,rwa,1979
263.7,rwa,1980
269.5,rwa,1981
266.4,rwa,1982
274.1,rwa,1983
253.9,rwa,1984
255.4,rwa,1985
257.7,rwa,1986
245.5,rwa,1987
245.9,rwa,1988
240.1,rwa,1989
234.9,rwa,1990
236.9,rwa,1991
267.1,rwa,1992
264.6,rwa,1993
139.5,rwa,1994
191.3,rwa,1995
207.0,rwa,1996
217.2,rwa,1997
214.4,rwa,1998
211.2,rwa,1999
214.2,rwa,2000
222.9,rwa,2001
246.1,rwa,2002
245.1,rwa,2003
257.7,rwa,2004
275.1,rwa,2005
291.1,rwa,2006
304.6,rwa,2007
328.7,rwa,2008
338.8,rwa,2009
352.5,rwa,2010
370.6,rwa,2011
2713.0,kna,1977
2909.0,kna,1978
3184.0,kna,1979
3391.0,kna,1980
3402.0,kna,1981
3323.0,kna,1982
3319.0,kna,1983
3750.0,kna,1984
4076.0,kna,1985
4568.0,kna,1986
4982.0,kna,1987
5453.0,kna,1988
5888.0,kna,1989
6042.0,kna,1990
6099.0,kna,1991
6333.0,kna,1992
6788.0,kna,1993
7169.0,kna,1994
7465.0,kna,1995
7979.0,kna,1996
8546.0,kna,1997
8775.0,kna,1998
8767.0,kna,1999
9406.0,kna,2000
9507.0,kna,2001
9565.0,kna,2002
9426.0,kna,2003
9465.0,kna,2004
10270.0,kna,2005
10610.0,kna,2006
10760.0,kna,2007
11120.0,kna,2008
10230.0,kna,2009
9856.0,kna,2010
9944.0,kna,2011
2316.0,lca,1980
2359.0,lca,1981
2068.0,lca,1982
2126.0,lca,1983
2587.0,lca,1984
2400.0,lca,1985
2715.0,lca,1986
2729.0,lca,1987
3017.0,lca,1988
3245.0,lca,1989
3952.0,lca,1990
4002.0,lca,1991
4247.0,lca,1992
4270.0,lca,1993
4246.0,lca,1994
4303.0,lca,1995
4486.0,lca,1996
4426.0,lca,1997
4636.0,lca,1998
4691.0,lca,1999
4900.0,lca,2000
4609.0,lca,2001
4579.0,lca,2002
4738.0,lca,2003
5078.0,lca,2004
4925.0,lca,2005
5316.0,lca,2006
5333.0,lca,2007
5551.0,lca,2008
5493.0,lca,2009
5463.0,lca,2010
5470.0,lca,2011
1325.0,vct,1960
1364.0,vct,1961
1397.0,vct,1962
1294.0,vct,1963
1327.0,vct,1964
1325.0,vct,1965
1312.0,vct,1966
1175.0,vct,1967
1239.0,vct,1968
1261.0,vct,1969
1382.0,vct,1970
1408.0,vct,1971
1752.0,vct,1972
1541.0,vct,1973
1389.0,vct,1974
1269.0,vct,1975
1386.0,vct,1976
1411.0,vct,1977
1563.0,vct,1978
1600.0,vct,1979
1618.0,vct,1980
1703.0,vct,1981
1770.0,vct,1982
1834.0,vct,1983
1928.0,vct,1984
2031.0,vct,1985
2152.0,vct,1986
2235.0,vct,1987
2546.0,vct,1988
2596.0,vct,1989
2716.0,vct,1990
2724.0,vct,1991
2924.0,vct,1992
2926.0,vct,1993
2837.0,vct,1994
2866.0,vct,1995
2905.0,vct,1996
3293.0,vct,1997
3466.0,vct,1998
3619.0,vct,1999
3684.0,vct,2000
3741.0,vct,2001
3969.0,vct,2002
4262.0,vct,2003
4431.0,vct,2004
4532.0,vct,2005
4873.0,vct,2006
5032.0,vct,2007
5096.0,vct,2008
4981.0,vct,2009
4839.0,vct,2010
4845.0,vct,2011
1127.0,wsm,1982
1130.0,wsm,1983
1142.0,wsm,1984
1183.0,wsm,1985
1243.0,wsm,1986
1243.0,wsm,1987
1218.0,wsm,1988
1256.0,wsm,1989
1192.0,wsm,1990
1156.0,wsm,1991
1144.0,wsm,1992
1181.0,wsm,1993
1141.0,wsm,1994
1204.0,wsm,1995
1279.0,wsm,1996
1276.0,wsm,1997
1293.0,wsm,1998
1310.0,wsm,1999
1391.0,wsm,2000
1481.0,wsm,2001
1539.0,wsm,2002
1606.0,wsm,2003
1678.0,wsm,2004
1742.0,wsm,2005
1772.0,wsm,2006
1798.0,wsm,2007
1870.0,wsm,2008
1769.0,wsm,2009
1770.0,wsm,2010
1797.0,wsm,2011
13110.0,smr,1970
13240.0,smr,1971
13660.0,smr,1972
14580.0,smr,1973
15300.0,smr,1974
14850.0,smr,1975
15710.0,smr,1976
15860.0,smr,1977
16080.0,smr,1978
16730.0,smr,1979
17030.0,smr,1980
16930.0,smr,1981
