traffic_mortality_60plus_per_100000_people,geo,time
20.69,bgr,1981
20.99,bgr,1982
16.34,bgr,1983
21.53,bgr,1984
16.63,bgr,1985
20.89,bgr,1986
18.56,bgr,1987
19.31,bgr,1988
19.62,bgr,1989
20.26,bgr,1990
16.11,bgr,1991
16.62,bgr,1992
14.72,bgr,1993
15.17,bgr,1994
17.55,bgr,1995
13.85,bgr,1996
14.48,bgr,1997
16.29,bgr,1998
14.17,bgr,1999
15.25,bgr,2000
14.29,bgr,2001
11.7,bgr,2002
11.88,bgr,2003
12.88,bgr,2004
14.12,bgr,2005
13.37,bgr,2006
13.91,bgr,2007
13.32,bgr,2008
31.14,can,1950
31.63,can,1951
33.64,can,1952
38.16,can,1953
31.28,can,1954
33.67,can,1955
36.49,can,1956
39.16,can,1957
33.79,can,1958
33.5,can,1959
33.9,can,1960
32.71,can,1961
35.02,can,1962
36.46,can,1963
37.9,can,1964
39.14,can,1965
37.37,can,1966
37.01,can,1967
34.63,can,1968
35.51,can,1969
33.26,can,1970
31.55,can,1971
35.95,can,1972
35.59,can,1973
31.95,can,1974
29.37,can,1975
25.68,can,1976
24.71,can,1977
23.96,can,1978
25.76,can,1979
23.76,can,1980
21.78,can,1981
18.96,can,1982
16.55,can,1983
17.12,can,1984
17.69,can,1985
17.33,can,1986
18.42,can,1987
17.36,can,1988
19.31,can,1989
16.46,can,1990
15.53,can,1991
14.58,can,1992
13.56,can,1993
13.17,can,1994
13.08,can,1995
13.25,can,1996
12.43,can,1997
12.65,can,1998
12.39,can,1999
11.71,can,2000
11.16,can,2001
11.26,can,2002
10.17,can,2003
10.72,can,2004
5.469,chl,1955
8.701,chl,1956
10.55,chl,1957
10.74,chl,1958
8.925,chl,1959
16.09,chl,1960
15.56,chl,1961
11.4,chl,1962
12.05,chl,1963
12.68,chl,1964
9.323,chl,1965
28.17,chl,1966
15.98,chl,1967
61.81,chl,1968
37.13,chl,1969
32.1,chl,1970
38.78,chl,1971
41.25,chl,1972
33.21,chl,1973
23.71,chl,1974
21.46,chl,1975
17.42,chl,1976
20.07,chl,1977
25.25,chl,1978
24.43,chl,1979
26.41,chl,1980
25.57,chl,1981
20.28,chl,1982
14.77,chl,1983
16.0,chl,1984
11.63,chl,1985
10.04,chl,1986
9.86,chl,1987
12.64,chl,1988
12.25,chl,1989
12.42,chl,1990
19.21,chl,1991
20.34,chl,1992
24.35,chl,1993
23.82,chl,1994
21.87,chl,1995
21.26,chl,1996
21.82,chl,1997
23.78,chl,1998
19.09,chl,1999
26.6,chl,2000
23.14,chl,2001
24.5,chl,2002
26.93,chl,2003
25.35,chl,2004
25.6,chl,2005
12.75,col,1953
12.26,col,1954
16.72,col,1955
13.32,col,1956
13.81,col,1957
14.92,col,1958
20.17,col,1959
18.04,col,1960
17.65,col,1961
22.37,col,1962
21.74,col,1963
24.09,col,1964
24.31,col,1965
26.27,col,1966
27.02,col,1967
27.67,col,1968
22.39,col,1969
29.36,col,1972
28.75,col,1974
29.31,col,1975
30.45,col,1976
31.1,col,1977
42.69,col,1984
37.66,col,1985
33.61,col,1986
24.4,col,1987
25.14,col,1988
25.16,col,1989
27.48,col,1990
26.94,col,1991
37.09,col,1992
40.05,col,1993
43.46,col,1994
43.51,col,1995
40.66,col,1996
33.33,col,1997
40.84,col,1998
35.23,col,1999
34.51,col,2000
34.37,col,2001
33.78,col,2002
32.93,col,2004
31.63,col,2005
30.27,col,2006
13.91,cri,1962
16.99,cri,1963
15.61,cri,1964
43.22,cri,1965
38.19,cri,1966
30.23,cri,1967
34.39,cri,1968
31.16,cri,1969
34.41,cri,1970
42.46,cri,1971
49.68,cri,1972
34.24,cri,1973
39.9,cri,1974
56.79,cri,1975
36.76,cri,1976
62.78,cri,1977
81.19,cri,1978
59.64,cri,1979
57.36,cri,1980
40.55,cri,1981
40.37,cri,1982
19.56,cri,1983
39.38,cri,1984
42.68,cri,1985
35.68,cri,1986
37.77,cri,1987
36.85,cri,1988
42.78,cri,1989
34.84,cri,1990
34.92,cri,1991
36.46,cri,1992
44.02,cri,1993
53.49,cri,1994
42.66,cri,1995
26.23,cri,1996
32.43,cri,1997
31.08,cri,1998
37.35,cri,1999
37.79,cri,2000
32.84,cri,2001
29.92,cri,2002
30.48,cri,2003
30.61,cri,2004
27.5,cri,2005
33.25,cri,2006
26.15,hrv,1985
24.53,hrv,1986
23.86,hrv,1987
27.82,hrv,1988
26.42,hrv,1989
32.04,hrv,1990
23.61,hrv,1991
21.85,hrv,1992
14.48,hrv,1993
17.84,hrv,1994
15.91,hrv,1995
13.57,hrv,1996
15.78,hrv,1997
17.13,hrv,1998
20.89,hrv,1999
15.91,hrv,2000
14.47,hrv,2001
13.07,hrv,2002
18.79,hrv,2003
15.18,hrv,2004
14.67,hrv,2005
15.28,hrv,2006
13.06,hrv,2007
14.61,hrv,2008
16.86,cub,1964
19.26,cub,1968
19.01,cub,1969
24.43,cub,1970
27.22,cub,1971
22.25,cub,1972
16.83,cub,1973
22.37,cub,1974
26.71,cub,1975
26.8,cub,1976
31.43,cub,1977
21.94,cub,1992
17.3,cub,1993
21.5,cub,1994
20.82,cub,1995
21.17,cub,1996
21.35,cub,1997
20.17,cub,1998
15.65,cub,1999
19.79,cub,2000
17.03,cub,2001
16.34,cub,2002
13.75,cub,2003
15.22,cub,2004
14.67,cub,2005
12.73,cub,2006
12.31,cub,2007
12.54,cyp,1999
9.674,cyp,2000
30.28,cyp,2004
21.45,cyp,2005
14.95,cyp,2006
17.91,cyp,2007
16.78,cze,1986
18.58,cze,1987
20.64,cze,1988
20.4,cze,1989
21.77,cze,1990
18.47,cze,1991
18.59,cze,1992
19.41,cze,1993
19.33,cze,1994
17.33,cze,1995
15.78,cze,1996
14.48,cze,1997
13.31,cze,1998
12.07,cze,1999
12.13,cze,2000
11.75,cze,2001
11.0,cze,2002
10.13,cze,2003
10.0,cze,2004
8.272,cze,2005
7.529,cze,2006
9.173,cze,2007
10.32,cze,2008
21.1,dnk,1951
19.63,dnk,1952
22.54,dnk,1953
30.69,dnk,1954
30.66,dnk,1955
32.22,dnk,1956
35.52,dnk,1957
32.55,dnk,1958
39.21,dnk,1959
37.52,dnk,1960
46.94,dnk,1961
40.33,dnk,1962
42.05,dnk,1963
43.88,dnk,1964
45.37,dnk,1965
47.16,dnk,1966
57.12,dnk,1967
50.85,dnk,1968
53.28,dnk,1969
46.77,dnk,1970
48.61,dnk,1971
49.89,dnk,1972
46.33,dnk,1973
30.73,dnk,1974
32.01,dnk,1975
30.14,dnk,1976
27.76,dnk,1977
29.63,dnk,1978
19.73,dnk,1979
22.22,dnk,1980
18.7,dnk,1981
20.81,dnk,1982
21.71,dnk,1983
16.82,dnk,1984
19.28,dnk,1985
22.13,dnk,1986
19.83,dnk,1987
20.94,dnk,1988
19.94,dnk,1989
19.4,dnk,1990
17.94,dnk,1991
16.04,dnk,1992
18.13,dnk,1993
16.57,dnk,1994
18.41,dnk,1995
14.0,dnk,1996
12.38,dnk,1997
13.08,dnk,1998
8.628,dnk,1999
12.08,dnk,2000
10.74,dnk,2001
7.989,dnk,2002
8.504,dnk,2003
8.511,dnk,2004
7.743,dnk,2005
6.881,dnk,2006
3.863,egy,1970
3.437,egy,1971
4.461,egy,1972
2.899,egy,1973
3.562,egy,1974
5.228,egy,1975
4.26,egy,1976
3.888,egy,1977
4.075,egy,1978
9.251,egy,1979
7.071,egy,1980
8.777,egy,1987
11.35,egy,2000
25.42,egy,2008
64.02,slv,2005
72.65,slv,2006
26.18,est,1981
25.95,est,1982
20.77,est,1985
25.29,est,1986
22.27,est,1987
26.75,est,1988
28.93,est,1989
32.65,est,1990
35.18,est,1991
25.32,est,1992
16.47,est,1993
26.41,est,1994
18.41,est,1995
15.42,est,1996
19.27,est,1997
18.2,est,1998
13.14,est,1999
14.62,est,2000
13.36,est,2001
13.43,est,2002
10.14,est,2003
14.7,est,2004
12.15,est,2005
16.27,est,2006
14.69,est,2007
16.39,est,2008
13.83,fin,1952
11.72,fin,1953
15.39,fin,1954
16.21,fin,1955
20.47,fin,1956
18.95,fin,1957
20.38,fin,1958
21.65,fin,1959
26.02,fin,1960
30.63,fin,1961
31.07,fin,1962
40.15,fin,1963
37.08,fin,1964
44.79,fin,1965
48.54,fin,1966
46.32,fin,1967
39.68,fin,1968
43.86,fin,1969
41.49,fin,1970
45.86,fin,1971
45.98,fin,1972
39.23,fin,1973
30.1,fin,1974
35.69,fin,1975
31.73,fin,1976
26.69,fin,1977
24.8,fin,1978
26.83,fin,1979
22.6,fin,1980
23.31,fin,1981
20.29,fin,1982
21.77,fin,1983
21.43,fin,1984
19.21,fin,1985
20.02,fin,1986
20.32,fin,1987
20.83,fin,1988
24.44,fin,1989
21.11,fin,1990
19.72,fin,1991
20.98,fin,1992
16.51,fin,1993
15.38,fin,1994
15.17,fin,1995
13.64,fin,1996
16.3,fin,1997
12.97,fin,1998
13.11,fin,1999
13.97,fin,2000
12.68,fin,2001
12.6,fin,2002
11.12,fin,2003
11.63,fin,2004
8.709,fin,2005
9.218,fin,2006
8.96,fin,2007
9.868,fin,2008
10.77,fra,1950
12.48,fra,1952
16.32,fra,1953
20.38,fra,1954
22.43,fra,1955
23.21,fra,1956
22.66,fra,1957
22.75,fra,1958
23.65,fra,1959
23.39,fra,1960
26.75,fra,1961
28.38,fra,1962
27.34,fra,1963
30.11,fra,1964
33.37,fra,1965
32.28,fra,1966
37.62,fra,1967
37.15,fra,1968
31.76,fra,1969
32.93,fra,1970
33.45,fra,1971
35.65,fra,1972
33.24,fra,1973
29.11,fra,1974
28.98,fra,1975
30.68,fra,1976
27.76,fra,1977
26.17,fra,1978
24.52,fra,1979
23.96,fra,1980
23.76,fra,1981
22.97,fra,1982
23.21,fra,1983
21.94,fra,1984
20.56,fra,1985
21.42,fra,1986
19.13,fra,1987
21.01,fra,1988
19.68,fra,1989
18.78,fra,1990
17.21,fra,1991
16.22,fra,1992
16.1,fra,1993
16.1,fra,1994
15.29,fra,1995
15.06,fra,1996
14.11,fra,1997
15.19,fra,1998
13.67,fra,1999
13.04,fra,2000
12.46,fra,2001
12.32,fra,2002
10.5,fra,2003
8.54,fra,2004
8.603,fra,2005
7.698,fra,2006
7.347,fra,2007
3.598,geo,1981
6.744,geo,1982
12.27,geo,1985
16.06,geo,1986
15.62,geo,1987
19.34,geo,1988
21.39,geo,1989
16.55,geo,1990
9.969,geo,1991
15.53,geo,1992
2.369,geo,1994
1.697,geo,1995
5.156,geo,1996
7.357,geo,1997
6.829,geo,1998
5.778,geo,1999
6.125,geo,2000
10.54,geo,2001
15.49,deu,1990
14.04,deu,1991
13.35,deu,1992
12.12,deu,1993
11.51,deu,1994
10.94,deu,1995
9.594,deu,1996
9.72,deu,1997
8.717,deu,1998
9.263,deu,1999
8.714,deu,2000
8.188,deu,2001
7.61,deu,2002
8.234,deu,2003
6.947,deu,2004
6.817,deu,2005
6.311,deu,2006
7.634,grc,1961
10.49,grc,1962
10.32,grc,1963
15.02,grc,1964
14.22,grc,1965
14.11,grc,1966
16.64,grc,1967
19.0,grc,1968
18.38,grc,1969
17.44,grc,1970
18.65,grc,1971
19.31,grc,1972
22.56,grc,1973
20.99,grc,1974
23.84,grc,1975
25.95,grc,1976
28.24,grc,1977
31.2,grc,1978
27.05,grc,1979
23.86,grc,1980
22.38,grc,1981
28.37,grc,1982
29.8,grc,1983
28.35,grc,1984
26.92,grc,1985
26.87,grc,1986
25.06,grc,1987
25.14,grc,1988
27.62,grc,1989
29.81,grc,1990
27.91,grc,1991
27.55,grc,1992
24.36,grc,1993
27.69,grc,1994
29.84,grc,1995
33.84,grc,1996
28.26,grc,1997
29.41,grc,1998
26.54,grc,1999
26.57,grc,2000
24.26,grc,2001
22.13,grc,2002
19.05,grc,2003
20.4,grc,2004
18.44,grc,2005
17.95,grc,2006
17.32,grc,2007
16.96,grc,2008
28.71,gtm,1963
23.38,gtm,1964
19.79,gtm,1965
6.026,gtm,1966
6.869,gtm,1967
11.72,gtm,1968
