geo,time,murdered_women_per_100000_people
svk,1999,1.344
svk,2000,0.9068
svk,2001,1.147
svk,2002,1.433
svk,2003,1.011
svk,2004,1.109
svn,1985,1.879
svn,1986,1.007
svn,1987,1.066
svn,1988,1.149
svn,1989,1.828
svn,1990,0.9493
svn,1991,1.136
svn,1992,1.529
svn,1993,0.9076
svn,1994,1.21
svn,1995,1.148
svn,1996,1.392
svn,1997,1.494
svn,1998,0.3759
svn,1999,0.7526
svn,2000,0.7438
svn,2001,0.4329
svn,2002,0.9664
svn,2003,1.352
svn,2004,1.046
slb,2004,0.688
som,2004,1.334
zaf,2004,23.32
esp,1951,0.1498
esp,1952,0.2694
esp,1953,0.1205
esp,1954,0.1465
esp,1955,0.1252
esp,1956,0.235
esp,1957,0.2226
esp,1958,0.2241
esp,1959,0.15
esp,1960,0.1666
esp,1961,0.08124
esp,1962,0.05686
esp,1963,0.1038
esp,1964,0.03048
esp,1965,0.08951
esp,1966,0.06739
esp,1967,0.06708
esp,1968,0.05166
esp,1969,0.1592
esp,1970,0.329
esp,1971,0.1841
esp,1972,0.1971
esp,1973,0.1579
esp,1974,0.259
esp,1975,0.3077
esp,1976,0.2709
esp,1977,0.2512
esp,1978,0.3439
esp,1979,0.3325
esp,1980,0.3665
esp,1981,0.3683
esp,1982,0.3173
esp,1983,0.3699
esp,1984,0.4001
esp,1985,0.3802
esp,1986,0.4313
esp,1987,0.6503
esp,1988,0.4416
esp,1989,0.3482
esp,1990,0.4886
esp,1991,0.4284
esp,1992,0.4215
esp,1993,0.5289
esp,1994,0.4076
esp,1995,0.3887
esp,1996,0.4805
esp,1997,0.4254
esp,1998,0.4002
esp,1999,0.0
esp,2000,0.0
esp,2001,0.4133
esp,2002,0.4226
esp,2003,0.5304
esp,2004,0.9307
lka,1950,2.214
lka,1951,2.081
lka,1952,1.906
lka,1953,1.585
lka,1954,1.947
lka,1955,1.671
lka,1956,1.743
lka,1957,1.516
lka,1958,1.473
lka,1959,2.07
lka,1960,1.155
lka,1961,0.9135
lka,1962,1.393
lka,1963,1.046
lka,1964,0.7377
lka,1965,1.144
lka,1966,1.33
lka,1967,1.226
lka,1968,1.095
lka,1977,2.201
lka,1980,0.743
lka,1981,1.027
lka,1982,1.287
lka,1983,2.717
lka,1984,1.562
lka,1985,2.088
lka,1986,1.71
lka,2004,1.624
sdn,2004,11.0
sur,2004,3.891
swz,2004,13.36
swe,1951,0.5501
swe,1952,0.5487
swe,1953,0.6236
swe,1954,0.804
swe,1955,0.7071
swe,1956,0.8522
swe,1957,0.7705
swe,1958,0.7797
swe,1959,0.6517
swe,1960,0.5633
swe,1961,0.4094
swe,1962,0.6228
swe,1963,0.8282
swe,1964,0.87
swe,1965,0.5738
swe,1966,0.8547
swe,1967,0.6832
swe,1968,0.7326
swe,1969,0.7146
swe,1970,0.606
swe,1971,0.7677
swe,1972,1.066
swe,1973,0.9001
swe,1974,0.9451
swe,1975,0.8638
swe,1976,1.095
swe,1977,0.8593
swe,1978,0.6074
swe,1979,1.229
swe,1980,1.067
swe,1981,0.8429
swe,1982,0.9192
swe,1983,0.8902
swe,1984,0.8346
swe,1985,0.9034
swe,1986,0.9352
swe,1987,0.905
swe,1988,0.8406
swe,1989,1.126
swe,1990,0.8716
swe,1991,0.7673
swe,1992,0.9768
swe,1993,0.7803
swe,1994,0.784
swe,1995,0.6836
swe,1996,0.8407
swe,1997,0.6647
swe,1998,0.7728
swe,1999,0.7149
swe,2000,0.7001
swe,2001,0.6301
swe,2002,0.9127
swe,2003,0.5697
swe,2004,0.813
che,1951,0.853
che,1952,1.039
che,1953,1.361
che,1954,1.209
che,1955,1.042
che,1956,0.4927
che,1957,0.8606
che,1958,0.4135
che,1959,0.8254
che,1960,0.5842
che,1961,0.7915
che,1962,1.238
che,1963,0.8349
che,1964,0.6886
che,1965,0.5899
che,1966,0.7635
che,1967,0.7686
che,1968,0.7453
che,1969,0.4309
che,1970,0.5584
che,1971,0.9673
che,1972,1.014
che,1973,0.4669
che,1974,0.7635
che,1975,0.8921
che,1976,0.9079
che,1977,0.7982
che,1978,0.6651
che,1979,1.095
che,1980,1.223
che,1981,1.147
che,1982,1.021
che,1983,1.155
che,1984,0.7477
che,1985,1.838
che,1986,1.202
che,1987,1.441
che,1988,0.9402
che,1989,1.14
che,1990,1.364
che,1991,1.159
che,1992,1.251
che,1993,1.327
che,1994,1.35
che,1995,0.8905
che,1996,0.7696
che,1997,1.141
che,1998,0.0
che,1999,0.0
che,2000,0.0
che,2001,0.826
che,2002,1.076
che,2003,0.7048
che,2004,0.9282
syr,2004,0.9189
tjk,2004,2.389
tza,2004,10.67
tha,2004,2.974
tls,2004,4.302
tgo,2004,6.937
ton,2004,0.09589
tto,1951,2.771
tto,1952,4.291
tto,1953,4.864
tto,1954,4.564
tto,1955,2.851
tto,1956,4.477
tto,1957,2.224
tto,1958,2.343
tto,1960,2.701
tto,1961,2.174
tto,1962,2.608
tto,1963,2.423
tto,1967,5.062
tto,1968,2.637
tto,1970,2.739
tto,1971,2.878
tto,1972,3.434
tto,1973,3.026
tto,1974,3.954
tto,1975,2.474
tto,1976,2.564
tto,1977,2.114
tto,1978,2.836
tto,1979,4.211
tto,1980,1.736
tto,1981,2.843
tto,1982,0.8616
tto,1983,4.031
tto,1984,3.2
tto,1985,5.186
tto,1986,3.357
tto,1987,5.627
tto,1988,2.969
tto,1989,4.718
tto,1990,3.545
tto,1991,3.6
tto,1992,4.945
tto,1993,5.307
tto,1994,6.596
tto,1995,4.341
tto,1996,4.475
tto,1997,3.991
tto,1998,3.7
tto,1999,4.804
tto,2000,3.784
tto,2001,5.404
tto,2002,3.032
tto,2004,7.071
tun,2004,0.512
tur,2004,0.9699
tkm,1981,4.285
tkm,1982,4.678
tkm,1985,3.452
tkm,1986,3.158
tkm,1987,2.722
tkm,1988,3.567
tkm,1989,3.792
tkm,1990,3.486
tkm,1991,1.956
tkm,1992,3.097
tkm,1993,3.367
tkm,1994,2.085
tkm,1995,2.715
tkm,1996,2.213
tkm,1997,2.3
tkm,1998,3.047
tkm,2004,3.327
tuv,2004,0.4939
uga,2004,11.25
ukr,1981,3.42
ukr,1982,3.251
ukr,1985,3.018
ukr,1986,2.499
ukr,1987,2.84
ukr,1988,3.257
ukr,1989,3.788
ukr,1990,4.214
ukr,1991,4.354
ukr,1992,5.266
ukr,1993,5.522
ukr,1994,6.207
ukr,1995,6.532
ukr,1996,6.971
ukr,1997,6.137
ukr,1998,5.676
ukr,1999,6.108
ukr,2000,6.24
ukr,2001,6.14
ukr,2002,5.797
ukr,2003,5.394
ukr,2004,5.217
are,2004,0.1324
gbr,1950,0.474
gbr,1951,0.3659
gbr,1952,0.4237
gbr,1953,0.4703
gbr,1954,0.4495
gbr,1955,0.386
gbr,1956,0.4173
gbr,1957,0.5471
gbr,1958,0.4801
gbr,1959,0.6197
gbr,1960,0.4892
gbr,1961,0.4524
gbr,1962,0.5968
gbr,1963,0.538
gbr,1964,0.6082
gbr,1965,0.5472
gbr,1966,0.637
gbr,1967,0.6793
gbr,1968,0.735
gbr,1969,0.7103
gbr,1970,0.6144
gbr,1971,0.8423
gbr,1972,0.8061
gbr,1973,0.8823
gbr,1974,0.9135
gbr,1975,0.9469
gbr,1976,1.13
gbr,1977,0.964
gbr,1978,1.105
gbr,1979,0.9998
gbr,1980,0.7543
gbr,1981,0.4548
gbr,1982,0.7307
gbr,1983,0.6923
gbr,1984,0.6872
gbr,1985,0.6362
gbr,1986,0.5923
gbr,1987,0.6338
gbr,1988,0.6195
gbr,1989,0.8386
gbr,1990,0.4021
gbr,1991,0.5453
gbr,1992,0.5616
gbr,1993,0.7859
gbr,1994,0.6552
gbr,1995,0.5603
gbr,1996,0.5758
gbr,1997,0.3759
gbr,1998,0.4338
gbr,1999,0.3619
gbr,2000,0.6041
gbr,2001,0.2518
gbr,2002,0.2302
gbr,2003,0.2414
gbr,2004,0.2006
usa,1950,2.429
usa,1951,2.363
usa,1952,2.374
usa,1953,2.296
usa,1954,2.33
usa,1955,2.233
usa,1956,2.378
usa,1957,2.323
usa,1958,2.417
usa,1959,2.498
usa,1960,2.579
usa,1961,2.581
usa,1962,2.629
usa,1963,2.582
usa,1964,2.721
usa,1965,2.845
usa,1966,3.145
usa,1967,3.433
usa,1968,3.358
usa,1969,3.463
usa,1970,3.647
usa,1971,3.991
usa,1972,3.926
usa,1973,4.491
usa,1974,4.492
usa,1975,4.397
usa,1976,3.984
usa,1977,4.115
usa,1978,4.019
usa,1979,4.201
usa,1980,4.367
usa,1981,4.228
usa,1982,4.146
usa,1983,3.787
usa,1984,3.827
usa,1985,3.82
usa,1986,4.025
usa,1987,4.07
usa,1988,4.106
usa,1989,4.039
usa,1990,4.114
usa,1991,4.411
usa,1992,4.111
usa,1993,4.358
usa,1994,3.959
usa,1995,3.883
usa,1996,3.525
usa,1997,3.25
usa,1998,3.14
usa,1999,3.034
usa,2000,2.805
usa,2001,3.304
usa,2002,2.798
usa,2003,2.662
usa,2004,2.589
ury,1955,1.939
ury,1956,2.11
ury,1957,1.442
ury,1958,2.07
ury,1959,1.789
ury,1960,2.241
ury,1963,1.078
ury,1964,1.969
ury,1965,1.746
ury,1966,2.147
ury,1967,2.689
ury,1968,1.877
ury,1969,1.704
ury,1970,1.332
ury,1971,0.8273
ury,1972,1.251
ury,1973,0.8341
ury,1974,1.729
ury,1975,0.96
ury,1976,1.419
ury,1977,1.772
ury,1978,0.8115
ury,1980,1.723
ury,1981,1.745
ury,1982,1.674
ury,1983,1.221
ury,1984,0.9923
ury,1985,0.7186
ury,1986,1.492
ury,1987,2.181
ury,1988,1.676
ury,1989,1.835
ury,1990,1.883
ury,1993,2.595
ury,1994,2.002
ury,1995,1.86
ury,1996,2.048
ury,1997,1.95
ury,1998,2.061
ury,1999,1.893
ury,2000,2.703
ury,2001,2.231
ury,2004,2.656
ussr,1982,5.25
ussr,1983,5.197
ussr,1984,5.046
ussr,1985,4.537
ussr,1986,3.288
ussr,1987,3.453
ussr,1988,3.923
ussr,1989,4.514
ussr,1990,5.031
uzb,1981,2.85
uzb,1982,2.804
uzb,1985,2.623
uzb,1986,2.418
uzb,1987,2.173
uzb,1988,2.544
uzb,1989,3.029
uzb,1990,3.46
uzb,1991,2.968
uzb,1992,2.881
uzb,1993,2.25
uzb,1994,2.921
uzb,1995,2.611
uzb,1996,2.985
uzb,1997,2.348
uzb,1998,2.449
uzb,1999,1.91
uzb,2000,2.392
uzb,2001,2.184
uzb,2002,1.687
uzb,2003,1.467
uzb,2004,1.559
vut,2004,0.2487
ven,1955,1.602
ven,1956,1.65
ven,1957,1.55
ven,1958,1.599
ven,1959,2.299
ven,1960,2.022
ven,1961,2.47
ven,1962,2.349
ven,1963,2.834
ven,1964,2.495
ven,1965,2.353
ven,1966,2.264
ven,1967,1.474
ven,1968,2.769
ven,1969,2.247
ven,1970,2.213
ven,1971,2.014
ven,1972,1.852
ven,1973,1.751
ven,1974,2.203
ven,1975,1.68
ven,1976,1.863
ven,1977,1.737
ven,1978,1.986
ven,1979,1.433
ven,1980,1.845
ven,1981,1.825
ven,1982,2.078
ven,1983,2.091
ven,1985,1.809
ven,1986,1.415
ven,1987,1.521
ven,1988,1.596
ven,1989,1.971
ven,1990,2.048
ven,1992,1.926
ven,1993,2.127
ven,1994,2.285
ven,1996,2.251
ven,1997,2.15
ven,1998,2.034
ven,1999,2.44
ven,2000,3.502
ven,2001,3.293
ven,2002,5.285
ven,2003,4.224
ven,2004,3.397
deu_west,1952,0.7749
deu_west,1953,0.8555
deu_west,1954,0.8629
deu_west,1955,0.8663
deu_west,1956,0.7808
deu_west,1957,0.7422
deu_west,1958,0.7781
deu_west,1959,0.7508
deu_west,1960,0.6883
deu_west,1961,0.8392
deu_west,1962,0.8349
deu_west,1963,0.8636
deu_west,1964,0.9224
deu_west,1965,0.9
deu_west,1966,1.05
deu_west,1967,1.059
deu_west,1968,0.9753
deu_west,1969,1.11
deu_west,1970,1.216
deu_west,1971,1.126
deu_west,1972,1.048
deu_west,1973,0.9947
deu_west,1974,1.08
deu_west,1975,1.09
deu_west,1976,1.214
deu_west,1977,1.065
deu_west,1978,1.168
deu_west,1979,1.057
deu_west,1980,1.016
deu_west,1981,1.157
deu_west,1982,1.186
deu_west,1983,1.143
deu_west,1984,1.239
deu_west,1985,1.145
deu_west,1986,1.115
deu_west,1987,1.099
deu_west,1988,1.045
deu_west,1989,0.8817
deu_west,1990,0.8208
vnm,2004,2.016
yem,2004,0.9493
yug,1968,1.711
yug,1969,1.619
yug,1978,1.327
yug,1979,1.268
yug,1980,1.052
yug,1981,1.341
yug,1982,1.307
yug,1983,1.109
yug,1984,1.115
yug,1985,1.127
yug,1986,1.201
yug,1987,1.237
yug,1988,1.129
yug,1989,0.9874
yug,1990,0.9833
zmb,2004,10.45
zwe,2004,13.04
