geo,time,suicide_per_100000_people
mex,1962,2.212
mex,1963,2.472
mex,1964,2.43
mex,1965,2.298
mex,1966,2.244
mex,1967,2.702
mex,1968,2.142
mex,1969,1.007
mex,1970,1.604
mex,1971,0.9858
mex,1972,0.9885
mex,1973,0.9116
mex,1974,2.82
mex,1975,2.292
mex,1976,2.12
mex,1977,2.352
mex,1978,2.215
mex,1979,2.061
mex,1980,1.796
mex,1981,2.208
mex,1982,2.146
mex,1983,1.927
mex,1984,1.555
mex,1985,2.517
mex,1986,2.761
mex,1987,2.731
mex,1988,2.657
mex,1989,2.869
mex,1990,2.865
mex,1991,2.968
mex,1992,3.144
mex,1993,3.216
mex,1994,3.439
mex,1995,3.654
mex,1996,3.634
mex,1997,3.837
mex,1998,3.716
mex,1999,3.641
mex,2000,3.724
mex,2001,4.013
mex,2002,3.987
mex,2003,4.203
mex,2004,4.157
mex,2005,4.289
fsm,2002,5.021
fsm,2004,4.762
fsm,2005,4.762
mda,1981,20.2
mda,1982,20.86
mda,1985,20.85
mda,1986,18.79
mda,1987,17.09
mda,1988,17.0
mda,1989,17.43
mda,1990,15.15
mda,1991,16.87
mda,1992,15.98
mda,1993,16.81
mda,1994,18.2
mda,1995,18.43
mda,1996,17.64
mda,1997,17.06
mda,1998,15.57
mda,1999,15.46
mda,2000,14.2
mda,2001,16.23
mda,2002,15.16
mda,2003,15.89
mda,2004,15.16
mda,2005,15.54
mco,2002,11.56
mco,2004,11.15
mco,2005,11.15
mng,2002,14.31
mng,2004,13.09
mng,2005,13.09
mar,2002,2.432
mar,2004,2.109
mar,2005,2.109
moz,2002,6.144
moz,2004,10.55
moz,2005,10.55
mmr,2002,11.47
mmr,2004,10.11
mmr,2005,10.11
nam,2002,9.535
nam,2004,8.022
nam,2005,8.022
nru,2002,4.07
nru,2004,4.08
nru,2005,4.08
npl,2002,12.42
npl,2004,11.66
npl,2005,11.66
nld,1950,5.821
nld,1951,6.296
nld,1952,6.491
nld,1953,6.709
nld,1954,6.419
nld,1955,6.137
nld,1956,6.024
nld,1957,6.403
nld,1958,6.724
nld,1959,6.997
nld,1960,6.644
nld,1961,6.563
nld,1962,6.53
nld,1963,6.089
nld,1964,6.485
nld,1965,6.785
nld,1966,6.975
nld,1967,6.156
nld,1968,6.137
nld,1969,7.182
nld,1970,7.819
nld,1971,7.984
nld,1972,7.963
nld,1973,8.476
nld,1974,8.902
nld,1975,8.604
nld,1976,9.035
nld,1977,8.781
nld,1978,9.136
nld,1979,9.801
nld,1980,9.372
nld,1981,9.24
nld,1982,9.772
nld,1983,10.76
nld,1984,11.1
nld,1985,10.11
nld,1986,9.736
nld,1987,9.684
nld,1988,9.006
nld,1989,8.993
nld,1990,8.41
nld,1991,9.204
nld,1992,8.965
nld,1993,8.778
nld,1994,8.861
nld,1995,8.447
nld,1996,8.656
nld,1997,8.705
nld,1998,8.237
nld,1999,8.246
nld,2000,8.0
nld,2001,7.799
nld,2002,8.234
nld,2003,7.788
nld,2004,7.801
nld,2005,8.164
nzl,1950,9.055
nzl,1951,9.763
nzl,1952,10.14
nzl,1953,9.711
nzl,1954,8.597
nzl,1955,9.072
nzl,1956,9.459
nzl,1957,10.02
nzl,1958,10.16
nzl,1959,9.24
nzl,1960,10.28
nzl,1961,9.06
nzl,1962,9.05
nzl,1963,10.29
nzl,1964,8.602
nzl,1965,9.866
nzl,1966,9.773
nzl,1967,10.93
nzl,1968,10.42
nzl,1969,10.73
nzl,1970,10.2
nzl,1971,8.872
nzl,1972,9.488
nzl,1973,9.233
nzl,1974,9.55
nzl,1975,10.1
nzl,1976,9.692
nzl,1977,12.41
nzl,1978,10.64
nzl,1979,9.95
nzl,1980,10.8
nzl,1981,10.18
nzl,1982,11.27
nzl,1983,10.74
nzl,1984,11.67
nzl,1985,9.996
nzl,1986,12.3
nzl,1987,13.6
nzl,1988,13.98
nzl,1989,13.46
nzl,1990,13.11
nzl,1991,13.2
nzl,1992,13.62
nzl,1993,12.02
nzl,1994,13.68
nzl,1995,14.54
nzl,1996,14.22
nzl,1997,14.83
nzl,1998,15.03
nzl,1999,13.35
nzl,2000,11.84
nzl,2001,12.92
nzl,2002,11.67
nzl,2003,12.41
nzl,2004,11.82
nzl,2005,12.18
nic,2002,13.16
nic,2004,12.12
nic,2005,12.12
ner,2002,9.238
ner,2004,9.258
ner,2005,9.258
nga,2002,7.282
nga,2004,7.631
nga,2005,7.631
niu,2002,4.409
niu,2004,4.217
niu,2005,4.217
nor,1951,5.95
nor,1952,6.338
nor,1953,6.934
nor,1954,6.781
nor,1955,6.805
nor,1956,6.657
nor,1957,6.654
nor,1958,6.561
nor,1959,7.133
nor,1960,6.053
nor,1961,6.249
nor,1962,7.25
nor,1963,7.293
nor,1964,6.61
nor,1965,7.194
nor,1966,6.464
nor,1967,6.345
nor,1968,7.569
nor,1969,7.585
nor,1970,7.95
nor,1971,7.773
nor,1972,8.517
nor,1973,8.158
nor,1974,9.949
nor,1975,9.355
nor,1976,10.17
nor,1977,11.02
nor,1978,11.19
nor,1979,11.58
nor,1980,11.61
nor,1981,12.14
nor,1982,13.33
nor,1983,13.71
nor,1984,13.35
nor,1985,13.37
nor,1986,13.02
nor,1987,14.26
nor,1988,15.64
nor,1989,14.23
nor,1990,14.03
nor,1991,14.41
nor,1992,13.01
nor,1993,12.28
nor,1994,11.39
nor,1995,11.55
nor,1996,10.8
nor,1997,10.91
nor,1998,11.61
nor,1999,12.42
nor,2000,11.44
nor,2001,11.29
nor,2002,9.993
nor,2003,10.35
nor,2004,10.72
nor,2005,10.82
omn,2002,3.815
omn,2004,3.717
omn,2005,3.717
pak,2002,13.97
pak,2004,12.87
pak,2005,12.87
plw,2002,5.579
plw,2004,5.554
plw,2005,5.554
pan,1984,1.635
pan,1985,3.117
pan,1986,4.503
pan,1987,4.578
pan,1988,4.238
pan,1989,3.408
pan,1996,4.583
pan,1997,5.683
pan,1998,5.705
pan,1999,5.421
pan,2000,5.35
pan,2001,5.827
pan,2002,5.814
pan,2003,6.696
pan,2004,6.196
pan,2005,6.105
png,2002,12.45
png,2004,11.96
png,2005,11.96
pry,1994,3.006
pry,1995,2.913
pry,1996,2.378
pry,1997,2.833
pry,1998,3.239
pry,1999,3.577
pry,2000,3.373
pry,2001,3.188
pry,2002,3.418
pry,2003,3.386
pry,2004,4.474
pry,2005,4.41
per,2002,1.876
per,2004,1.659
per,2005,1.659
phl,1992,0.6353
phl,1993,1.47
phl,1997,1.351
phl,1998,1.437
phl,1999,1.661
phl,2000,2.189
phl,2001,1.81
phl,2002,1.867
phl,2003,2.186
phl,2004,1.922
phl,2005,1.922
pol,1959,7.339
pol,1960,8.737
pol,1961,9.565
pol,1962,10.06
pol,1963,9.06
pol,1964,9.172
pol,1965,9.626
pol,1966,10.48
pol,1967,10.69
pol,1968,11.05
pol,1969,11.5
pol,1970,11.5
pol,1971,11.82
pol,1972,11.99
pol,1973,11.68
pol,1974,11.12
pol,1975,11.13
pol,1976,11.86
pol,1977,12.11
pol,1978,12.97
pol,1979,12.48
pol,1983,12.14
pol,1984,13.73
pol,1985,13.03
pol,1986,12.76
pol,1987,13.03
pol,1988,11.93
pol,1989,11.04
pol,1990,12.69
pol,1991,13.44
pol,1992,14.31
pol,1993,13.98
pol,1994,13.58
pol,1995,13.36
pol,1996,13.11
pol,1999,13.56
pol,2000,13.78
pol,2001,13.65
pol,2002,13.65
pol,2003,13.39
pol,2004,13.81
pol,2005,13.64
prt,1955,9.764
prt,1956,10.68
prt,1957,8.586
prt,1958,9.343
prt,1959,9.704
prt,1960,9.008
prt,1961,9.241
prt,1962,8.764
prt,1963,9.725
prt,1964,9.65
prt,1965,9.415
prt,1966,9.795
prt,1967,10.14
prt,1968,9.452
prt,1969,8.68
prt,1970,8.104
prt,1971,8.104
prt,1972,7.841
prt,1973,8.201
prt,1974,8.05
prt,1975,8.097
prt,1976,8.302
prt,1977,8.719
prt,1978,9.03
prt,1979,9.505
prt,1980,7.086
prt,1981,7.323
prt,1982,7.76
prt,1983,9.076
prt,1984,9.595
prt,1985,8.798
prt,1986,8.301
prt,1987,8.45
prt,1988,7.0
prt,1989,6.273
prt,1990,7.357
prt,1991,7.869
prt,1992,7.128
prt,1993,6.269
prt,1994,6.146
prt,1995,6.411
prt,1996,4.892
prt,1997,4.765
prt,1998,4.11
prt,1999,3.882
prt,2000,3.696
prt,2001,5.546
prt,2002,8.8
prt,2003,8.101
prt,2004,8.188
prt,2005,8.188
qat,2002,3.256
qat,2004,2.516
qat,2005,2.516
rou,1989,10.38
rou,1990,8.393
rou,1991,8.662
rou,1992,10.73
rou,1993,11.28
rou,1994,11.72
rou,1995,11.34
rou,1996,11.36
rou,1997,11.56
rou,1998,11.27
rou,1999,10.79
rou,2000,11.11
rou,2001,10.66
rou,2002,12.21
rou,2003,11.38
rou,2004,10.64
rou,2005,10.06
rus,1980,32.61
rus,1981,31.97
rus,1982,32.35
rus,1985,29.07
rus,1986,21.38
rus,1987,21.51
rus,1988,22.58
rus,1989,23.99
rus,1990,24.66
rus,1991,24.67
rus,1992,28.77
rus,1993,35.34
rus,1994,39.0
rus,1995,38.4
rus,1996,36.32
rus,1997,34.27
rus,1998,32.1
rus,1999,35.32
rus,2000,35.24
rus,2001,35.49
rus,2002,34.11
rus,2003,31.46
rus,2004,29.86
rus,2005,27.87
rwa,2002,10.79
rwa,2004,13.12
rwa,2005,13.12
kna,2002,0.0
kna,2004,0.0
lca,2002,5.849
lca,2004,8.211
lca,2005,8.211
vct,2002,8.423
vct,2004,9.593
vct,2005,9.593
wsm,2002,5.411
wsm,2004,5.542
wsm,2005,5.542
smr,2002,7.093
smr,2004,6.088
smr,2005,6.088
stp,2002,9.09
stp,2004,10.49
stp,2005,10.49
sau,2002,5.955
sau,2004,6.402
sau,2005,6.402
sen,2002,6.41
sen,2004,6.811
sen,2005,6.811
srb,1998,15.07
srb,1999,16.05
srb,2000,15.5
srb,2001,14.46
srb,2002,14.25
srb,2003,13.75
srb,2004,12.98
srb,2005,13.72
scg,1997,14.15
scg,1998,12.64
scg,1999,13.34
scg,2000,12.89
scg,2001,14.44
scg,2002,14.31
scg,2004,14.47
scg,2005,14.47
syc,2002,10.18
syc,2004,9.508
syc,2005,9.508
sle,2002,13.64
sle,2004,11.98
sle,2005,11.98
sgp,1963,15.67
sgp,1964,14.76
sgp,1965,14.1
sgp,1966,16.72
sgp,1967,15.98
sgp,1968,19.42
sgp,1969,14.0
sgp,1970,13.73
sgp,1971,16.35
sgp,1972,16.65
sgp,1973,15.64
sgp,1974,13.7
sgp,1975,15.87
sgp,1976,15.03
sgp,1977,12.97
sgp,1978,14.89
sgp,1979,14.16
sgp,1980,13.21
sgp,1981,9.032
sgp,1982,11.54
sgp,1983,12.48
sgp,1984,9.511
sgp,1985,14.51
sgp,1986,14.41
sgp,1987,12.83
sgp,1988,15.44
sgp,1989,15.97
sgp,1990,13.37
sgp,1991,10.94
sgp,1992,9.741
sgp,1993,9.713
sgp,1994,10.97
sgp,1995,12.33
sgp,1996,8.069
sgp,1997,9.524
sgp,1998,10.5
sgp,1999,8.28
sgp,2000,8.997
sgp,2001,8.901
sgp,2002,8.92
sgp,2003,8.833
sgp,2004,8.683
sgp,2005,9.128
svk,1992,14.09
svk,1993,13.11
svk,1994,12.27
svk,1995,12.86
svk,1996,11.6
svk,1997,10.74
svk,1998,11.31
svk,1999,11.54
svk,2000,11.97
svk,2001,11.35
svk,2002,11.54
svk,2003,12.08
svk,2004,10.75
svk,2005,10.65
svn,1985,29.96
svn,1986,27.18
svn,1987,27.94
svn,1988,28.47
svn,1989,30.46
svn,1990,24.44
svn,1991,28.39
svn,1992,25.59
svn,1993,27.04
svn,1994,26.89
svn,1995,24.31
svn,1996,25.65
svn,1997,25.3
svn,1998,26.18
svn,1999,24.63
svn,2000,23.93
svn,2001,23.37
svn,2002,21.3
svn,2003,22.0
svn,2004,20.05
svn,2005,19.42
slb,2002,4.683
slb,2004,4.485
slb,2005,4.485
som,2002,10.09
som,2004,29.86
som,2005,29.86
zaf,2002,12.6
zaf,2004,15.71
zaf,2005,15.71
esp,1951,6.003
esp,1952,6.089
esp,1953,6.044
esp,1954,5.903
esp,1955,5.537
esp,1956,5.31
esp,1957,5.281
esp,1958,5.04
esp,1959,5.154
esp,1960,5.52
esp,1961,5.153
esp,1962,4.832
esp,1963,4.821
esp,1964,4.802
esp,1965,4.588
esp,1966,4.46
esp,1967,4.289
esp,1968,4.109
esp,1969,4.218
esp,1970,3.857
esp,1971,4.086
esp,1972,4.214
esp,1973,3.981
esp,1974,3.734
esp,1975,3.674
esp,1976,3.857
esp,1977,3.807
esp,1978,3.833
esp,1979,3.858
esp,1980,4.074
esp,1981,4.204
esp,1982,4.446
esp,1983,5.083
esp,1984,5.76
esp,1985,5.697
esp,1986,6.221
esp,1987,6.199
esp,1988,6.518
esp,1989,6.49
esp,1990,6.246
esp,1991,6.136
esp,1992,5.8
esp,1993,6.375
esp,1994,6.576
esp,1995,6.438
esp,1996,6.783
esp,1997,6.763
esp,1998,6.46
esp,1999,6.21
esp,2000,6.48
esp,2001,5.984
esp,2002,6.222
esp,2003,6.302
esp,2004,6.248
esp,2005,5.888
lka,1950,8.411
lka,1951,9.073
lka,1952,8.764
lka,1953,9.034
lka,1954,10.22
lka,1955,9.111
lka,1956,10.26
lka,1957,10.88
lka,1958,11.22
lka,1959,10.76
lka,1960,12.94
lka,1961,12.58
lka,1962,14.82
lka,1963,15.67
lka,1964,17.49
lka,1965,16.25
lka,1966,16.49
lka,1967,21.32
lka,1968,21.4
lka,1977,21.29
lka,1980,32.42
lka,1981,32.35
lka,1982,34.98
lka,1983,38.27
lka,1984,39.02
lka,1985,38.07
lka,1986,35.9
lka,2002,31.97
lka,2004,28.1
lka,2005,28.1
sdn,2002,8.698
sdn,2004,9.71
sdn,2005,9.71
sur,2002,18.16
sur,2004,20.75
sur,2005,20.75
swz,2002,6.36
swz,2004,12.87
swz,2005,12.87
swe,1951,14.56
swe,1952,14.9
swe,1953,16.39
swe,1954,14.8
swe,1955,15.54
swe,1956,17.59
swe,1957,17.44
swe,1958,14.9
swe,1959,15.87
swe,1960,15.23
swe,1961,14.73
swe,1962,16.22
swe,1963,16.32
swe,1964,17.42
swe,1965,16.63
swe,1966,17.67
swe,1967,19.31
swe,1968,19.36
swe,1969,19.57
swe,1970,19.89
swe,1971,18.2
swe,1972,18.2
swe,1973,18.63
swe,1974,17.77
swe,1975,17.48
swe,1976,17.05
swe,1977,17.41
swe,1978,16.83
swe,1979,18.17
swe,1980,17.27
swe,1981,15.28
swe,1982,16.83
swe,1983,16.53
swe,1984,17.25
swe,1985,15.72
swe,1986,16.13
swe,1987,15.7
swe,1988,16.19
swe,1989,16.02
swe,1990,14.34
swe,1991,14.64
swe,1992,13.0
swe,1993,13.25
swe,1994,12.39
swe,1995,12.8
swe,1996,11.83
swe,1997,11.52
swe,1998,11.33
swe,1999,11.59
swe,2000,10.5
swe,2001,10.85
swe,2002,10.97
swe,2003,10.37
swe,2004,10.69
swe,2005,11.12
che,1951,19.61
che,1952,19.82
che,1953,20.14
che,1954,20.83
che,1955,19.63
che,1956,19.8
che,1957,19.27
che,1958,19.42
che,1959,17.99
che,1960,17.79
che,1961,17.05
che,1962,17.74
che,1963,16.14
che,1964,15.96
che,1965,17.29
che,1966,17.36
che,1967,16.71
che,1968,16.17
che,1969,16.25
che,1970,17.28
che,1971,17.31
che,1972,18.16
che,1973,17.29
che,1974,18.82
che,1975,20.9
che,1976,20.31
che,1977,21.83
che,1978,21.84
che,1979,22.37
che,1980,22.79
che,1981,21.01
che,1982,21.81
che,1983,22.07
che,1984,21.64
che,1985,21.66
che,1986,19.58
che,1987,20.18
che,1988,18.86
che,1989,19.18
che,1990,18.16
che,1991,18.72
che,1992,17.29
che,1993,16.97
che,1994,17.74
che,1995,16.6
che,1996,16.74
che,1997,15.49
che,1998,15.63
che,1999,14.64
che,2000,15.42
che,2001,14.58
che,2002,15.46
che,2003,13.22
che,2004,13.09
che,2005,13.24
syr,2002,0.5609
syr,2004,0.5235
syr,2005,0.5235
tjk,2002,6.512
tjk,2004,2.649
tjk,2005,2.649
tza,2002,3.592
tza,2004,12.41
tza,2005,12.41
tha,2002,10.69
tha,2004,9.847
tha,2005,9.847
tls,2002,13.08
tls,2004,9.633
tls,2005,9.633
tgo,2002,6.584
tgo,2004,6.37
tgo,2005,6.37
ton,2002,4.584
ton,2004,4.528
ton,2005,4.528
tto,1951,4.27
tto,1952,5.576
tto,1953,6.224
tto,1954,6.13
tto,1955,7.999
tto,1956,7.283
tto,1957,7.704
tto,1958,4.839
tto,1960,4.225
tto,1961,4.687
tto,1962,3.849
tto,1963,2.567
tto,1967,5.011
tto,1968,8.639
tto,1970,10.14
tto,1971,6.055
tto,1972,11.4
tto,1973,11.31
tto,1974,8.572
tto,1975,10.16
tto,1976,10.02
tto,1977,9.403
tto,1978,4.743
tto,1979,5.618
tto,1980,4.314
tto,1981,5.463
tto,1982,7.519
tto,1983,9.482
tto,1984,6.576
tto,1985,2.66
tto,1986,9.593
tto,1987,10.63
tto,1988,15.12
tto,1989,15.82
tto,1990,14.84
tto,1991,12.86
tto,1992,14.06
tto,1993,14.8
tto,1994,12.63
tto,1995,16.17
tto,1996,12.48
tto,1997,13.1
tto,1998,13.81
tto,1999,11.52
tto,2000,13.19
tto,2001,13.74
tto,2002,11.65
tto,2004,14.55
tto,2005,14.55
tun,2002,4.508
tun,2004,3.147
tun,2005,3.147
tur,2002,6.716
tur,2004,3.563
tur,2005,3.563
tkm,1981,12.09
tkm,1982,10.14
tkm,1985,9.738
tkm,1986,12.05
tkm,1987,11.17
tkm,1988,10.22
tkm,1989,9.519
tkm,1990,10.63
tkm,1991,9.352
tkm,1992,8.596
tkm,1993,7.836
tkm,1994,7.551
tkm,1995,6.782
tkm,1996,7.723
tkm,1997,8.32
tkm,1998,10.37
tkm,2002,14.02
tkm,2004,12.22
tkm,2005,12.22
tuv,2002,7.891
tuv,2004,7.935
tuv,2005,7.935
uga,2002,3.381
uga,2004,12.29
uga,2005,12.29
ukr,1981,21.63
ukr,1982,22.46
ukr,1985,20.06
ukr,1986,16.48
ukr,1987,17.32
ukr,1988,16.94
ukr,1989,18.93
ukr,1990,18.53
ukr,1991,18.52
ukr,1992,20.15
ukr,1993,21.45
ukr,1994,23.81
ukr,1995,25.24
ukr,1996,26.43
ukr,1997,25.97
ukr,1998,25.86
ukr,1999,25.2
ukr,2000,25.47
ukr,2001,23.25
ukr,2002,22.23
ukr,2003,21.83
ukr,2004,20.05
ukr,2005,18.95
are,2002,3.226
are,2004,1.393
are,2005,1.393
gbr,1950,8.116
gbr,1951,8.081
gbr,1952,7.789
gbr,1953,8.469
gbr,1954,8.929
gbr,1955,8.922
gbr,1956,9.327
gbr,1957,9.353
gbr,1958,9.391
gbr,1959,9.215
gbr,1960,9.089
gbr,1961,9.139
gbr,1962,9.843
gbr,1963,10.09
gbr,1964,9.696
gbr,1965,9.025
gbr,1966,8.777
gbr,1967,8.306
gbr,1968,8.011
gbr,1969,7.532
gbr,1970,6.953
gbr,1971,6.95
gbr,1972,6.81
gbr,1973,6.951
gbr,1974,7.054
gbr,1975,6.728
gbr,1976,6.94
gbr,1977,7.157
gbr,1978,7.269
gbr,1979,7.647
gbr,1980,7.817
gbr,1981,7.911
gbr,1982,7.787
gbr,1983,7.709
gbr,1984,7.73
gbr,1985,7.935
gbr,1986,7.472
gbr,1987,7.162
gbr,1988,7.735
gbr,1989,6.799
gbr,1990,7.277
gbr,1991,7.154
gbr,1992,7.252
gbr,1993,6.969
gbr,1994,6.825
gbr,1995,6.71
gbr,1996,6.43
gbr,1997,6.425
gbr,1998,6.827
gbr,1999,6.818
gbr,2000,6.59
gbr,2001,6.352
gbr,2002,6.371
gbr,2003,6.056
gbr,2004,6.271
gbr,2005,6.015
usa,1950,11.22
usa,1951,10.25
usa,1952,9.89
usa,1953,9.985
usa,1954,10.05
usa,1955,10.13
usa,1956,9.942
usa,1957,9.771
usa,1958,10.76
usa,1959,10.66
usa,1960,10.79
usa,1961,10.62
usa,1962,11.18
usa,1963,11.4
usa,1964,11.15
usa,1965,11.52
usa,1966,11.28
usa,1967,11.2
usa,1968,11.05
usa,1969,11.41
usa,1970,11.84
usa,1971,11.88
usa,1972,12.13
usa,1973,12.01
usa,1974,12.13
usa,1975,12.46
usa,1976,12.09
usa,1977,12.67
usa,1978,11.81
usa,1979,11.56
usa,1980,11.24
usa,1981,11.42
usa,1982,11.49
usa,1983,11.35
usa,1984,11.54
usa,1985,11.45
usa,1986,11.85
usa,1987,11.66
usa,1988,11.39
usa,1989,11.25
usa,1990,11.45
usa,1991,11.3
usa,1992,11.06
usa,1993,11.19
usa,1994,11.13
usa,1995,11.06
usa,1996,10.77
usa,1997,10.52
usa,1998,10.38
usa,1999,9.818
usa,2000,9.533
usa,2001,9.812
usa,2002,9.955
usa,2003,9.815
usa,2004,10.03
usa,2005,9.927
ury,1955,12.87
ury,1956,15.14
ury,1957,11.89
ury,1958,11.73
ury,1959,12.44
ury,1960,13.1
ury,1963,10.55
ury,1964,8.93
ury,1965,11.48
ury,1966,11.13
ury,1967,10.53
ury,1968,10.59
ury,1969,10.87
ury,1970,9.653
ury,1971,10.68
ury,1972,11.41
ury,1973,11.73
ury,1974,11.67
ury,1975,9.964
ury,1976,10.62
ury,1977,11.35
ury,1978,10.21
ury,1980,9.036
ury,1981,8.679
ury,1982,10.5
ury,1983,10.58
ury,1984,10.63
ury,1985,9.042
ury,1986,8.043
ury,1987,7.965
ury,1988,8.319
ury,1989,10.64
ury,1990,9.605
ury,1993,12.14
ury,1994,11.7
ury,1995,12.44
ury,1996,11.66
ury,1997,13.11
ury,1998,14.96
ury,1999,12.65
ury,2000,15.65
ury,2001,13.93
ury,2002,15.71
ury,2004,14.54
ury,2005,14.54
ussr,1982,26.63
ussr,1983,27.69
ussr,1984,29.18
ussr,1985,24.15
ussr,1986,18.44
ussr,1987,18.65
ussr,1988,19.01
ussr,1989,20.55
ussr,1990,20.62
uzb,1981,9.734
uzb,1982,9.309
uzb,1985,11.1
uzb,1986,9.965
uzb,1987,9.257
uzb,1988,8.482
uzb,1989,10.02
uzb,1990,9.492
uzb,1991,8.909
uzb,1992,7.86
uzb,1993,8.021
uzb,1994,8.265
uzb,1995,8.702
uzb,1996,9.524
uzb,1997,8.368
uzb,1998,8.327
uzb,1999,8.866
uzb,2000,9.197
uzb,2001,8.772
uzb,2002,7.034
uzb,2003,6.274
uzb,2004,5.342
uzb,2005,5.214
vut,2002,5.111
vut,2004,4.983
vut,2005,4.983
ven,1955,7.141
ven,1956,7.792
ven,1957,6.423
ven,1958,7.79
ven,1959,7.691
ven,1960,7.85
ven,1961,7.562
ven,1962,7.472
ven,1963,7.586
ven,1964,8.173
ven,1965,8.598
ven,1966,9.178
ven,1967,8.547
ven,1968,8.211
ven,1969,9.792
ven,1970,9.39
ven,1971,8.794
ven,1972,8.418
ven,1973,7.924
ven,1974,6.535
ven,1975,7.114
ven,1976,6.174
ven,1977,5.968
ven,1978,6.488
ven,1979,5.366
ven,1980,6.611
ven,1981,5.703
ven,1982,5.701
ven,1983,6.29
ven,1985,6.141
ven,1986,5.939
ven,1987,5.382
ven,1988,5.792
ven,1989,5.941
ven,1990,6.219
ven,1992,5.751
ven,1993,5.566
ven,1994,6.086
ven,1996,5.279
ven,1997,5.359
ven,1998,5.531
ven,1999,5.878
ven,2000,5.885
ven,2001,6.181
ven,2002,5.708
ven,2003,4.959
ven,2004,4.334
ven,2005,4.12
deu_west,1952,15.99
deu_west,1953,16.46
deu_west,1954,17.54
deu_west,1955,17.22
deu_west,1956,16.76
deu_west,1957,16.41
deu_west,1958,16.92
deu_west,1959,16.6
deu_west,1960,16.65
deu_west,1961,16.64
deu_west,1962,16.26
deu_west,1963,17.08
deu_west,1964,17.79
deu_west,1965,17.57
deu_west,1966,18.12
deu_west,1967,19.04
deu_west,1968,18.43
deu_west,1969,18.77
deu_west,1970,19.29
deu_west,1971,18.78
deu_west,1972,17.86
deu_west,1973,18.55
deu_west,1974,18.68
deu_west,1975,18.54
deu_west,1976,19.2
deu_west,1977,20.0
deu_west,1978,19.4
deu_west,1979,18.42
deu_west,1980,17.6
deu_west,1981,18.32
deu_west,1982,17.97
deu_west,1983,17.65
deu_west,1984,16.75
deu_west,1985,16.79
deu_west,1986,15.24
deu_west,1987,15.04
deu_west,1988,13.81
deu_west,1989,12.88
deu_west,1990,12.36
vnm,2002,13.01
vnm,2004,11.65
vnm,2005,11.65
yem,2002,6.133
yem,2004,6.266
yem,2005,6.266
yug,1968,13.3
yug,1969,14.45
yug,1978,13.65
yug,1979,13.79
yug,1980,14.18
yug,1981,15.06
yug,1982,15.32
yug,1983,15.27
yug,1984,15.44
yug,1985,14.97
yug,1986,14.86
yug,1987,15.86
yug,1988,15.0
yug,1989,15.05
yug,1990,13.88
zmb,2002,6.08
zmb,2004,12.02
zmb,2005,12.02
zwe,2002,7.541
zwe,2004,13.91
zwe,2005,13.91
