geo,breast_cancer_deaths_per_100000_women,time
nor,17.82,1966
nor,16.39,1967
nor,19.9,1968
nor,18.93,1969
nor,16.96,1970
nor,17.35,1971
nor,17.7,1972
nor,17.99,1973
nor,17.9,1974
nor,17.37,1975
nor,17.78,1976
nor,18.96,1977
nor,19.36,1978
nor,19.06,1979
nor,17.49,1980
nor,17.86,1981
nor,17.92,1982
nor,16.69,1983
nor,17.8,1984
nor,18.16,1985
nor,19.55,1986
nor,18.41,1987
nor,19.64,1988
nor,18.86,1989
nor,19.11,1990
nor,17.91,1991
nor,18.81,1992
nor,19.35,1993
nor,19.9,1994
nor,18.96,1995
nor,19.72,1996
nor,17.56,1997
nor,17.92,1998
nor,16.23,1999
nor,16.84,2000
nor,16.91,2001
nor,15.99,2002
omn,5.8,2002
pak,22.0,2002
pan,4.94,1955
pan,4.24,1956
pan,5.74,1957
pan,3.64,1958
pan,4.43,1959
pan,6.92,1960
pan,6.03,1961
pan,7.15,1962
pan,5.83,1963
pan,6.75,1964
pan,6.62,1965
pan,9.66,1966
pan,5.3,1967
pan,6.72,1968
pan,4.95,1969
pan,5.0,1970
pan,7.12,1971
pan,5.49,1972
pan,6.87,1973
pan,6.26,1974
pan,7.04,1975
pan,7.7,1976
pan,6.3,1977
pan,5.62,1978
pan,7.93,1979
pan,7.87,1980
pan,6.54,1981
pan,7.1,1982
pan,7.85,1983
pan,7.94,1984
pan,10.64,1985
pan,7.03,1986
pan,7.69,1987
pan,8.61,1988
pan,10.37,1989
pan,8.66,1996
pan,8.54,1997
pan,9.31,1998
pan,7.69,1999
pan,10.15,2000
pan,8.96,2001
pan,8.01,2002
png,8.0,2002
pry,13.9,2002
per,14.0,2002
phl,27.1,2002
pol,5.15,1959
pol,5.81,1960
pol,6.86,1961
pol,7.55,1962
pol,9.28,1963
pol,10.09,1964
pol,10.8,1965
pol,10.8,1966
pol,11.43,1967
pol,11.09,1968
pol,11.9,1969
pol,11.46,1970
pol,11.79,1971
pol,12.28,1972
pol,12.61,1973
pol,13.04,1974
pol,13.32,1975
pol,13.84,1976
pol,13.51,1977
pol,14.13,1978
pol,14.16,1979
pol,14.79,1980
pol,15.14,1981
pol,15.1,1982
pol,14.85,1983
pol,15.26,1984
pol,15.09,1985
pol,15.07,1986
pol,15.16,1987
pol,15.57,1988
pol,15.52,1989
pol,16.13,1990
pol,15.51,1991
pol,16.24,1992
pol,15.75,1993
pol,15.89,1994
pol,16.31,1995
pol,16.13,1996
pol,14.78,1999
pol,15.01,2000
pol,14.94,2001
pol,14.91,2002
prt,10.58,1955
prt,11.02,1956
prt,10.54,1957
prt,10.86,1958
prt,11.46,1959
prt,12.04,1960
prt,11.09,1961
prt,12.33,1962
prt,12.15,1963
prt,12.47,1964
prt,13.55,1965
prt,12.86,1966
prt,12.47,1967
prt,13.03,1968
prt,13.36,1969
prt,12.88,1970
prt,15.01,1971
prt,14.67,1972
prt,14.01,1973
prt,14.59,1974
prt,14.19,1975
prt,15.14,1976
prt,14.07,1977
prt,15.18,1978
prt,15.4,1979
prt,15.6,1980
prt,15.26,1981
prt,16.71,1982
prt,16.26,1983
prt,16.57,1984
prt,16.83,1985
prt,16.37,1986
prt,17.0,1987
prt,16.89,1988
prt,17.46,1989
prt,17.6,1990
prt,18.16,1991
prt,18.58,1992
prt,17.23,1993
prt,17.44,1994
prt,16.99,1995
prt,17.3,1996
prt,17.02,1997
prt,16.51,1998
prt,15.59,1999
prt,15.52,2000
prt,16.47,2001
prt,15.46,2002
pri,14.3,2002
qat,14.6,2002
rou,5.47,1959
rou,6.23,1960
rou,7.43,1961
rou,8.13,1962
rou,8.24,1963
rou,8.95,1964
rou,8.8,1965
rou,9.66,1966
rou,8.66,1967
rou,8.93,1968
rou,9.4,1969
rou,10.02,1970
rou,10.6,1971
rou,10.44,1972
rou,10.25,1973
rou,10.34,1974
rou,10.75,1975
rou,11.04,1976
rou,11.61,1977
rou,12.17,1978
rou,12.06,1980
rou,12.33,1981
rou,12.84,1982
rou,13.35,1983
rou,13.16,1984
rou,13.55,1985
rou,13.76,1986
rou,13.66,1987
rou,14.95,1988
rou,14.72,1989
rou,14.98,1990
rou,14.64,1991
rou,14.56,1992
rou,14.9,1993
rou,15.25,1994
rou,16.01,1995
rou,15.71,1996
rou,15.39,1997
rou,16.02,1998
rou,16.37,1999
rou,16.49,2000
rou,16.42,2001
rou,16.3,2002
rus,10.87,1980
rus,10.96,1981
rus,11.54,1982
rus,11.61,1983
rus,12.06,1984
rus,12.38,1985
rus,12.98,1986
rus,12.97,1987
rus,13.28,1988
rus,13.82,1989
rus,13.97,1990
rus,14.42,1991
rus,15.28,1992
rus,15.59,1993
rus,16.13,1994
rus,15.97,1995
rus,16.2,1996
rus,16.62,1997
rus,16.98,1998
rus,17.12,1999
rus,17.16,2000
rus,16.84,2001
rus,16.98,2002
rwa,6.2,2002
wsm,15.8,2002
sau,10.9,2002
sen,13.3,2002
scg,21.2,2002
sle,19.8,2002
sgp,9.76,1963
sgp,9.79,1964
sgp,8.8,1965
sgp,10.87,1966
sgp,11.32,1967
sgp,9.2,1968
sgp,11.99,1969
sgp,9.45,1970
sgp,7.97,1971
sgp,10.88,1972
sgp,9.4,1973
sgp,10.42,1974
sgp,11.46,1975
sgp,9.06,1976
sgp,10.51,1977
sgp,14.01,1978
sgp,13.48,1979
sgp,13.88,1980
sgp,15.07,1981
sgp,10.87,1982
sgp,10.6,1983
sgp,10.76,1984
sgp,13.52,1985
sgp,13.41,1986
sgp,13.83,1987
sgp,10.43,1988
sgp,12.29,1989
sgp,13.93,1990
sgp,13.44,1991
sgp,12.07,1992
sgp,13.53,1993
sgp,12.1,1994
sgp,12.48,1995
sgp,11.0,1996
sgp,11.79,1997
sgp,10.68,1998
sgp,12.4,1999
sgp,10.74,2000
sgp,11.81,2001
sgp,11.87,2002
svk,16.79,1992
svk,17.7,1993
svk,17.38,1994
svk,17.25,1995
svk,16.99,1996
svk,17.85,1997
svk,17.99,1998
svk,19.08,1999
svk,18.38,2000
svk,18.48,2001
svk,16.95,2002
svn,21.24,1985
svn,22.2,1986
svn,21.76,1987
svn,21.5,1988
svn,21.63,1989
svn,21.11,1990
svn,23.16,1991
svn,22.51,1992
svn,26.19,1993
svn,21.84,1994
svn,22.52,1995
svn,20.5,1996
svn,19.54,1997
svn,20.38,1998
svn,22.02,1999
svn,18.41,2000
svn,19.85,2001
svn,21.0,2002
slb,13.9,2002
som,14.2,2002
zaf,10.72,1993
zaf,12.23,1994
zaf,11.22,1995
zaf,11.89,1996
zaf,10.53,1997
zaf,11.0,1998
zaf,11.38,1999
zaf,11.28,2000
zaf,12.33,2001
zaf,11.49,2002
esp,5.37,1951
esp,5.69,1952
esp,5.32,1953
esp,6.0,1954
esp,6.27,1955
esp,6.04,1956
esp,6.41,1957
esp,6.39,1958
esp,6.67,1959
esp,8.26,1960
esp,8.59,1961
esp,9.23,1962
esp,9.43,1963
esp,9.6,1964
esp,9.46,1965
esp,9.22,1966
esp,9.93,1967
esp,9.85,1968
esp,10.24,1969
esp,10.09,1970
esp,11.11,1971
esp,11.29,1972
esp,11.31,1973
esp,11.61,1974
esp,12.31,1975
esp,13.25,1976
esp,13.2,1977
esp,13.23,1978
esp,13.09,1979
esp,13.74,1980
esp,13.65,1981
esp,14.36,1982
esp,14.33,1983
esp,15.1,1984
esp,14.99,1985
esp,15.65,1986
esp,16.62,1987
esp,16.93,1988
esp,17.22,1989
esp,17.19,1990
esp,17.31,1991
esp,17.3,1992
esp,17.88,1993
esp,17.38,1994
esp,17.42,1995
esp,15.94,1996
esp,15.84,1997
esp,15.56,1998
esp,14.88,1999
esp,14.36,2000
esp,14.73,2001
esp,14.04,2002
lka,10.3,2002
sdn,16.6,2002
sur,4.01,1963
sur,10.31,1964
sur,6.49,1965
sur,8.76,1966
sur,9.88,1971
sur,8.8,1972
sur,3.59,1973
sur,13.84,1975
sur,7.85,1976
sur,12.1,1977
sur,10.64,1978
sur,12.32,1979
sur,7.56,1980
sur,7.72,1981
sur,8.05,1982
sur,10.78,1984
sur,5.93,1985
sur,6.67,1986
sur,7.52,1987
sur,7.58,1988
sur,4.81,1989
sur,10.02,1990
sur,9.19,1991
sur,11.25,1992
sur,5.68,1995
sur,4.9,1996
sur,15.62,1997
sur,11.28,1998
sur,10.15,1999
sur,10.84,2000
sur,12.9,2002
swz,8.9,2002
swe,15.49,1951
swe,18.48,1952
swe,19.32,1953
swe,18.95,1954
swe,19.62,1955
swe,18.14,1956
swe,18.79,1957
swe,18.3,1958
swe,18.68,1959
swe,19.59,1960
swe,19.91,1961
swe,19.12,1962
swe,19.09,1963
swe,19.93,1964
swe,17.81,1965
swe,18.66,1966
swe,18.11,1967
swe,18.43,1968
swe,19.13,1969
swe,18.48,1970
swe,19.25,1971
swe,20.71,1972
swe,19.9,1973
swe,20.29,1974
swe,19.94,1975
swe,18.91,1976
swe,19.18,1977
swe,17.8,1978
swe,18.81,1979
swe,19.27,1980
swe,18.06,1981
swe,18.54,1982
swe,18.25,1983
swe,18.14,1984
swe,17.94,1985
swe,17.42,1986
swe,17.31,1987
swe,18.69,1988
swe,17.6,1989
swe,17.79,1990
swe,17.45,1991
swe,17.92,1992
swe,17.17,1993
swe,16.66,1994
swe,17.27,1995
swe,16.38,1996
swe,15.78,1997
swe,17.05,1998
swe,15.52,1999
swe,16.48,2000
swe,15.22,2001
swe,14.66,2002
che,21.8,1951
che,22.34,1952
che,21.61,1953
che,21.74,1954
che,23.27,1955
che,21.88,1956
che,22.22,1957
che,21.75,1958
che,21.09,1959
che,22.71,1960
che,21.98,1961
che,22.25,1962
che,22.15,1963
che,22.21,1964
che,22.91,1965
che,23.05,1966
che,22.76,1967
che,23.52,1968
che,23.69,1969
che,23.21,1970
che,24.61,1971
che,23.8,1972
che,24.46,1973
che,23.43,1974
che,24.82,1975
che,23.45,1976
che,24.03,1977
che,24.28,1978
che,23.83,1979
che,23.9,1980
che,24.36,1981
che,24.27,1982
che,25.2,1983
che,24.61,1984
che,25.22,1985
che,24.55,1986
che,24.96,1987
che,25.03,1988
che,23.3,1989
che,24.2,1990
che,24.44,1991
che,24.01,1992
che,24.03,1993
che,22.99,1994
che,22.82,1995
che,20.36,1996
che,20.13,1997
che,18.88,1998
che,16.91,1999
che,18.13,2000
che,17.72,2001
che,17.32,2002
syr,19.9,2002
tjk,4.62,1980
tjk,5.23,1981
tjk,4.6,1984
tjk,6.54,1985
tjk,6.05,1986
tjk,5.56,1987
tjk,7.98,1988
tjk,6.17,1989
tjk,4.47,1990
tjk,7.69,1991
tjk,5.13,1992
tjk,4.33,1993
tjk,4.38,1994
tjk,3.88,1995
tjk,3.95,1996
tjk,3.71,1997
tjk,4.97,1998
tjk,4.7,1999
tjk,5.45,2000
tjk,5.68,2001
tjk,5.46,2002
tza,15.5,2002
tha,0.43,1957
tha,0.53,1958
tha,0.49,1959
tha,0.53,1960
tha,0.59,1961
tha,0.76,1962
tha,0.82,1963
tha,0.91,1964
tha,0.61,1965
tha,0.66,1966
tha,0.86,1967
tha,0.85,1968
tha,0.71,1969
tha,0.84,1970
tha,0.7,1971
tha,0.66,1972
tha,0.72,1973
tha,0.87,1974
tha,0.95,1975
tha,0.65,1976
tha,0.76,1977
tha,0.93,1978
tha,1.09,1979
tha,1.18,1980
tha,1.37,1981
tha,1.16,1982
tha,1.16,1983
tha,0.83,1984
tha,0.78,1985
tha,0.72,1986
tha,0.96,1987
tha,0.96,1990
tha,1.19,1991
tha,1.26,1992
tha,1.62,1994
tha,1.66,1995
tha,1.71,1996
tha,1.58,1997
tha,1.64,1998
tha,2.72,1999
tha,3.28,2000
tha,4.13,2002
tgo,19.8,2002
tto,8.01,1951
tto,14.11,1952
tto,10.82,1953
tto,12.5,1954
tto,15.38,1955
tto,14.58,1956
tto,11.85,1957
tto,13.15,1958
tto,9.89,1960
tto,8.96,1961
tto,12.11,1962
tto,11.68,1963
tto,14.36,1966
tto,20.73,1967
tto,16.04,1968
tto,14.15,1970
tto,15.67,1971
tto,13.79,1972
tto,17.01,1973
tto,12.69,1974
tto,13.59,1975
tto,8.79,1976
tto,12.61,1977
tto,19.34,1978
tto,12.09,1979
tto,20.57,1980
tto,16.48,1981
tto,15.33,1982
tto,16.0,1983
tto,20.81,1984
tto,17.77,1985
tto,19.71,1986
tto,23.71,1987
tto,24.77,1988
tto,20.11,1989
tto,21.97,1990
tto,17.8,1991
tto,17.05,1992
tto,20.9,1993
tto,21.31,1994
tto,23.03,1995
tto,23.15,1996
tto,20.17,1997
tto,21.8,1998
tto,17.58,1999
tto,19.88,2000
tto,16.38,2001
tto,21.39,2002
tun,14.2,2002
tur,9.7,2002
tkm,5.54,1981
tkm,6.65,1982
tkm,6.8,1985
tkm,7.14,1986
tkm,6.14,1987
tkm,6.58,1988
tkm,6.59,1989
tkm,8.63,1990
tkm,7.81,1991
tkm,8.86,1992
tkm,9.2,1993
tkm,8.7,1994
tkm,7.94,1995
tkm,7.54,1996
tkm,6.79,1997
tkm,6.23,1998
tkm,8.5,2002
uga,13.4,2002
ukr,12.02,1981
ukr,12.88,1982
ukr,13.53,1985
ukr,14.08,1986
ukr,14.41,1987
ukr,14.45,1988
ukr,15.39,1989
ukr,15.58,1990
ukr,16.07,1991
ukr,16.56,1992
ukr,17.49,1993
ukr,17.78,1994
ukr,17.76,1995
ukr,17.51,1996
ukr,17.38,1997
ukr,17.77,1998
ukr,18.15,1999
ukr,18.2,2000
ukr,17.56,2001
ukr,18.04,2002
are,10.5,2002
gbr,23.5,1950
gbr,23.23,1951
gbr,23.62,1952
gbr,23.07,1953
gbr,23.48,1954
gbr,23.4,1955
gbr,23.46,1956
gbr,23.41,1957
gbr,23.85,1958
gbr,23.05,1959
gbr,23.76,1960
gbr,24.02,1961
gbr,23.99,1962
gbr,24.16,1963
gbr,25.02,1964
gbr,24.37,1965
gbr,24.44,1966
gbr,25.04,1967
gbr,25.23,1968
gbr,26.07,1969
gbr,26.28,1970
gbr,26.65,1971
gbr,26.86,1972
gbr,27.46,1973
gbr,26.59,1974
gbr,27.43,1975
gbr,27.47,1976
gbr,27.57,1977
gbr,27.77,1978
gbr,27.71,1979
gbr,28.14,1980
gbr,28.47,1981
gbr,28.24,1982
gbr,28.36,1983
gbr,29.11,1984
gbr,29.03,1985
gbr,29.29,1986
gbr,29.01,1987
gbr,28.86,1988
gbr,29.21,1989
gbr,28.09,1990
gbr,27.76,1991
gbr,27.37,1992
gbr,26.37,1993
gbr,26.03,1994
gbr,25.18,1995
gbr,23.8,1996
gbr,23.24,1997
gbr,22.71,1998
gbr,22.01,1999
gbr,21.49,2000
gbr,21.18,2001
gbr,20.6,2002
usa,20.61,1950
usa,20.27,1951
usa,20.57,1952
usa,20.72,1953
usa,20.58,1954
usa,21.08,1955
usa,20.92,1956
usa,20.81,1957
usa,20.36,1958
usa,20.3,1959
usa,20.66,1960
usa,20.68,1961
usa,20.7,1962
usa,20.76,1963
usa,21.08,1964
usa,21.31,1965
usa,21.41,1966
usa,21.58,1967
usa,21.82,1968
usa,21.5,1969
usa,21.71,1970
usa,21.5,1971
usa,22.05,1972
usa,22.15,1973
usa,21.96,1974
usa,21.59,1975
usa,21.83,1976
usa,22.27,1977
usa,21.86,1978
usa,21.5,1979
usa,21.87,1980
usa,21.94,1981
usa,22.07,1982
usa,22.05,1983
usa,22.54,1984
usa,22.6,1985
usa,22.45,1986
usa,22.29,1987
usa,22.55,1988
usa,22.42,1989
usa,22.31,1990
usa,21.99,1991
usa,21.3,1992
usa,20.97,1993
usa,20.65,1994
usa,20.41,1995
usa,19.57,1996
usa,18.76,1997
usa,18.22,1998
usa,17.43,1999
usa,17.42,2000
usa,17.01,2001
usa,16.65,2002
ury,22.42,1955
ury,19.87,1956
ury,21.05,1957
ury,22.94,1958
ury,21.23,1959
ury,22.93,1960
ury,20.15,1963
ury,21.48,1964
ury,21.81,1965
ury,19.2,1966
ury,23.36,1967
ury,22.58,1968
ury,24.63,1969
ury,23.27,1970
ury,25.93,1971
ury,24.41,1972
ury,23.43,1973
ury,25.21,1974
ury,23.45,1975
ury,24.59,1976
ury,24.59,1977
ury,23.8,1978
ury,25.06,1980
ury,24.78,1981
ury,22.41,1982
ury,24.99,1983
ury,25.49,1984
ury,24.63,1985
ury,26.07,1986
ury,23.53,1987
ury,27.28,1988
ury,24.78,1989
ury,25.68,1990
ury,24.39,1993
ury,25.01,1994
ury,24.46,1995
ury,24.01,1996
ury,23.69,1997
ury,24.47,1998
ury,21.21,1999
ury,23.96,2000
ury,21.0,2001
ury,21.91,2002
uzb,6.09,1981
uzb,6.33,1982
uzb,6.52,1985
uzb,7.54,1986
uzb,7.15,1987
uzb,7.44,1988
uzb,7.62,1989
uzb,7.74,1990
uzb,7.5,1991
uzb,7.29,1992
uzb,8.22,1993
uzb,7.92,1994
uzb,7.49,1995
uzb,7.55,1996
uzb,7.42,1997
uzb,7.32,1998
uzb,8.04,1999
uzb,8.1,2000
uzb,7.62,2002
vut,11.1,2002
ven,8.07,1955
ven,8.09,1956
ven,7.47,1957
ven,7.12,1958
ven,8.26,1959
ven,8.13,1960
ven,7.32,1961
ven,8.51,1962
ven,9.46,1963
ven,8.89,1964
ven,9.1,1965
ven,8.2,1966
ven,7.86,1967
ven,9.39,1968
ven,9.45,1969
ven,9.47,1970
ven,9.1,1971
ven,8.94,1972
ven,9.29,1973
ven,7.76,1974
ven,8.29,1975
ven,8.89,1976
ven,9.58,1977
ven,8.82,1978
ven,9.62,1979
ven,8.2,1980
ven,7.91,1981
ven,8.29,1982
ven,8.9,1983
ven,8.4,1985
ven,8.99,1986
ven,9.9,1987
ven,9.85,1988
ven,9.39,1989
ven,10.41,1990
ven,11.28,1992
ven,10.33,1993
ven,11.65,1994
ven,11.33,1996
ven,11.23,1997
ven,11.73,1998
ven,11.34,1999
ven,11.84,2000
ven,11.45,2001
ven,12.0,2002
vnm,7.1,2002
yem,15.6,2002
zmb,10.0,2002
zwe,14.1,2002
