traffic_mortality_children_0_14_per_100000_people,geo,time
2.821,swe,1991
2.362,swe,1992
1.75,swe,1993
2.057,swe,1994
2.015,swe,1995
1.48,swe,1996
1.536,swe,1997
2.011,swe,1998
2.231,swe,1999
1.066,swe,2000
1.194,swe,2001
1.009,swe,2002
1.054,swe,2003
0.82,swe,2004
0.5185,swe,2005
1.137,swe,2006
0.573,swe,2007
8.541,che,1951
9.518,che,1952
8.99,che,1953
7.654,che,1954
8.526,che,1955
8.597,che,1956
10.45,che,1957
11.35,che,1958
10.11,che,1959
10.99,che,1960
10.87,che,1961
12.21,che,1962
12.05,che,1963
11.04,che,1964
10.99,che,1965
11.21,che,1966
13.96,che,1967
13.14,che,1968
11.41,che,1969
12.36,che,1970
14.01,che,1971
12.27,che,1972
10.64,che,1973
9.079,che,1974
9.449,che,1975
8.7,che,1976
9.734,che,1977
8.734,che,1978
8.165,che,1979
6.264,che,1980
7.87,che,1981
6.87,che,1982
6.206,che,1983
5.133,che,1984
5.491,che,1985
6.265,che,1986
4.105,che,1987
4.013,che,1988
3.717,che,1989
4.449,che,1990
4.882,che,1991
3.015,che,1992
3.623,che,1993
3.876,che,1994
3.61,che,1995
2.956,che,1996
2.874,che,1997
2.949,che,1998
3.352,che,1999
2.413,che,2000
2.13,che,2001
1.769,che,2002
1.768,che,2003
1.468,che,2004
1.43,che,2005
1.354,che,2006
1.374,che,2007
0.0,tto,1951
0.6883,tto,1952
5.626,tto,1953
5.491,tto,1954
3.915,tto,1955
5.669,tto,1956
9.0,tto,1957
5.137,tto,1958
6.107,tto,1960
6.002,tto,1961
7.65,tto,1962
4.52,tto,1963
6.254,tto,1967
5.327,tto,1968
8.57,tto,1970
6.178,tto,1971
8.115,tto,1972
8.513,tto,1973
9.592,tto,1974
7.041,tto,1975
10.71,tto,1976
8.005,tto,1977
5.757,tto,1978
8.864,tto,1979
9.281,tto,1980
7.163,tto,1981
8.294,tto,1982
6.772,tto,1983
5.807,tto,1984
3.346,tto,1985
6.798,tto,1986
3.75,tto,1987
2.975,tto,1988
2.478,tto,1989
4.385,tto,1990
5.627,tto,1991
4.783,tto,1992
3.968,tto,1993
3.405,tto,1994
1.117,tto,1995
3.895,tto,1996
4.755,tto,1997
3.659,tto,1998
4.211,tto,1999
2.853,tto,2000
3.477,tto,2001
2.044,tto,2002
6.238,tkm,1981
5.263,tkm,1982
5.466,tkm,1985
6.633,tkm,1986
5.384,tkm,1987
6.684,tkm,1988
6.363,tkm,1989
7.636,tkm,1990
9.253,tkm,1991
6.715,tkm,1992
7.722,tkm,1993
5.69,tkm,1994
4.621,tkm,1995
3.711,tkm,1996
4.426,tkm,1997
3.995,tkm,1998
5.518,ukr,1981
5.82,ukr,1982
4.381,ukr,1985
5.14,ukr,1986
4.936,ukr,1987
5.254,ukr,1988
6.408,ukr,1989
7.215,ukr,1990
6.77,ukr,1991
5.486,ukr,1992
4.808,ukr,1993
4.592,ukr,1994
4.495,ukr,1995
3.637,ukr,1996
3.062,ukr,1997
3.325,ukr,1998
2.704,ukr,1999
3.166,ukr,2000
3.423,ukr,2001
3.656,ukr,2002
3.508,ukr,2003
3.604,ukr,2004
4.681,ukr,2005
4.489,ukr,2006
7.65,gbr,1950
8.225,gbr,1951
7.087,gbr,1952
7.249,gbr,1953
5.88,gbr,1954
6.689,gbr,1955
6.248,gbr,1956
5.604,gbr,1957
5.966,gbr,1958
5.977,gbr,1959
6.55,gbr,1960
6.579,gbr,1961
6.5,gbr,1962
6.688,gbr,1963
7.132,gbr,1964
7.273,gbr,1965
7.226,gbr,1966
7.021,gbr,1967
7.211,gbr,1968
6.963,gbr,1969
6.764,gbr,1970
7.443,gbr,1971
6.938,gbr,1972
6.852,gbr,1973
5.678,gbr,1974
5.473,gbr,1975
4.958,gbr,1976
5.054,gbr,1977
5.96,gbr,1978
5.249,gbr,1979
4.763,gbr,1980
3.452,gbr,1981
4.379,gbr,1982
5.172,gbr,1983
4.961,gbr,1984
4.772,gbr,1985
4.086,gbr,1986
4.055,gbr,1987
4.137,gbr,1988
4.045,gbr,1989
3.647,gbr,1990
3.366,gbr,1991
2.888,gbr,1992
2.477,gbr,1993
2.528,gbr,1994
2.028,gbr,1995
1.96,gbr,1996
2.076,gbr,1997
1.769,gbr,1998
1.627,gbr,1999
1.421,gbr,2000
1.534,gbr,2001
1.343,gbr,2002
1.124,gbr,2003
1.214,gbr,2004
1.104,gbr,2005
1.286,gbr,2006
1.135,gbr,2007
9.513,usa,1950
9.708,usa,1951
9.497,usa,1952
9.491,usa,1953
8.777,usa,1954
8.668,usa,1955
8.73,usa,1956
8.401,usa,1957
8.434,usa,1958
8.31,usa,1959
8.479,usa,1960
8.1,usa,1961
8.437,usa,1962
8.537,usa,1963
9.143,usa,1964
9.298,usa,1965
10.07,usa,1966
9.863,usa,1967
10.22,usa,1968
10.38,usa,1969
10.33,usa,1970
10.72,usa,1971
10.87,usa,1972
11.06,usa,1973
8.959,usa,1974
9.01,usa,1975
8.881,usa,1976
8.821,usa,1977
9.057,usa,1978
8.024,usa,1979
7.522,usa,1980
6.941,usa,1981
6.475,usa,1982
6.188,usa,1983
6.112,usa,1984
6.292,usa,1985
6.322,usa,1986
6.41,usa,1987
6.439,usa,1988
6.102,usa,1989
5.559,usa,1990
5.246,usa,1991
4.871,usa,1992
5.043,usa,1993
5.172,usa,1994
4.959,usa,1995
4.864,usa,1996
4.687,usa,1997
4.468,usa,1998
4.231,usa,1999
4.007,usa,2000
3.752,usa,2001
3.61,usa,2002
3.589,usa,2003
3.605,usa,2004
3.266,usa,2005
2.302,ury,1955
5.023,ury,1956
2.442,ury,1957
2.365,ury,1958
2.464,ury,1959
2.891,ury,1960
2.723,ury,1963
1.841,ury,1964
2.511,ury,1965
2.635,ury,1966
2.108,ury,1967
2.278,ury,1968
2.673,ury,1969
2.923,ury,1970
2.825,ury,1971
2.813,ury,1972
3.98,ury,1973
3.11,ury,1974
3.053,ury,1975
2.87,ury,1976
1.851,ury,1977
3.625,ury,1978
3.966,ury,1980
3.33,ury,1981
2.967,ury,1982
2.601,ury,1983
2.886,ury,1984
2.758,ury,1985
3.348,ury,1986
3.8,ury,1987
5.941,ury,1988
5.194,ury,1989
4.122,ury,1990
4.606,ury,1993
4.127,ury,1994
4.545,ury,1995
3.732,ury,1996
3.389,ury,1997
4.139,ury,1998
4.18,ury,1999
3.115,ury,2000
2.219,ury,2001
2.235,ury,2004
5.976,uzb,1981
6.428,uzb,1982
8.102,uzb,1985
7.391,uzb,1986
6.656,uzb,1987
7.499,uzb,1988
7.303,uzb,1989
7.938,uzb,1990
6.752,uzb,1991
5.642,uzb,1992
4.986,uzb,1993
3.733,uzb,1994
3.147,uzb,1995
3.626,uzb,1996
3.569,uzb,1997
3.119,uzb,1998
3.4,uzb,1999
3.567,uzb,2000
3.071,uzb,2001
2.783,uzb,2002
2.947,uzb,2003
3.398,uzb,2004
3.745,uzb,2005
5.399,ven,1955
5.671,ven,1956
6.06,ven,1957
8.321,ven,1958
8.752,ven,1959
7.189,ven,1960
7.706,ven,1961
7.663,ven,1962
9.726,ven,1963
9.76,ven,1964
9.484,ven,1965
9.801,ven,1966
10.7,ven,1967
10.26,ven,1968
10.5,ven,1969
9.462,ven,1970
10.48,ven,1971
10.27,ven,1972
11.3,ven,1973
12.27,ven,1974
11.19,ven,1975
11.47,ven,1976
11.37,ven,1977
12.63,ven,1978
11.29,ven,1979
11.01,ven,1980
10.58,ven,1981
10.46,ven,1982
10.36,ven,1983
7.73,ven,1985
8.976,ven,1986
7.979,ven,1987
8.502,ven,1988
7.409,ven,1989
7.045,ven,1990
8.24,ven,1992
7.982,ven,1993
7.243,ven,1994
5.152,ven,1996
6.137,ven,1997
7.016,ven,1998
6.004,ven,1999
6.353,ven,2000
6.316,ven,2001
6.5,ven,2002
5.529,ven,2003
5.768,ven,2004
5.954,ven,2005
6.69,ven,2007
2.952,cheslo,1953
3.868,cheslo,1954
4.549,cheslo,1955
4.652,cheslo,1956
4.907,cheslo,1957
4.18,cheslo,1958
4.921,cheslo,1959
5.408,cheslo,1960
5.812,cheslo,1961
5.895,cheslo,1962
5.213,cheslo,1963
7.092,cheslo,1964
6.378,cheslo,1965
6.159,cheslo,1966
7.068,cheslo,1967
7.861,cheslo,1968
8.925,cheslo,1969
7.634,cheslo,1970
8.496,cheslo,1971
8.011,cheslo,1972
7.664,cheslo,1973
6.855,cheslo,1974
7.11,cheslo,1975
6.914,cheslo,1976
5.784,cheslo,1977
6.786,cheslo,1978
5.34,cheslo,1979
4.859,cheslo,1980
4.479,cheslo,1981
4.21,cheslo,1982
3.814,cheslo,1983
3.325,cheslo,1984
3.528,cheslo,1985
3.162,cheslo,1986
3.458,cheslo,1987
3.464,cheslo,1988
3.072,cheslo,1989
3.648,cheslo,1990
3.827,cheslo,1991
5.676,deu_east,1973
5.916,deu_east,1974
5.878,deu_east,1977
4.509,deu_east,1980
4.256,deu_east,1981
3.728,deu_east,1982
3.769,deu_east,1983
4.289,deu_east,1984
4.028,deu_east,1985
3.877,deu_east,1986
3.073,deu_east,1987
3.493,deu_east,1988
3.567,deu_east,1989
6.179,deu_east,1990
7.369,deu_west,1952
8.881,deu_west,1953
9.894,deu_west,1954
9.425,deu_west,1955
10.22,deu_west,1956
9.988,deu_west,1957
9.326,deu_west,1958
10.23,deu_west,1959
11.16,deu_west,1960
11.5,deu_west,1961
11.1,deu_west,1962
10.96,deu_west,1963
12.85,deu_west,1964
12.23,deu_west,1965
13.39,deu_west,1966
13.8,deu_west,1967
13.61,deu_west,1968
13.64,deu_west,1969
15.43,deu_west,1970
14.49,deu_west,1971
15.09,deu_west,1972
12.66,deu_west,1973
10.88,deu_west,1974
10.55,deu_west,1975
10.73,deu_west,1976
10.65,deu_west,1977
10.07,deu_west,1978
8.78,deu_west,1979
9.05,deu_west,1980
7.103,deu_west,1981
6.703,deu_west,1982
6.505,deu_west,1983
5.666,deu_west,1984
4.821,deu_west,1985
4.703,deu_west,1986
4.175,deu_west,1987
4.105,deu_west,1988
3.893,deu_west,1989
3.411,deu_west,1990
6.267,ussr,1982
5.985,ussr,1983
5.869,ussr,1984
5.514,ussr,1985
5.766,ussr,1986
5.462,ussr,1987
6.321,ussr,1988
6.919,ussr,1989
7.485,ussr,1990
5.125,yug,1968
5.831,yug,1969
7.853,yug,1978
7.865,yug,1979
7.663,yug,1980
7.613,yug,1981
7.06,yug,1982
6.816,yug,1983
6.65,yug,1984
5.767,yug,1985
6.062,yug,1986
5.427,yug,1987
5.359,yug,1988
5.05,yug,1989
5.246,yug,1990
3.208,scg,1997
3.436,scg,1998
2.986,scg,1999
2.744,scg,2000
3.467,scg,2001
2.397,scg,2002
