geo,cervical_cancer_deaths_per_100000_women,time
prt,2.3,1986
prt,2.34,1987
prt,2.1,1988
prt,2.35,1989
prt,2.37,1990
prt,2.24,1991
prt,2.41,1992
prt,2.44,1993
prt,2.48,1994
prt,2.63,1995
prt,2.63,1996
prt,2.43,1997
prt,2.54,1998
prt,2.38,1999
prt,2.66,2000
prt,3.24,2001
prt,2.42,2002
pri,2.8,2002
qat,2.2,2002
rou,7.06,1959
rou,7.51,1960
rou,7.14,1961
rou,7.23,1962
rou,7.47,1963
rou,8.53,1964
rou,9.29,1965
rou,9.57,1966
rou,8.84,1967
rou,9.0,1968
rou,8.96,1969
rou,9.48,1970
rou,9.84,1971
rou,9.7,1972
rou,9.78,1973
rou,10.09,1974
rou,9.46,1975
rou,9.39,1976
rou,9.07,1977
rou,9.61,1978
rou,8.52,1980
rou,9.63,1981
rou,9.63,1982
rou,9.9,1983
rou,10.03,1984
rou,10.42,1985
rou,9.74,1986
rou,10.02,1987
rou,10.79,1988
rou,10.39,1989
rou,10.1,1990
rou,10.14,1991
rou,9.98,1992
rou,10.44,1993
rou,10.44,1994
rou,10.14,1995
rou,11.02,1996
rou,11.12,1997
rou,11.24,1998
rou,11.09,1999
rou,11.13,2000
rou,10.88,2001
rou,11.44,2002
rus,6.32,1980
rus,6.31,1981
rus,5.96,1982
rus,6.01,1983
rus,5.74,1984
rus,5.6,1985
rus,5.32,1986
rus,5.18,1987
rus,5.1,1988
rus,5.1,1989
rus,4.95,1990
rus,4.89,1991
rus,4.95,1992
rus,5.02,1993
rus,5.02,1994
rus,4.97,1995
rus,4.81,1996
rus,4.85,1997
rus,4.82,1998
rus,5.07,1999
rus,5.03,2000
rus,5.02,2001
rus,4.93,2002
rwa,40.4,2002
wsm,15.0,2002
sau,2.5,2002
sen,21.1,2002
scg,10.1,2002
sle,23.8,2002
sgp,11.17,1963
sgp,10.86,1964
sgp,8.36,1965
sgp,9.91,1966
sgp,10.13,1967
sgp,9.09,1968
sgp,8.3,1969
sgp,9.17,1970
sgp,9.89,1971
sgp,9.47,1972
sgp,9.14,1973
sgp,9.63,1974
sgp,6.54,1975
sgp,8.25,1976
sgp,7.96,1977
sgp,8.5,1978
sgp,7.45,1979
sgp,9.43,1980
sgp,8.97,1981
sgp,7.67,1982
sgp,8.69,1983
sgp,8.76,1984
sgp,6.04,1985
sgp,8.16,1986
sgp,6.28,1987
sgp,6.75,1988
sgp,6.02,1989
sgp,5.55,1990
sgp,5.29,1991
sgp,5.36,1992
sgp,5.34,1993
sgp,5.69,1994
sgp,5.2,1995
sgp,4.49,1996
sgp,6.21,1997
sgp,3.42,1998
sgp,4.44,1999
sgp,4.07,2000
sgp,3.45,2001
sgp,3.3,2002
svk,5.1,1992
svk,5.88,1993
svk,5.88,1994
svk,5.02,1995
svk,5.16,1996
svk,4.8,1997
svk,5.44,1998
svk,5.6,1999
svk,5.61,2000
svk,5.01,2001
svk,4.81,2002
svn,5.17,1985
svn,4.39,1986
svn,4.56,1987
svn,3.58,1988
svn,3.67,1989
svn,3.71,1990
svn,4.02,1991
svn,3.34,1992
svn,3.44,1993
svn,3.39,1994
svn,4.72,1995
svn,4.0,1996
svn,3.88,1997
svn,3.52,1998
svn,3.25,1999
svn,3.78,2000
svn,2.72,2001
svn,2.73,2002
slb,24.0,2002
som,34.6,2002
zaf,9.88,1993
zaf,11.48,1994
zaf,11.69,1995
zaf,12.84,1996
zaf,12.63,1997
zaf,12.69,1998
zaf,12.76,1999
zaf,12.91,2000
zaf,12.83,2001
zaf,12.76,2002
esp,0.36,1951
esp,0.29,1952
esp,0.29,1953
esp,0.15,1954
esp,0.32,1955
esp,0.24,1956
esp,0.3,1957
esp,0.32,1958
esp,0.4,1959
esp,0.48,1960
esp,0.55,1961
esp,0.69,1962
esp,0.58,1963
esp,0.8,1964
esp,0.73,1965
esp,0.46,1966
esp,0.56,1967
esp,1.18,1968
esp,1.05,1969
esp,0.85,1970
esp,0.7,1971
esp,0.85,1972
esp,0.65,1973
esp,0.81,1974
esp,0.8,1975
esp,0.99,1976
esp,1.04,1977
esp,1.09,1978
esp,1.1,1979
esp,1.21,1980
esp,1.22,1981
esp,1.15,1982
esp,1.28,1983
esp,1.37,1984
esp,1.43,1985
esp,1.43,1986
esp,1.52,1987
esp,1.68,1988
esp,1.67,1989
esp,1.78,1990
esp,1.67,1991
esp,1.63,1992
esp,1.71,1993
esp,1.73,1994
esp,1.9,1995
esp,1.62,1996
esp,1.83,1997
esp,1.74,1998
esp,1.58,1999
esp,1.77,2000
esp,1.58,2001
esp,1.49,2002
lka,9.5,2002
sdn,12.7,2002
sur,8.39,1963
sur,10.54,1964
sur,1.18,1965
sur,6.45,1971
sur,1.57,1972
sur,5.94,1973
sur,18.18,1975
sur,11.93,1976
sur,13.64,1977
sur,15.74,1978
sur,12.12,1979
sur,12.26,1980
sur,15.82,1981
sur,21.22,1982
sur,18.78,1984
sur,17.05,1985
sur,25.19,1986
sur,19.09,1987
sur,16.64,1988
sur,12.37,1989
sur,15.65,1990
sur,4.5,1991
sur,4.95,1992
sur,5.04,1995
sur,4.65,1996
sur,5.6,1997
sur,9.72,1998
sur,9.66,1999
sur,13.09,2000
sur,14.0,2002
swz,47.6,2002
swe,2.53,1951
swe,2.9,1952
swe,3.68,1953
swe,3.17,1954
swe,4.24,1955
swe,4.2,1956
swe,3.84,1957
swe,4.82,1958
swe,5.78,1959
swe,6.44,1960
swe,5.93,1961
swe,5.64,1962
swe,5.89,1963
swe,5.49,1964
swe,6.01,1965
swe,5.53,1966
swe,5.14,1967
swe,5.77,1968
swe,5.89,1969
swe,5.96,1970
swe,5.05,1971
swe,5.1,1972
swe,4.95,1973
swe,4.46,1974
swe,4.33,1975
swe,4.29,1976
swe,3.82,1977
swe,4.21,1978
swe,3.5,1979
swe,3.37,1980
swe,3.34,1981
swe,3.39,1982
swe,3.24,1983
swe,2.65,1984
swe,2.76,1985
swe,2.95,1986
swe,3.15,1987
swe,2.31,1988
swe,2.11,1989
swe,2.38,1990
swe,2.2,1991
swe,2.13,1992
swe,2.06,1993
swe,1.97,1994
swe,1.76,1995
swe,1.76,1996
swe,1.96,1997
swe,1.74,1998
swe,2.02,1999
swe,1.95,2000
swe,1.66,2001
swe,1.88,2002
che,2.27,1951
che,3.13,1952
che,4.53,1953
che,7.0,1954
che,7.38,1955
che,7.92,1956
che,7.42,1957
che,8.07,1958
che,7.18,1959
che,7.05,1960
che,6.75,1961
che,6.79,1962
che,6.79,1963
che,6.92,1964
che,5.65,1965
che,5.67,1966
che,6.14,1967
che,5.09,1968
che,5.47,1969
che,5.94,1970
che,6.3,1971
che,5.34,1972
che,5.4,1973
che,4.91,1974
che,4.96,1975
che,3.89,1976
che,4.17,1977
che,4.39,1978
che,4.52,1979
che,4.3,1980
che,4.1,1981
che,3.94,1982
che,3.34,1983
che,3.5,1984
che,3.2,1985
che,3.54,1986
che,2.75,1987
che,2.47,1988
che,3.1,1989
che,2.3,1990
che,2.36,1991
che,2.46,1992
che,2.73,1993
che,2.19,1994
che,1.97,1995
che,1.76,1996
che,1.38,1997
che,1.61,1998
che,1.26,1999
che,1.26,2000
che,1.09,2001
che,1.14,2002
syr,1.0,2002
tjk,4.5,1981
tjk,2.78,1982
tjk,2.53,1985
tjk,3.02,1986
tjk,3.9,1987
tjk,4.21,1988
tjk,4.73,1989
tjk,4.68,1990
tjk,3.53,1991
tjk,3.15,1992
tjk,3.28,1993
tjk,3.76,1994
tjk,2.97,1995
tjk,1.84,1996
tjk,1.88,1997
tjk,1.82,1998
tjk,2.31,1999
tjk,2.1,2000
tjk,2.27,2001
tjk,2.5,2002
tza,55.6,2002
tha,0.37,1957
tha,0.57,1958
tha,0.63,1959
tha,0.4,1960
tha,0.71,1961
tha,0.64,1962
tha,0.51,1963
tha,0.5,1964
tha,0.71,1965
tha,0.55,1966
tha,0.65,1967
tha,0.42,1968
tha,0.58,1969
tha,0.64,1970
tha,0.51,1971
tha,0.49,1972
tha,0.76,1973
tha,0.71,1974
tha,0.64,1975
tha,0.46,1976
tha,0.59,1977
tha,0.91,1978
tha,0.53,1979
tha,1.19,1980
tha,1.16,1981
tha,0.95,1982
tha,1.13,1983
tha,0.54,1984
tha,1.07,1985
tha,0.48,1986
tha,0.58,1987
tha,0.54,1990
tha,0.54,1991
tha,0.66,1992
tha,0.79,1994
tha,0.76,1995
tha,1.23,1996
tha,1.01,1997
tha,1.3,1998
tha,2.07,1999
tha,2.58,2000
tha,3.54,2002
tgo,23.8,2002
tto,22.62,1951
tto,15.94,1952
tto,5.21,1953
tto,18.67,1954
tto,23.89,1955
tto,18.16,1956
tto,18.96,1957
tto,20.22,1958
tto,20.95,1960
tto,21.05,1961
tto,20.07,1962
tto,21.58,1963
tto,23.02,1966
tto,19.41,1967
tto,22.25,1968
tto,14.58,1970
tto,17.23,1971
tto,15.04,1972
tto,15.4,1973
tto,17.85,1974
tto,11.69,1975
tto,15.53,1976
tto,14.1,1977
tto,10.68,1978
tto,11.89,1979
tto,11.43,1980
tto,13.21,1981
tto,15.37,1982
tto,13.81,1983
tto,10.83,1984
tto,14.05,1985
tto,12.11,1986
tto,9.35,1987
tto,11.81,1988
tto,10.49,1989
tto,10.8,1990
tto,7.74,1991
tto,10.91,1992
tto,12.59,1993
tto,8.22,1994
tto,11.0,1995
tto,9.61,1996
tto,11.54,1997
tto,10.93,1998
tto,13.57,1999
tto,10.31,2000
tto,8.66,2001
tto,8.76,2002
tun,5.5,2002
tur,2.4,2002
tkm,6.54,1981
tkm,6.38,1982
tkm,6.92,1985
tkm,6.59,1986
tkm,5.22,1987
tkm,5.33,1988
tkm,6.22,1989
tkm,4.71,1990
tkm,3.76,1991
tkm,3.95,1992
tkm,3.14,1993
tkm,3.29,1994
tkm,2.11,1995
tkm,4.16,1996
tkm,5.1,1997
tkm,3.08,1998
tkm,5.2,2002
uga,29.3,2002
ukr,6.47,1981
ukr,6.24,1982
ukr,5.8,1985
ukr,6.09,1986
ukr,5.96,1987
ukr,5.67,1988
ukr,5.41,1989
ukr,5.75,1990
ukr,5.5,1991
ukr,5.66,1992
ukr,5.71,1993
ukr,5.89,1994
ukr,5.77,1995
ukr,5.65,1996
ukr,5.68,1997
ukr,5.85,1998
ukr,5.74,1999
ukr,5.74,2000
ukr,5.62,2001
ukr,5.71,2002
are,5.3,2002
gbr,7.86,1950
gbr,7.51,1951
gbr,7.49,1952
gbr,7.3,1953
gbr,6.94,1954
gbr,7.08,1955
gbr,7.16,1956
gbr,6.92,1957
gbr,7.42,1958
gbr,6.94,1959
gbr,7.24,1960
gbr,6.82,1961
gbr,6.87,1962
gbr,6.7,1963
gbr,7.0,1964
gbr,6.67,1965
gbr,6.58,1966
gbr,6.53,1967
gbr,6.56,1968
gbr,6.31,1969
gbr,6.1,1970
gbr,6.03,1971
gbr,5.72,1972
gbr,5.82,1973
gbr,5.14,1974
gbr,5.5,1975
gbr,5.57,1976
gbr,5.41,1977
gbr,5.36,1978
gbr,5.25,1979
gbr,5.14,1980
gbr,5.06,1981
gbr,4.96,1982
gbr,4.94,1983
gbr,4.88,1984
gbr,4.89,1985
gbr,5.12,1986
gbr,4.77,1987
gbr,4.77,1988
gbr,4.5,1989
gbr,4.26,1990
gbr,4.05,1991
gbr,3.88,1992
gbr,3.54,1993
gbr,3.14,1994
gbr,3.08,1995
gbr,3.03,1996
gbr,2.77,1997
gbr,2.62,1998
gbr,2.44,1999
gbr,2.44,2000
gbr,2.29,2001
gbr,2.09,2002
usa,9.36,1950
usa,8.88,1951
usa,8.91,1952
usa,8.89,1953
usa,8.74,1954
usa,8.82,1955
usa,8.36,1956
usa,8.24,1957
usa,8.03,1958
usa,7.67,1959
usa,7.64,1960
usa,7.54,1961
usa,7.29,1962
usa,7.08,1963
usa,6.84,1964
usa,6.74,1965
usa,6.26,1966
usa,5.98,1967
usa,5.67,1968
usa,5.45,1969
usa,5.03,1970
usa,5.0,1971
usa,4.76,1972
usa,4.44,1973
usa,4.31,1974
usa,3.93,1975
usa,3.81,1976
usa,3.5,1977
usa,3.45,1978
usa,3.25,1979
usa,3.19,1980
usa,3.09,1981
usa,2.92,1982
usa,2.89,1983
usa,2.82,1984
usa,2.71,1985
usa,2.74,1986
usa,2.61,1987
usa,2.58,1988
usa,2.56,1989
usa,2.62,1990
usa,2.5,1991
usa,2.53,1992
usa,2.46,1993
usa,2.46,1994
usa,2.33,1995
usa,2.35,1996
usa,2.31,1997
usa,2.17,1998
usa,2.07,1999
usa,2.03,2000
usa,1.93,2001
usa,1.86,2002
ury,9.75,1955
ury,7.68,1956
ury,10.31,1957
ury,8.0,1958
ury,8.03,1959
ury,7.13,1960
ury,9.79,1963
ury,9.53,1964
ury,7.98,1965
ury,7.89,1966
ury,8.61,1967
ury,8.05,1968
ury,8.2,1969
ury,5.96,1970
ury,5.61,1971
ury,7.34,1972
ury,6.16,1973
ury,5.08,1974
ury,5.14,1975
ury,5.0,1976
ury,6.02,1977
ury,5.46,1978
ury,5.37,1980
ury,4.42,1981
ury,4.4,1982
ury,5.15,1983
ury,4.42,1984
ury,3.67,1985
ury,4.74,1986
ury,4.18,1987
ury,4.49,1988
ury,4.55,1989
ury,4.96,1990
ury,5.02,1993
ury,4.85,1994
ury,4.44,1995
ury,4.95,1996
ury,3.91,1997
ury,4.93,1998
ury,3.71,1999
ury,4.02,2000
ury,4.39,2001
ury,3.937,2002
uzb,3.93,1981
uzb,3.7,1982
uzb,3.88,1985
uzb,5.04,1986
uzb,4.89,1987
uzb,4.2,1988
uzb,3.75,1989
uzb,3.35,1990
uzb,3.26,1991
uzb,3.33,1992
uzb,3.87,1993
uzb,4.24,1994
uzb,3.98,1995
uzb,4.36,1996
uzb,3.49,1997
uzb,3.69,1998
uzb,3.99,1999
uzb,3.07,2000
uzb,3.78,2002
vut,12.1,2002
ven,10.94,1955
ven,9.24,1956
ven,10.97,1957
ven,10.34,1958
ven,10.49,1959
ven,11.62,1960
ven,10.75,1961
ven,11.79,1962
ven,12.12,1963
ven,12.57,1964
ven,13.66,1965
ven,13.63,1966
ven,12.47,1967
ven,11.89,1968
ven,12.13,1969
ven,11.68,1970
ven,13.12,1971
ven,11.41,1972
ven,11.24,1973
ven,11.77,1974
ven,10.39,1975
ven,10.77,1976
ven,10.07,1977
ven,9.69,1978
ven,10.1,1979
ven,10.39,1980
ven,8.89,1981
ven,8.92,1982
ven,10.58,1983
ven,9.23,1985
ven,8.87,1986
ven,9.74,1987
ven,11.03,1988
ven,8.46,1989
ven,10.15,1990
ven,10.01,1992
ven,10.45,1993
ven,10.64,1994
ven,11.2,1996
ven,10.3,1997
ven,9.9,1998
ven,11.4,1999
ven,9.14,2000
ven,10.75,2001
ven,10.18,2002
vnm,11.2,2002
yem,4.6,2002
zmb,44.0,2002
zwe,43.1,2002
