gnipercapita_constant_2000_us,geo,time
736.4,aze,2002
812.1,aze,2003
863.6,aze,2004
995.3,aze,2005
1281.0,aze,2006
1501.0,aze,2007
1744.0,aze,2008
2039.0,aze,2009
2169.0,aze,2010
1970.0,aze,2011
19870.0,bhs,1989
19060.0,bhs,1990
17970.0,bhs,1991
17350.0,bhs,1992
16830.0,bhs,1993
17050.0,bhs,1994
20370.0,bhs,1995
22390.0,bhs,1996
18200.0,bhs,1997
19390.0,bhs,1998
20310.0,bhs,1999
20890.0,bhs,2000
21150.0,bhs,2001
21320.0,bhs,2002
20870.0,bhs,2003
20810.0,bhs,2004
21100.0,bhs,2005
21360.0,bhs,2006
21200.0,bhs,2007
20700.0,bhs,2008
19430.0,bhs,2009
18570.0,bhs,2010
12140.0,bhr,2000
230.8,bgd,1973
250.2,bgd,1974
236.2,bgd,1975
244.3,bgd,1976
243.8,bgd,1977
253.9,bgd,1978
258.7,bgd,1979
254.2,bgd,1980
260.7,bgd,1981
259.9,bgd,1982
266.3,bgd,1983
271.9,bgd,1984
270.8,bgd,1985
275.5,bgd,1986
279.2,bgd,1987
277.6,bgd,1988
277.4,bgd,1989
286.1,bgd,1990
288.9,bgd,1991
297.4,bgd,1992
305.4,bgd,1993
312.3,bgd,1994
320.8,bgd,1995
328.6,bgd,1996
340.1,bgd,1997
351.0,bgd,1998
361.7,bgd,1999
377.0,bgd,2000
389.0,bgd,2001
403.2,bgd,2002
420.8,bgd,2003
439.4,bgd,2004
458.3,bgd,2005
488.8,bgd,2006
518.7,bgd,2007
550.5,bgd,2008
577.4,bgd,2009
606.9,bgd,2010
633.3,bgd,2011
7921.0,brb,1991
7601.0,brb,1992
7594.0,brb,1993
7915.0,brb,1994
7981.0,brb,1995
8108.0,brb,1996
8639.0,brb,1997
8947.0,brb,1998
9102.0,brb,1999
9259.0,brb,2000
8724.0,brb,2001
8354.0,brb,2002
8521.0,brb,2003
1410.0,blr,1990
1392.0,blr,1991
1256.0,blr,1992
1158.0,blr,1993
1022.0,blr,1994
916.7,blr,1995
946.9,blr,1996
1055.0,blr,1997
1149.0,blr,1998
1196.0,blr,1999
1268.0,blr,2000
1332.0,blr,2001
1409.0,blr,2002
1521.0,blr,2003
1703.0,blr,2004
1872.0,blr,2005
2060.0,blr,2006
2230.0,blr,2007
2470.0,blr,2008
2473.0,blr,2009
2673.0,blr,2010
2781.0,blr,2011
7879.0,bel,1961
8243.0,bel,1962
8523.0,bel,1963
9023.0,bel,1964
9274.0,bel,1965
9505.0,bel,1966
9820.0,bel,1967
10190.0,bel,1968
10840.0,bel,1969
11460.0,bel,1970
11870.0,bel,1971
12460.0,bel,1972
13190.0,bel,1973
13750.0,bel,1974
13440.0,bel,1975
14170.0,bel,1976
14210.0,bel,1977
14580.0,bel,1978
14840.0,bel,1979
15440.0,bel,1980
15410.0,bel,1981
15440.0,bel,1982
15480.0,bel,1983
15890.0,bel,1984
16200.0,bel,1985
16500.0,bel,1986
16920.0,bel,1987
17660.0,bel,1988
18150.0,bel,1989
18680.0,bel,1990
19030.0,bel,1991
19240.0,bel,1992
19170.0,bel,1993
19880.0,bel,1994
20260.0,bel,1995
20560.0,bel,1996
21300.0,bel,1997
21630.0,bel,1998
22380.0,bel,1999
23220.0,bel,2000
23170.0,bel,2001
23320.0,bel,2002
23450.0,bel,2003
24010.0,bel,2004
24190.0,bel,2005
24730.0,bel,2006
25310.0,bel,2007
25450.0,bel,2008
24050.0,bel,2009
24950.0,bel,2010
25150.0,bel,2011
1961.0,blz,1980
1935.0,blz,1981
1847.0,blz,1982
1768.0,blz,1983
1720.0,blz,1984
1689.0,blz,1985
1774.0,blz,1986
1906.0,blz,1987
2023.0,blz,1988
2231.0,blz,1989
2437.0,blz,1990
2603.0,blz,1991
2816.0,blz,1992
2898.0,blz,1993
2813.0,blz,1994
2767.0,blz,1995
2728.0,blz,1996
2733.0,blz,1997
2714.0,blz,1998
2853.0,blz,1999
3104.0,blz,2000
3106.0,blz,2001
3183.0,blz,2002
3368.0,blz,2003
3351.0,blz,2004
3370.0,blz,2005
3411.0,blz,2006
3262.0,blz,2007
3276.0,blz,2008
260.8,ben,1961
248.4,ben,1962
256.4,ben,1963
269.3,ben,1964
279.1,ben,1965
285.0,ben,1966
282.8,ben,1967
287.5,ben,1968
289.2,ben,1969
289.5,ben,1970
278.8,ben,1971
291.8,ben,1972
297.6,ben,1973
302.0,ben,1974
278.7,ben,1975
275.0,ben,1976
281.6,ben,1977
278.2,ben,1978
289.0,ben,1979
299.6,ben,1980
320.6,ben,1981
318.2,ben,1982
293.9,ben,1983
303.4,ben,1984
320.1,ben,1985
318.7,ben,1986
306.0,ben,1987
308.6,ben,1988
288.3,ben,1989
289.4,ben,1990
294.7,ben,1991
292.6,ben,1992
295.2,ben,1993
296.8,ben,1994
300.8,ben,1995
308.6,ben,1996
320.7,ben,1997
328.8,ben,1998
334.5,ben,1999
344.1,ben,2000
349.1,ben,2001
353.3,ben,2002
354.6,ben,2003
354.6,ben,2004
354.9,ben,2005
732.9,btn,2000
963.5,bol,1970
995.5,bol,1971
1045.0,bol,1972
1077.0,bol,1973
1086.0,bol,1974
1134.0,bol,1975
1160.0,bol,1976
1179.0,bol,1977
1170.0,bol,1978
1134.0,bol,1979
1071.0,bol,1980
1122.0,bol,1981
921.3,bol,1982
897.2,bol,1983
844.4,bol,1984
800.5,bol,1985
765.4,bol,1986
782.1,bol,1987
790.4,bol,1988
805.5,bol,1989
827.0,bol,1990
855.6,bol,1991
860.2,bol,1992
875.1,bol,1993
898.9,bol,1994
918.3,bol,1995
947.1,bol,1996
970.2,bol,1997
1003.0,bol,1998
982.4,bol,1999
983.8,bol,2000
981.2,bol,2001
985.6,bol,2002
980.8,bol,2003
994.9,bol,2004
1025.0,bol,2005
1059.0,bol,2006
1087.0,bol,2007
1141.0,bol,2008
1154.0,bol,2009
1174.0,bol,2010
1220.0,bol,2011
342.9,bih,1994
428.9,bih,1995
863.9,bih,1996
1161.0,bih,1997
1606.0,bih,1998
1651.0,bih,1999
1650.0,bih,2000
1677.0,bih,2001
1727.0,bih,2002
1770.0,bih,2003
1864.0,bih,2004
1947.0,bih,2005
2048.0,bih,2006
2185.0,bih,2007
2315.0,bih,2008
2254.0,bih,2009
2246.0,bih,2010
2280.0,bih,2011
789.7,bwa,1975
841.2,bwa,1976
906.2,bwa,1977
996.2,bwa,1978
1075.0,bwa,1979
1110.0,bwa,1980
1258.0,bwa,1981
1353.0,bwa,1982
1405.0,bwa,1983
1399.0,bwa,1984
1442.0,bwa,1985
1521.0,bwa,1986
1566.0,bwa,1987
1916.0,bwa,1988
2054.0,bwa,1989
2278.0,bwa,1990
2489.0,bwa,1991
2514.0,bwa,1992
2597.0,bwa,1993
2324.0,bwa,1994
2478.0,bwa,1995
2433.0,bwa,1996
2689.0,bwa,1997
3073.0,bwa,1998
2945.0,bwa,1999
3004.0,bwa,2000
3206.0,bwa,2001
3107.0,bwa,2002
3362.0,bwa,2003
3495.0,bwa,2004
3559.0,bwa,2005
3752.0,bwa,2006
3918.0,bwa,2007
4040.0,bwa,2008
3971.0,bwa,2009
4152.0,bwa,2010
4315.0,bwa,2011
1549.0,bra,1961
1582.0,bra,1962
1548.0,bra,1963
1556.0,bra,1964
1558.0,bra,1965
1505.0,bra,1966
1557.0,bra,1967
1709.0,bra,1968
1840.0,bra,1969
1960.0,bra,1970
2137.0,bra,1971
2344.0,bra,1972
2600.0,bra,1973
2780.0,bra,1974
2839.0,bra,1975
3039.0,bra,1976
3101.0,bra,1977
3104.0,bra,1978
3227.0,bra,1979
3419.0,bra,1980
3165.0,bra,1981
3078.0,bra,1982
2881.0,bra,1983
2968.0,bra,1984
3150.0,bra,1985
3366.0,bra,1986
3445.0,bra,1987
3368.0,bra,1988
3446.0,bra,1989
3263.0,bra,1990
3273.0,bra,1991
3217.0,bra,1992
3297.0,bra,1993
3447.0,bra,1994
3553.0,bra,1995
3574.0,bra,1996
3623.0,bra,1997
3559.0,bra,1998
3479.0,bra,1999
3593.0,bra,2000
3564.0,bra,2001
3608.0,bra,2002
3612.0,bra,2003
3781.0,bra,2004
3862.0,bra,2005
3988.0,bra,2006
4208.0,bra,2007
4371.0,bra,2008
4336.0,bra,2009
4628.0,bra,2010
4708.0,bra,2011
19410.0,brn,1989
19080.0,brn,1990
19130.0,brn,1991
19480.0,brn,1992
19000.0,brn,1993
19070.0,brn,1994
19400.0,brn,1995
19450.0,brn,1996
18690.0,brn,1997
18140.0,brn,1998
18250.0,brn,1999
18350.0,brn,2000
18440.0,brn,2001
18750.0,brn,2002
18900.0,brn,2003
18610.0,brn,2004
18310.0,brn,2005
18750.0,brn,2006
18550.0,brn,2007
17850.0,brn,2008
17220.0,brn,2009
1260.0,bgr,1980
1330.0,bgr,1981
1362.0,bgr,1982
1413.0,bgr,1983
1463.0,bgr,1984
1499.0,bgr,1985
1555.0,bgr,1986
1634.0,bgr,1987
1793.0,bgr,1988
1729.0,bgr,1989
1518.0,bgr,1990
1386.0,bgr,1991
1425.0,bgr,1992
1413.0,bgr,1993
1441.0,bgr,1994
1468.0,bgr,1995
1328.0,bgr,1996
1327.0,bgr,1997
1419.0,bgr,1998
1466.0,bgr,1999
1540.0,bgr,2000
1679.0,bgr,2001
1826.0,bgr,2002
1928.0,bgr,2003
2061.0,bgr,2004
2183.0,bgr,2005
2270.0,bgr,2006
2295.0,bgr,2007
2525.0,bgr,2008
2436.0,bgr,2009
2468.0,bgr,2010
2501.0,bgr,2011
129.4,bfa,1965
128.4,bfa,1966
137.2,bfa,1967
138.8,bfa,1968
138.9,bfa,1969
136.9,bfa,1970
136.0,bfa,1971
136.2,bfa,1972
134.3,bfa,1973
142.0,bfa,1974
141.6,bfa,1975
150.9,bfa,1976
146.7,bfa,1977
151.8,bfa,1978
154.2,bfa,1979
152.2,bfa,1980
154.4,bfa,1981
165.0,bfa,1982
161.4,bfa,1983
155.0,bfa,1984
163.9,bfa,1985
172.6,bfa,1986
167.6,bfa,1987
172.4,bfa,1988
171.6,bfa,1989
166.4,bfa,1990
176.5,bfa,1991
172.1,bfa,1992
172.8,bfa,1993
170.1,bfa,1994
175.5,bfa,1995
190.8,bfa,1996
196.6,bfa,1997
205.2,bfa,1998
214.1,bfa,1999
212.0,bfa,2000
219.6,bfa,2001
223.9,bfa,2002
235.1,bfa,2003
238.7,bfa,2004
132.9,bdi,2000
225.8,khm,1995
230.3,khm,1996
240.8,khm,1997
246.1,khm,1998
267.3,khm,1999
283.9,khm,2000
301.2,khm,2001
313.3,khm,2002
337.3,khm,2003
366.7,khm,2004
407.8,khm,2005
448.3,khm,2006
487.4,khm,2007
508.2,khm,2008
506.2,khm,2009
527.3,khm,2010
385.6,cmr,1967
406.5,cmr,1968
426.6,cmr,1969
434.5,cmr,1970
450.1,cmr,1971
457.9,cmr,1972
439.8,cmr,1973
476.2,cmr,1974
528.9,cmr,1975
483.7,cmr,1976
464.8,cmr,1977
652.3,cmr,1978
691.8,cmr,1979
583.8,cmr,1980
718.4,cmr,1981
774.3,cmr,1982
809.6,cmr,1983
866.7,cmr,1984
913.5,cmr,1985
963.5,cmr,1986
915.7,cmr,1987
827.0,cmr,1988
776.9,cmr,1989
692.2,cmr,1990
633.1,cmr,1991
603.1,cmr,1992
568.9,cmr,1993
535.8,cmr,1994
538.5,cmr,1995
551.8,cmr,1996
566.3,cmr,1997
588.9,cmr,1998
603.9,cmr,1999
603.7,cmr,2000
628.3,cmr,2001
627.4,cmr,2002
652.9,cmr,2003
671.0,cmr,2004
669.7,cmr,2005
685.2,cmr,2006
700.9,cmr,2007
698.4,cmr,2008
702.7,cmr,2009
706.2,cmr,2010
716.0,cmr,2011
9311.0,can,1961
9792.0,can,1962
10110.0,can,1963
10580.0,can,1964
11090.0,can,1965
11600.0,can,1966
11720.0,can,1967
12160.0,can,1968
12660.0,can,1969
12790.0,can,1970
13120.0,can,1971
13630.0,can,1972
14330.0,can,1973
14570.0,can,1974
14560.0,can,1975
15070.0,can,1976
15360.0,can,1977
15750.0,can,1978
16150.0,can,1979
16280.0,can,1980
16540.0,can,1981
15850.0,can,1982
16210.0,can,1983
16960.0,can,1984
17620.0,can,1985
17810.0,can,1986
18380.0,can,1987
19020.0,can,1988
19130.0,can,1989
18860.0,can,1990
18270.0,can,1991
18150.0,can,1992
18410.0,can,1993
19080.0,can,1994
19470.0,can,1995
19590.0,can,1996
20260.0,can,1997
20880.0,can,1998
21840.0,can,1999
22950.0,can,2000
23070.0,can,2001
23620.0,can,2002
23850.0,can,2003
24420.0,can,2004
24940.0,can,2005
25670.0,can,2006
25870.0,can,2007
25740.0,can,2008
24660.0,can,2009
25100.0,can,2010
548.2,cpv,1980
605.8,cpv,1981
590.9,cpv,1982
621.3,cpv,1983
640.4,cpv,1984
686.9,cpv,1985
707.2,cpv,1986
740.4,cpv,1987
781.1,cpv,1988
824.2,cpv,1989
812.7,cpv,1990
803.9,cpv,1991
807.8,cpv,1992
842.2,cpv,1993
873.7,cpv,1994
911.3,cpv,1995
945.8,cpv,1996
998.3,cpv,1997
1058.0,cpv,1998
1155.0,cpv,1999
1201.0,cpv,2000
1274.0,cpv,2001
1299.0,cpv,2002
1347.0,cpv,2003
1379.0,cpv,2004
1422.0,cpv,2005
1533.0,cpv,2006
1688.0,cpv,2007
1758.0,cpv,2008
1818.0,cpv,2009
1856.0,cpv,2010
255.8,caf,2000
253.4,caf,2001
247.7,caf,2002
226.7,caf,2003
225.5,caf,2004
227.1,caf,2005
231.5,caf,2006
249.4,tcd,1961
257.0,tcd,1962
247.8,tcd,1963
236.6,tcd,1964
233.0,tcd,1965
224.2,tcd,1966
224.5,tcd,1967
218.1,tcd,1968
229.0,tcd,1969
228.6,tcd,1970
218.0,tcd,1971
215.5,tcd,1972
192.6,tcd,1973
197.5,tcd,1974
211.1,tcd,1975
213.0,tcd,1976
212.7,tcd,1977
207.3,tcd,1978
158.3,tcd,1979
146.8,tcd,1980
145.6,tcd,1981
150.5,tcd,1982
169.8,tcd,1983
167.1,tcd,1984
198.1,tcd,1985
183.6,tcd,1986
173.5,tcd,1987
194.2,tcd,1988
196.6,tcd,1989
181.8,tcd,1990
193.3,tcd,1991
203.2,tcd,1992
164.5,tcd,1993
173.1,tcd,1994
173.5,tcd,1995
171.4,tcd,1996
174.7,tcd,1997
182.9,tcd,1998
175.6,tcd,1999
166.3,tcd,2000
179.2,tcd,2001
184.3,tcd,2002
175.1,tcd,2003
228.8,tcd,2004
243.0,tcd,2005
231.7,tcd,2006
42960.0,chanisl,2000
1756.0,chl,1961
1820.0,chl,1962
1872.0,chl,1963
1878.0,chl,1964
1826.0,chl,1965
1973.0,chl,1966
1992.0,chl,1967
2028.0,chl,1968
2055.0,chl,1969
2072.0,chl,1970
2252.0,chl,1971
2201.0,chl,1972
2063.0,chl,1973
2118.0,chl,1974
1811.0,chl,1975
1857.0,chl,1976
2110.0,chl,1977
2113.0,chl,1978
2262.0,chl,1979
2403.0,chl,1980
2452.0,chl,1981
2096.0,chl,1982
1967.0,chl,1983
2060.0,chl,1984
2127.0,chl,1985
2248.0,chl,1986
2415.0,chl,1987
2548.0,chl,1988
2801.0,chl,1989
2899.0,chl,1990
3080.0,chl,1991
3432.0,chl,1992
3632.0,chl,1993
3733.0,chl,1994
4089.0,chl,1995
4352.0,chl,1996
4580.0,chl,1997
4701.0,chl,1998
4578.0,chl,1999
4691.0,chl,2000
4803.0,chl,2001
4823.0,chl,2002
4869.0,chl,2003
4977.0,chl,2004
5121.0,chl,2005
5096.0,chl,2006
5362.0,chl,2007
5767.0,chl,2008
5694.0,chl,2009
5930.0,chl,2010
6311.0,chl,2011
165.0,chn,1978
174.8,chn,1979
186.3,chn,1980
193.5,chn,1981
208.5,chn,1982
228.6,chn,1983
260.2,chn,1984
290.5,chn,1985
310.5,chn,1986
340.8,chn,1987
373.3,chn,1988
383.1,chn,1989
392.8,chn,1990
422.8,chn,1991
476.2,chn,1992
534.8,chn,1993
598.7,chn,1994
647.2,chn,1995
705.6,chn,1996
765.7,chn,1997
813.4,chn,1998
867.7,chn,1999
937.6,chn,2000
1006.0,chn,2001
1095.0,chn,2002
1203.0,chn,2003
1321.0,chn,2004
1454.0,chn,2005
1638.0,chn,2006
1868.0,chn,2007
2040.0,chn,2008
2212.0,chn,2009
2417.0,chn,2010
2636.0,chn,2011
1207.0,col,1961
1234.0,col,1962
1231.0,col,1963
1276.0,col,1964
1265.0,col,1965
1298.0,col,1966
1300.0,col,1967
1363.0,col,1968
1403.0,col,1969
1443.0,col,1970
1499.0,col,1971
1575.0,col,1972
1653.0,col,1973
1718.0,col,1974
1701.0,col,1975
1745.0,col,1976
1789.0,col,1977
1898.0,col,1978
1964.0,col,1979
2006.0,col,1980
1995.0,col,1981
1933.0,col,1982
1911.0,col,1983
1923.0,col,1984
1922.0,col,1985
2009.0,col,1986
2060.0,col,1987
2116.0,col,1988
2120.0,col,1989
2202.0,col,1990
2226.0,col,1991
2303.0,col,1992
2335.0,col,1993
2465.0,col,1994
2548.0,col,1995
2544.0,col,1996
2582.0,col,1997
2564.0,col,1998
2415.0,col,1999
2466.0,col,2000
2459.0,col,2001
2475.0,col,2002
2513.0,col,2003
2603.0,col,2004
2681.0,col,2005
2819.0,col,2006
2962.0,col,2007
3009.0,col,2008
3022.0,col,2009
3089.0,col,2010
359.6,com,2000
271.4,cod,1961
326.0,cod,1962
333.0,cod,1963
322.7,cod,1964
318.5,cod,1965
330.0,cod,1966
317.6,cod,1967
321.5,cod,1968
341.0,cod,1969
330.6,cod,1970
340.8,cod,1971
332.4,cod,1972
349.9,cod,1973
350.9,cod,1974
323.0,cod,1975
294.4,cod,1976
285.5,cod,1977
266.7,cod,1978
259.0,cod,1979
254.4,cod,1980
251.5,cod,1981
242.7,cod,1982
240.1,cod,1983
246.9,cod,1984
234.9,cod,1985
248.5,cod,1986
230.6,cod,1987
224.0,cod,1988
216.2,cod,1989
193.4,cod,1990
170.5,cod,1991
145.6,cod,1992
124.4,cod,1993
108.1,cod,1994
102.9,cod,1995
107.9,cod,1996
98.94,cod,1997
95.99,cod,1998
87.4,cod,1999
78.95,cod,2000
75.51,cod,2001
78.52,cod,2002
82.26,cod,2003
83.92,cod,2004
84.94,cod,2005
89.25,cod,2006
90.94,cod,2007
87.96,cod,2008
93.33,cod,2009
97.16,cod,2010
99.54,cod,2011
725.6,cog,2000
1701.0,cri,1961
1759.0,cri,1962
1785.0,cri,1963
1790.0,cri,1964
1899.0,cri,1965
1986.0,cri,1966
2036.0,cri,1967
2146.0,cri,1968
2220.0,cri,1969
2333.0,cri,1970
2433.0,cri,1971
2535.0,cri,1972
2678.0,cri,1973
2771.0,cri,1974
2735.0,cri,1975
2815.0,cri,1976
2999.0,cri,1977
3083.0,cri,1978
3134.0,cri,1979
3048.0,cri,1980
2723.0,cri,1981
2317.0,cri,1982
2509.0,cri,1983
2640.0,cri,1984
2613.0,cri,1985
2707.0,cri,1986
2820.0,cri,1987
2838.0,cri,1988
2898.0,cri,1989
3014.0,cri,1990
3041.0,cri,1991
3241.0,cri,1992
3398.0,cri,1993
3516.0,cri,1994
3542.0,cri,1995
3499.0,cri,1996
3586.0,cri,1997
3734.0,cri,1998
3596.0,cri,1999
3750.0,cri,2000
3859.0,cri,2001
3916.0,cri,2002
4074.0,cri,2003
4170.0,cri,2004
4354.0,cri,2005
4693.0,cri,2006
5005.0,cri,2007
5076.0,cri,2008
4923.0,cri,2009
5093.0,cri,2010
5250.0,cri,2011
574.6,civ,1961
551.5,civ,1962
597.8,civ,1963
684.1,civ,1964
636.4,civ,1965
679.4,civ,1966
682.9,civ,1967
741.4,civ,1968
777.3,civ,1969
827.9,civ,1970
854.8,civ,1971
861.9,civ,1972
864.1,civ,1973
869.5,civ,1974
897.0,civ,1975
966.6,civ,1976
990.7,civ,1977
1042.0,civ,1978
1009.0,civ,1979
867.5,civ,1980
849.7,civ,1981
808.7,civ,1982
723.5,civ,1983
691.2,civ,1984
672.7,civ,1985
686.1,civ,1986
654.7,civ,1987
638.0,civ,1988
611.1,civ,1989
587.7,civ,1990
573.1,civ,1991
557.0,civ,1992
533.6,civ,1993
528.1,civ,1994
551.8,civ,1995
587.7,civ,1996
614.6,civ,1997
629.4,civ,1998
621.5,civ,1999
585.9,civ,2000
584.0,civ,2001
567.0,civ,2002
552.6,civ,2003
557.8,civ,2004
556.8,civ,2005
549.9,civ,2006
548.8,civ,2007
551.7,civ,2008
560.8,civ,2009
563.0,civ,2010
525.5,civ,2011
3897.0,hrv,1995
4280.0,hrv,1996
4506.0,hrv,1997
4626.0,hrv,1998
4458.0,hrv,1999
4770.0,hrv,2000
4932.0,hrv,2001
5183.0,hrv,2002
5364.0,hrv,2003
5684.0,hrv,2004
5862.0,hrv,2005
6132.0,hrv,2006
6475.0,hrv,2007
6566.0,hrv,2008
6131.0,hrv,2009
6109.0,hrv,2010
6114.0,hrv,2011
1742.0,cub,1970
1858.0,cub,1971
1915.0,cub,1972
1948.0,cub,1973
1938.0,cub,1974
2094.0,cub,1975
2184.0,cub,1976
2352.0,cub,1977
2487.0,cub,1978
2498.0,cub,1979
2362.0,cub,1980
2813.0,cub,1981
3050.0,cub,1982
3203.0,cub,1983
3441.0,cub,1984
3466.0,cub,1985
3442.0,cub,1986
3325.0,cub,1987
3422.0,cub,1988
3415.0,cub,1989
3263.0,cub,1990
2902.0,cub,1991
2560.0,cub,1992
2164.0,cub,1993
2166.0,cub,1994
2194.0,cub,1995
2361.0,cub,1996
2419.0,cub,1997
2419.0,cub,1998
2559.0,cub,1999
2697.0,cub,2000
2786.0,cub,2001
2810.0,cub,2002
2915.0,cub,2003
3071.0,cub,2004
3417.0,cub,2005
3837.0,cub,2006
4095.0,cub,2007
4275.0,cub,2008
4337.0,cub,2009
4430.0,cub,2010
3874.0,cyp,1975
4695.0,cyp,1976
5529.0,cyp,1977
5929.0,cyp,1978
6434.0,cyp,1979
6745.0,cyp,1980
6786.0,cyp,1981
7102.0,cyp,1982
7351.0,cyp,1983
7908.0,cyp,1984
8206.0,cyp,1985
8400.0,cyp,1986
9000.0,cyp,1987
9669.0,cyp,1988
10310.0,cyp,1989
10850.0,cyp,1990
10660.0,cyp,1991
11310.0,cyp,1992
11140.0,cyp,1993
11520.0,cyp,1994
