geo,traffic_deaths_women_per_100000_people,time
sgp,2.257,1995
sgp,2.699,1996
sgp,2.937,1997
sgp,2.484,1998
sgp,2.71,1999
sgp,1.862,2000
sgp,1.581,2001
sgp,1.717,2002
sgp,1.877,2003
sgp,2.087,2004
svk,7.167,1992
svk,6.214,1993
svk,6.058,1994
svk,6.56,1995
svk,5.641,1996
svk,5.947,1997
svk,6.86,1998
svk,5.875,1999
svk,5.093,2000
svk,5.196,2001
svk,5.418,2002
svk,5.683,2003
svk,4.907,2004
svn,8.524,1985
svn,7.352,1986
svn,7.552,1987
svn,10.81,1988
svn,11.58,1989
svn,10.44,1990
svn,7.624,1991
svn,9.875,1992
svn,8.619,1993
svn,10.01,1994
svn,9.975,1995
svn,7.68,1996
svn,5.963,1997
svn,5.915,1998
svn,5.575,1999
svn,6.06,2000
svn,4.181,2001
svn,5.411,2002
svn,4.301,2003
svn,4.672,2004
slb,0.7872,2004
som,15.74,2004
zaf,25.41,2004
esp,2.179,1951
esp,1.951,1952
esp,1.843,1953
esp,1.911,1954
esp,1.906,1955
esp,2.339,1956
esp,2.092,1957
esp,2.17,1958
esp,2.329,1959
esp,3.523,1960
esp,3.958,1961
esp,4.508,1962
esp,2.743,1963
esp,3.053,1964
esp,3.139,1965
esp,4.702,1966
esp,4.821,1967
esp,5.116,1968
esp,5.605,1969
esp,5.863,1970
esp,6.061,1971
esp,6.723,1972
esp,7.073,1973
esp,5.936,1974
esp,6.886,1975
esp,7.928,1976
esp,7.941,1977
esp,8.173,1978
esp,8.416,1979
esp,7.629,1980
esp,6.929,1981
esp,5.54,1982
esp,5.9,1983
esp,6.561,1984
esp,6.389,1985
esp,7.108,1986
esp,7.459,1987
esp,8.047,1988
esp,8.866,1989
esp,8.242,1990
esp,7.934,1991
esp,7.22,1992
esp,6.474,1993
esp,5.782,1994
esp,6.004,1995
esp,5.838,1996
esp,5.705,1997
esp,6.478,1998
esp,5.623,2001
esp,5.371,2002
esp,5.317,2003
esp,4.601,2004
lka,1.558,1950
lka,1.585,1951
lka,1.874,1952
lka,2.221,1953
lka,2.156,1954
lka,1.963,1955
lka,1.654,1956
lka,1.309,1957
lka,1.924,1958
lka,1.138,1959
lka,1.087,1960
lka,0.924,1961
lka,2.148,1962
lka,1.175,1963
lka,0.6235,1964
lka,0.5492,1965
lka,0.7059,1966
lka,0.6564,1967
lka,0.7089,1968
lka,1.413,1977
lka,2.523,1980
lka,3.946,1981
lka,3.129,1983
lka,3.151,1984
lka,2.711,1985
lka,1.345,1986
lka,2.852,2004
sdn,29.15,2004
sur,16.62,2004
swz,22.58,2004
swe,4.163,1951
swe,3.946,1952
swe,4.448,1953
swe,4.966,1954
swe,4.676,1955
swe,5.758,1956
swe,6.036,1957
swe,5.733,1958
swe,5.701,1959
swe,6.679,1960
swe,6.5,1961
swe,6.996,1962
swe,7.984,1963
swe,8.241,1964
swe,8.916,1965
swe,8.843,1966
swe,7.251,1967
swe,8.709,1968
swe,8.885,1969
swe,9.522,1970
swe,8.354,1971
swe,8.242,1972
swe,8.308,1973
swe,7.763,1974
swe,8.103,1975
swe,8.529,1976
swe,6.683,1977
swe,6.948,1978
swe,6.641,1979
swe,5.632,1980
swe,5.241,1981
swe,4.914,1982
swe,4.805,1983
swe,4.445,1984
swe,5.571,1985
swe,4.952,1986
swe,4.689,1987
swe,5.268,1988
swe,5.228,1989
swe,5.325,1990
swe,4.531,1991
swe,4.505,1992
swe,3.953,1993
swe,3.261,1994
swe,3.295,1995
swe,3.209,1996
swe,2.65,1997
swe,2.547,1998
swe,2.93,1999
swe,2.57,2000
swe,2.976,2001
swe,2.517,2002
swe,2.524,2003
swe,2.046,2004
che,4.862,1951
che,6.384,1952
che,6.446,1953
che,6.743,1954
che,6.902,1955
che,6.408,1956
che,7.987,1957
che,7.591,1958
che,7.602,1959
che,8.251,1960
che,9.138,1961
che,9.334,1962
che,9.22,1963
che,9.4,1964
che,8.732,1965
che,9.462,1966
che,10.99,1967
che,10.77,1968
che,10.09,1969
che,11.93,1970
che,12.59,1971
che,12.67,1972
che,10.78,1973
che,9.498,1974
che,10.11,1975
che,7.859,1976
che,9.065,1977
che,8.908,1978
che,9.514,1979
che,8.047,1980
che,8.47,1981
che,8.486,1982
che,8.512,1983
che,7.411,1984
che,6.494,1985
che,6.425,1986
che,6.064,1987
che,6.191,1988
che,5.655,1989
che,5.675,1990
che,5.206,1991
che,4.919,1992
che,4.19,1993
che,4.337,1994
che,4.934,1995
che,3.99,1996
che,4.027,1997
che,3.074,2001
che,3.119,2002
che,3.168,2003
che,2.473,2004
syr,4.928,2004
tjk,2.371,2004
tza,18.4,2004
tha,12.39,2004
tls,8.757,2004
tgo,14.7,2004
ton,1.151,2004
tto,1.328,1952
tto,3.631,1953
tto,6.274,1954
tto,4.014,1955
tto,4.447,1956
tto,4.905,1957
tto,6.466,1958
tto,8.333,1960
tto,8.719,1961
tto,6.626,1962
tto,2.839,1963
tto,5.335,1967
tto,8.583,1968
tto,6.213,1970
tto,7.965,1971
tto,7.479,1972
tto,9.531,1973
tto,10.87,1974
tto,7.693,1975
tto,9.203,1976
tto,9.499,1977
tto,5.989,1978
tto,7.768,1979
tto,6.867,1980
tto,6.06,1981
tto,9.157,1982
tto,9.376,1983
tto,7.78,1984
tto,7.787,1985
tto,7.19,1986
tto,3.86,1987
tto,4.34,1988
tto,3.332,1989
tto,6.785,1990
tto,7.4,1991
tto,6.157,1992
tto,6.223,1993
tto,5.37,1994
tto,5.348,1995
tto,5.739,1996
tto,4.763,1997
tto,5.287,1998
tto,6.283,1999
tto,7.135,2000
tto,6.71,2001
tto,4.95,2002
tto,9.48,2004
tun,12.78,2004
tur,6.592,2004
tkm,5.855,1981
tkm,5.49,1982
tkm,4.426,1985
tkm,5.669,1986
tkm,6.112,1987
tkm,6.759,1988
tkm,5.514,1989
tkm,7.724,1990
tkm,8.311,1991
tkm,7.46,1992
tkm,5.892,1993
tkm,5.216,1994
tkm,4.062,1995
tkm,4.199,1996
tkm,3.982,1997
tkm,3.936,1998
tkm,4.285,2004
tuv,1.644,2004
uga,20.06,2004
ukr,5.742,1981
ukr,5.648,1982
ukr,4.811,1985
ukr,5.459,1986
ukr,5.481,1987
ukr,6.926,1988
ukr,8.123,1989
ukr,8.858,1990
ukr,8.172,1991
ukr,7.423,1992
ukr,6.305,1993
ukr,6.678,1994
ukr,6.278,1995
ukr,5.708,1996
ukr,5.496,1997
ukr,4.805,1998
ukr,4.363,1999
ukr,4.621,2000
ukr,6.397,2001
ukr,6.559,2002
ukr,6.884,2003
ukr,7.047,2004
are,11.34,2004
gbr,4.278,1950
gbr,4.499,1951
gbr,3.89,1952
gbr,4.175,1953
gbr,4.459,1954
gbr,4.88,1955
gbr,4.763,1956
gbr,4.48,1957
gbr,5.123,1958
gbr,5.781,1959
gbr,6.638,1960
gbr,6.672,1961
gbr,6.124,1962
gbr,6.046,1963
gbr,7.122,1964
gbr,7.446,1965
gbr,7.297,1966
gbr,7.445,1967
gbr,6.811,1968
gbr,6.925,1969
gbr,7.072,1970
gbr,7.716,1971
gbr,7.668,1972
gbr,7.744,1973
gbr,6.798,1974
gbr,6.055,1975
gbr,6.449,1976
gbr,6.103,1977
gbr,7.134,1978
gbr,5.758,1979
gbr,5.813,1980
gbr,4.189,1981
gbr,5.462,1982
gbr,5.132,1983
gbr,4.942,1984
gbr,4.907,1985
gbr,4.807,1986
gbr,4.797,1987
gbr,4.386,1988
gbr,4.733,1989
gbr,4.58,1990
gbr,4.464,1991
gbr,4.044,1992
gbr,3.421,1993
gbr,3.337,1994
gbr,3.014,1995
gbr,2.97,1996
gbr,2.995,1997
gbr,2.848,1998
gbr,2.793,1999
gbr,2.425,2000
gbr,2.433,2001
gbr,2.382,2002
gbr,2.645,2003
gbr,2.451,2004
usa,10.81,1950
usa,11.49,1951
usa,11.78,1952
usa,11.76,1953
usa,10.84,1954
usa,11.64,1955
usa,11.7,1956
usa,11.42,1957
usa,10.8,1958
usa,11.04,1959
usa,11.1,1960
usa,10.93,1961
usa,11.83,1962
usa,12.37,1963
usa,13.5,1964
usa,13.72,1965
usa,14.65,1966
usa,14.46,1967
usa,14.55,1968
usa,14.84,1969
usa,14.39,1970
usa,14.28,1971
usa,14.59,1972
usa,13.99,1973
usa,10.9,1974
usa,10.64,1975
usa,11.1,1976
usa,11.58,1977
usa,11.94,1978
usa,11.59,1979
usa,11.47,1980
usa,10.97,1981
usa,9.891,1982
usa,9.717,1983
usa,10.24,1984
usa,10.29,1985
usa,10.46,1986
usa,10.83,1987
usa,11.09,1988
usa,11.03,1989
usa,10.61,1990
usa,9.91,1991
usa,9.336,1992
usa,9.47,1993
usa,9.762,1994
usa,9.886,1995
usa,10.03,1996
usa,10.01,1997
usa,9.646,1998
usa,9.445,1999
usa,9.103,2000
usa,8.849,2001
usa,9.145,2002
usa,8.923,2003
usa,8.881,2004
ury,3.325,1955
ury,2.397,1956
ury,1.692,1957
ury,1.528,1958
ury,1.361,1959
ury,2.788,1960
ury,2.749,1963
ury,2.32,1964
ury,2.832,1965
ury,3.031,1966
ury,2.459,1967
ury,2.515,1968
ury,2.202,1969
ury,2.413,1970
ury,3.187,1971
ury,3.078,1972
ury,2.43,1973
ury,3.113,1974
ury,2.715,1975
ury,2.291,1976
ury,2.053,1977
ury,3.223,1978
ury,4.676,1980
ury,5.832,1981
ury,5.002,1982
ury,5.008,1983
ury,4.593,1984
ury,3.789,1985
ury,4.983,1986
ury,4.026,1987
ury,6.094,1988
ury,7.409,1989
ury,6.569,1990
ury,6.061,1993
ury,5.728,1994
ury,5.966,1995
ury,5.541,1996
ury,6.23,1997
ury,7.085,1998
ury,6.254,1999
ury,4.575,2000
ury,5.406,2001
ury,4.512,2004
ussr,6.53,1982
ussr,6.3,1983
ussr,6.168,1984
ussr,5.81,1985
ussr,5.849,1986
ussr,5.874,1987
ussr,7.28,1988
ussr,8.469,1989
ussr,8.986,1990
uzb,4.332,1981
uzb,4.739,1982
uzb,5.796,1985
uzb,6.168,1986
uzb,5.851,1987
uzb,7.33,1988
uzb,6.938,1989
uzb,7.051,1990
uzb,6.608,1991
uzb,5.328,1992
uzb,3.968,1993
uzb,2.982,1994
uzb,2.96,1995
uzb,3.613,1996
uzb,3.933,1997
uzb,3.664,1998
uzb,4.222,1999
uzb,3.715,2000
uzb,3.739,2001
uzb,2.582,2002
uzb,3.316,2003
uzb,4.126,2004
vut,0.9476,2004
ven,4.276,1955
ven,4.84,1956
ven,5.041,1957
ven,7.353,1958
ven,8.208,1959
ven,6.536,1960
ven,6.394,1961
ven,7.0,1962
ven,8.677,1963
ven,7.916,1964
ven,9.591,1965
ven,8.915,1966
ven,10.5,1967
ven,10.5,1968
ven,12.14,1969
ven,11.18,1970
ven,11.66,1971
ven,12.31,1972
ven,13.32,1973
ven,15.64,1974
ven,15.91,1975
ven,17.13,1976
ven,14.13,1977
ven,17.01,1978
ven,15.41,1979
ven,15.49,1980
ven,13.75,1981
ven,13.6,1982
ven,12.59,1983
ven,10.69,1985
ven,11.02,1986
ven,11.05,1987
ven,11.15,1988
ven,9.306,1989
ven,10.08,1990
ven,10.86,1992
ven,10.39,1993
ven,9.887,1994
ven,6.547,1996
ven,7.826,1997
ven,8.977,1998
ven,8.494,1999
ven,8.988,2000
ven,9.817,2001
ven,11.17,2002
ven,9.454,2003
ven,8.915,2004
deu_west,5.455,1952
deu_west,7.226,1953
deu_west,7.564,1954
deu_west,8.325,1955
deu_west,8.369,1956
deu_west,7.927,1957
deu_west,7.675,1958
deu_west,8.721,1959
deu_west,9.106,1960
deu_west,9.978,1961
deu_west,9.875,1962
deu_west,9.88,1963
deu_west,11.66,1964
deu_west,11.44,1965
deu_west,12.52,1966
deu_west,12.91,1967
deu_west,12.64,1968
deu_west,12.56,1969
deu_west,14.91,1970
deu_west,14.66,1971
deu_west,14.77,1972
deu_west,12.97,1973
deu_west,11.11,1974
deu_west,11.95,1975
deu_west,11.68,1976
deu_west,11.97,1977
deu_west,11.66,1978
deu_west,10.08,1979
deu_west,9.806,1980
deu_west,8.791,1981
deu_west,8.613,1982
deu_west,8.877,1983
deu_west,7.942,1984
deu_west,6.376,1985
deu_west,6.696,1986
deu_west,5.973,1987
deu_west,6.342,1988
deu_west,5.834,1989
deu_west,5.84,1990
vnm,7.314,2004
yem,25.65,2004
yug,5.982,1968
yug,6.681,1969
yug,10.34,1978
yug,10.29,1979
yug,9.098,1980
yug,9.396,1981
yug,8.715,1982
yug,7.972,1983
yug,7.724,1984
yug,6.855,1985
yug,7.338,1986
yug,6.725,1987
yug,7.072,1988
yug,6.976,1989
yug,6.952,1990
zmb,18.28,2004
zwe,22.36,2004
