"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",1978,60106,12166,,
"afg",1978,13222547,1179,32.1,261.6
"ago",1978,7717139,4572,54.2,239.484381076
"aia",1978,6712,,,
"akr_a_dhe",1978,12983,,,
"ala",1978,22344,,,
"alb",1978,2571845,4194,27,91.1
"and",1978,33746,33476,,
"ant",1978,170352,,,
"are",1978,827394,143058,45.1,43.4
"arg",1978,27277742,10406,39.4,51.4
"arm",1978,2991954,3964,51.4,81
"asm",1978,31105,,,
"atg",1978,70508,6691,,40.8303804583
"aus",1978,14368543,22763,32.5,14.4
"aut",1978,7616309,23364,26.2,18.1
"aze",1978,5975045,8456,33.4,91.6033882935
"bdi",1978,3917866,879,35.1,236.9
"bel",1978,9825779,24202,23.9,15.9
"ben",1978,3523270,1195,45.4,226.1
"bfa",1978,6530820,778,45.4,255.8
"bgd",1978,76948378,1082,27.9,207.4
"bgr",1978,8815565,10048,21.1,31.2
"bhr",1978,323511,36597,35,37.2
"bhs",1978,201511,17660,,31
"bih",1978,4073480,3325,33,41.8333613022
"blr",1978,9535069,6769,23.6,24.38
"blz",1978,138972,3539,,71.4
"bmu",1978,56237,37077,,
"bol",1978,5350320,4602,42.8,182.1
"bra",1978,116532153,9759,53,104.2
"brb",1978,250035,11501,,30.6
"brn",1978,180357,113988,,26.352194633
"btn",1978,387731,1090,46.9,214.1
"bwa",1978,923305,3736,54.8,85.8
"caf",1978,2158844,1248,55,188.7
"can",1978,23994948,25853,29.3,14.2
"cck",1978,472,,,
"chanisl",1978,127394,,,
"che",1978,6321583,38264,33.1,11.4
"cheslo",1978,15086952,,,
"chl",1978,10907901,7122,53.3,41.7
"chn",1978,950537317,1016,22.4,70
"civ",1978,7569558,4878,43.2,177
"cmr",1978,8425707,2444,43.7,188.6
"cod",1978,24948113,1628,44.1,219
"cog",1978,1699781,3576,42.5,117.7
"cok",1978,18549,,,34.3
