"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",2003,97015,39246,,20.568
"afg",2003,22507368,1097,32.9,126.8
"ago",2003,16691395,3819,42.9,209.2
"aia",2003,12023,,,
"akr_a_dhe",2003,15481,,,
"ala",2003,26378,,,
"alb",2003,3117045,6274,35.5,22.5
"and",2003,74783,34500,,4.1
"ant",2003,181793,,,
"are",2003,3625798,109675,45.1,10.3
"arg",2003,38309475,10318,53.5,18.6
"arm",2003,3036420,4182,33,25.9
"asm",2003,59117,,,
"atg",2003,80904,19566,,13.5
"aus",2003,19735255,37035,33.3,5.9
"aut",2003,8155466,39475,27.4,5.2
"aze",2003,8371536,5891,18.8,59.3
"bdi",2003,7401215,700,36.7,138.3
"bel",2003,10426169,38214,28.3,5.2
"ben",2003,7665681,1594,38.6,133.1
"bfa",2003,12651596,1150,43.2,173.1
"bgd",2003,138600174,1774,33.3,74.8
"bgr",2003,7805041,10829,24,18.1
"bhr",2003,761595,43914,35,11.5
"bhs",2003,315757,25387,,15.4
"bih",2003,3817313,6929,32.7,8.1
"blr",2003,9758817,8778,29,10.9
"blz",2003,269132,8042,,22.8
"bmu",2003,64875,54550,,
"bol",2003,8810420,4367,57.6,68.5
"bra",2003,183627339,11627,58,25.9
"brb",2003,272261,14485,,16.8
"brn",2003,349557,76737,,9.2
"btn",2003,616474,4247,46.8,66.4
"bwa",2003,1810438,10923,64.7,70.3
"caf",2003,3923294,825,43.6,170.5
"can",2003,31596593,38621,31.6,6.1
"cck",2003,630,,,
"chanisl",2003,152034,,,11.664
"che",2003,7289901,48837,29.6,5.3
"cheslo",2003,15667862,,,
"chl",2003,15729268,15499,54.7,9.5
"chn",2003,1291485488,4685,42.6,28.9
"civ",2003,17491539,2825,41.8,134.4
"cmr",2003,17218591,2514,41.7,134.7
"cod",2003,52602208,520,44.3,147.8
"cog",2003,3331564,4702,47,109.8
"cok",2003,18690,,,14.4
"col",2003,42152147,8683,54.4,22.9
"com",2003,589500,1505,57.8,100.4
"cpv",2003,462675,4006,49.2,28.3
"cri",2003,4125970,9972,49.9,11
"cub",2003,11214837,12123,36.9,7.4
"cxr",2003,434,,,
"cym",2003,46032,54335,,
"cyp",2003,998150,31858,27,5.4
"cze",2003,10211846,22930,25.3,5.7
"deu",2003,81569481,37167,28.2,5
"deu_east",2003,16243486,,,
"deu_west",2003,65228165,,,
"dji",2003,756656,2150,40,93.5
