"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1979,59978,13194,,
"afg",1979,13283279,1155,32.1,255.5
"ago",1979,7952882,4458,54.4,236.776891674
"aia",1979,6715,,,
"akr_a_dhe",1979,13075,,,
"ala",1979,22563,,,
"alb",1979,2626290,4201,27.1,84.7
"and",1979,34819,32471,,
"ant",1979,171808,,,
"are",1979,927303,159226,45.1,39
"arg",1979,27684530,10976,40.5,47
"arm",1979,3044564,3877,51.7,77.8
"asm",1979,31670,,,
"atg",1979,70553,7536,,39.1622137275
"aus",1979,14532401,23697,35.8,13.6
"aut",1979,7605888,24684,25.4,17.1
"aze",1979,6068531,8315,33.1,95.4971654864
"bdi",1979,4018927,856,34.9,230.2
"bel",1979,9842453,24756,23.3,15.2
"ben",1979,3618509,1255,45.8,221.5
"bfa",1979,6671659,766,46.6,247.8
"bgd",1979,79141947,1101,28.9,203.3
"bgr",1979,8840131,10425,22.2,30
"bhr",1979,342829,40292,35,34.6
"bhs",1979,206038,21812,,30.5
"bih",1979,4107135,3480,32.6,38.720571158
"blr",1979,9593007,6752,23.7,22.73
"blz",1979,141308,3701,,68.9
"bmu",1979,56613,39853,,
"bol",1979,5469123,4496,43,176.6
"bra",1979,119341444,10187,56,100
"brb",1979,251176,12364,,28.9
"brn",1979,186786,134864,,22.990965941
"btn",1979,400378,1108,46.9,206.9
"bwa",1979,959666,3920,55.6,80.5
"caf",1979,2213888,1145,55.5,185.8
"can",1979,24257594,26665,28.9,13.3
"cck",1979,479,,,
"chanisl",1979,127694,,,
"che",1979,6306578,39109,35.2,10.8
"cheslo",1979,15175274,,,
"chl",1979,11070198,7603,54,36.8
"chn",1979,964155176,1059,26,65.9
"civ",1979,7912390,4776,41.2,171
"cmr",1979,8673666,2505,41,185.8
"cod",1979,25656486,1575,44.1,215.4
"cog",1979,1749859,3869,42.7,114.7
"cok",1979,18006,,,33.2
"col",1979,27113510,6200,53.2,61.3
"com",1979,297765,1583,50.6,181.1
"cpv",1979,281555,886,49.2,87.7
"cri",1979,2326708,7607,46.3,25.6
"cub",1979,9777287,12519,36.7,20.8
"cxr",1979,1382,,,
"cym",1979,15447,33318,,
"cyp",1979,680013,13897,32,22.5
"cze",1979,10302778,18171,20.7,18.181593809
"deu",1979,78305017,27515,26.5,16
"deu_east",1979,16610892,,,
"deu_west",1979,62424113,,,
"dji",1979,336254,3555,41.3,160.1
"dma",1979,74923,3299,,21.4
"dnk",1979,5118065,27020,21.2,10.3
"dom",1979,5675930,4807,43.5,90.7
"dza",1979,18760761,10293,40.1,161.7
