"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1982,61344,16508,,24.596
"afg",1982,12667001,1402,31.9,236.2
"ago",1982,8807511,3970,55,231.5
"aia",1982,6587,,,
"akr_a_dhe",1982,13354,,,
"ala",1982,23137,,,
"alb",1982,2788315,4237,27.5,67.8
"and",1982,39112,29907,,
"ant",1982,176437,,,
"are",1982,1158477,158177,45.1,29
"arg",1982,28993989,9765,41.2,37.6
"arm",1982,3192877,3809,52.6,69.1
"asm",1982,34740,,,
"atg",1982,68950,8827,,34.5542754307
"aus",1982,15101227,23884,33.4,12.2
"aut",1982,7588957,25637,22.7,14.8
"aze",1982,6362289,8307,32.4,108.2
"bdi",1982,4359122,922,34.1,202.3
"bel",1982,9872709,25873,23.9,13.3
"ben",1982,3931355,1484,45.1,210.2
"bfa",1982,7158256,767,48.3,231.8
"bgd",1982,85868228,1071,27.4,189.4
"bgr",1982,8916713,10631,25,26.6
"bhr",1982,385950,38841,35,28.6
"bhs",1982,220275,22519,,28.9
"bih",1982,4226663,3538,31.3,30.4244086123
"blr",1982,9787558,7039,24,21.3
"blz",1982,151498,3973,,61.4
"bmu",1982,57752,38851,,
"bol",1982,5835186,4064,46.6,162.3
"bra",1982,128054757,10094,61,86.8
"brb",1982,253836,11845,,24.6
"brn",1982,205061,95207,,16.8
"btn",1982,434385,1227,46.9,185.9
"bwa",1982,1069962,4679,54.9,66.6
"caf",1982,2411693,1077,56.8,179.6
"can",1982,25017501,26031,29.1,11.2
"cck",1982,499,,,
"chanisl",1982,129983,,,21.672
"che",1982,6341369,40226,37.7,9.7
"cheslo",1982,15350536,,,
"chl",1982,11569135,7182,54.2,27
"chn",1982,1005328574,1175,36.8,57.4
"civ",1982,9002400,3868,41.3,158.9
"cmr",1982,9480638,3188,40.5,170.2
"cod",1982,27741104,1517,44.1,205.7
"cog",1982,1910800,5995,43.2,106.2
"cok",1982,17425,,,30.1
"col",1982,29027158,6405,53.2,50.3
"com",1982,328355,1686,50.7,163.6
"cpv",1982,296071,1276,49.4,82.6
"cri",1982,2521163,6508,42,22.9
"cub",1982,9925618,13421,36.7,19.7
"cxr",1982,1504,,,
"cym",1982,17357,39420,,
"cyp",1982,691711,15638,31.2,17.7
"cze",1982,10352607,18738,18.5,18
"deu",1982,77812348,27645,29.7,13.2
"deu_east",1982,16473051,,,
"deu_west",1982,62649368,,,
"dji",1982,384743,3531,41.3,147.4
"dma",1982,75168,4355,,17.9
"dnk",1982,5122810,27622,25.5,9.6
"dom",1982,6078816,5062,50.4,81.3
"dza",1982,20575701,10477,40.1,115.9
"ecu",1982,8392935,8083,45,85
"egy",1982,45610430,4757,40.9,148.4
"eri",1982,2525005,925,47.5,185.3
"eri_a_eth",1982,40765488,,,
"esh",1982,168075,,,163.296
"esp",1982,38212556,18358,25.9,15.4
"est",1982,1492704,12010,23.5,25.3
"eth",1982,37109517,704,38,236
"fin",1982,4826135,22873,20.7,7.9
"fji",1982,668196,5560,42.9,40
"flk",1982,1846,,,
"fra",1982,54528408,24753,32.7,11.5
"fro",1982,44105,,,
"fsm",1982,78057,2418,,58
"gab",1982,766867,24800,57.8,108.8
"gbg",1982,53847,,,
"gbm",1982,64817,,,
"gbr",1982,56250124,20607,32.2,12.7
"geo",1982,5151850,9363,32.2,54.7
"gha",1982,11488112,1766,36,163.1
"gib",1982,26671,,,
"gin",1982,4684992,1147,47,277.4
"glp",1982,339465,,,27.905
"gmb",1982,648202,1861,45.1,225.3
"gnb",1982,885166,1790,55,233.942632187
"gnq",1982,251301,1290,50.5,221.8
"grc",1982,9771250,18286,36.2,20.6
"grd",1982,93091,4959,,37.3118743193
"grl",1982,51158,16479,,
"gtm",1982,7508161,5953,58,115.5
"guf",1982,73417,,,41.211
"gum",1982,108911,,,35.216
"guy",1982,785466,3775,49,69.2
"hkg",1982,5228813,17302,,13.11
"hnd",1982,3868296,3373,56.8,86.7
"hos",1982,731,,,
"hrv",1982,4645409,19228,,21
"hti",1982,5955265,2588,48.2,181.9
"hun",1982,10719749,17122,22.5,24.2
"idn",1982,154506266,3254,34.9,113.9
"ind",1982,730303461,1334,30.5,157.9
"irl",1982,3501213,16640,32.8,12.4
"irn",1982,41862373,10715,45.1,94.6
"irq",1982,14437661,12681,40.7,68
"isl",1982,233121,25455,,8.8
"isr",1982,3883547,15265,31.9,16.6
"ita",1982,56626403,23385,33.2,14.3
"jam",1982,2212400,6268,42.8,38.4
"jey",1982,77071,,,
"jor",1982,2462968,8657,37.4,51
"jpn",1982,117708919,20951,31.2,8.8
"kaz",1982,15248458,12913,30,65.9
"ken",1982,17559778,2242,57.2,100.4
"kgz",1982,3775764,3524,31.7,92.2
"khm",1982,6945053,792,39.5,142
"kir",1982,60918,1792,,120.7
"kna",1982,42761,8032,,45.9
"kor",1982,38665964,5483,37.8,12.2
"korea_union",1982,56969505,,,
"kos",1982,1614196,,,
"kwt",1982,1518855,67708,39.3,30.2
"lao",1982,3395113,1589,31.1,192.9
"lbn",1982,2632281,5811,50.3,47.5
"lbr",1982,2036325,1138,41.2,235.6
"lby",1982,3450078,44043,38.8,63.7
"lca",1982,121150,4873,,31
"lie",1982,26514,,,
"lka",1982,15503320,2718,38,42.4
"lso",1982,1374044,1090,60,111.1
"ltu",1982,3482390,16042,25.3,21.2
"lux",1982,365098,36047,25.3,12.5
"lva",1982,2536340,11434,25.8,24.3
"mac",1982,260921,28386,,23.115
"mar",1982,21070647,3502,39.4,120.8
"mco",1982,27629,36699,,
"mda",1982,4089860,6104,24.6,47.2
"mdg",1982,9220693,1850,44.5,180.3
"mdv",1982,169861,2020,,140
"mex",1982,72547995,13126,52.9,67.6
"mhl",1982,33334,2139,,66.9
"mkd",1982,1954990,10229,32.2,55
"mli",1982,7386669,943,36.5,308.9
"mlt",1982,326953,11912,,15.7
"mmr",1982,36098908,2002,44.3,133.4
"mne",1982,595353,17085,34.1,29.0278526004
"mng",1982,1777727,2587,35.4,153.3
"mnp",1982,21393,,,
"moz",1982,12511864,477,48,260.4
"mrt",1982,1624310,2881,46,154.9
"msr",1982,11743,,,
"mtq",1982,329449,,,28.131
"mus",1982,988890,4965,38.1,34.7
"mwi",1982,6483571,600,54.9,245
"mys",1982,14543585,7779,50,26.6
"myt",1982,61043,,,32.798
"nam",1982,1056758,6871,68.2,94.9
"ncl",1982,146592,,,45.336
"ner",1982,6299343,1291,37.8,321
"nfk",1982,1874,,,
"nga",1982,77729802,3474,36.6,209.6
"nic",1982,3435527,4493,50.5,96.8
"niu",1982,3129,,,
"nld",1982,14255051,25403,23.6,10.4
"nor",1982,4107655,34704,29.4,9.9
"npl",1982,15596012,1059,34.1,196.3
"nru",1982,7719,45567,,
"nzl",1982,3188664,22436,29,14.8
"omn",1982,1290007,25439,40.9,91.6
"pak",1982,83427522,2333,32,157.7
"pan",1982,2073826,8957,53,41.4
"pcn",1982,63,,,
"per",1982,18225727,7437,47.7,118.3
"phl",1982,50068493,4347,41.5,78.4
"plw",1982,12667,16263,,
"png",1982,3395798,1736,50.2,103.2
"pol",1982,36517072,10420,27.2,22.7
"pri",1982,3269287,18822,,20
"prk",1982,17899236,2180,46.9,39.7775153571
"prt",1982,9873144,15467,36.9,24.2
"pry",1982,3366726,6038,53.6,61
"pse",1982,1599960,2285,38.4,70.7
"pyf",1982,160883,,,40.037
"qat",1982,277242,102308,43.7,32.8
"reu",1982,526945,,,32.798
"rou",1982,22842426,13452,23.7,39.4
"rus",1982,139969243,17951,25.7,31.9
"rwa",1982,5486431,990,40.2,185.9
"sau",1982,11247085,55569,42.4,86
"scg",1982,9605623,,,
"scg_ex_kos",1982,7630330,,,
"sdn",1982,15470415,2332,36.2,139.9
"sen",1982,5888261,1965,52.6,192.5
"sgp",1982,2520494,22467,36.3,13.2
"shn",1982,5438,,,
"sjm",1982,2962,,,
"slb",1982,246502,1407,46.5,49
"sle",1982,3224346,1582,62.9,280.9
"slv",1982,4722272,4463,49.7,98.2
"smr",1982,21944,29887,,
"som",1982,6271538,888,40.9,190.7
"spm",1982,6033,,,
"srb",1982,9057974,15983,32.1,39.5835478874
"ssd",1982,5007145,2637,36.18,288.5
"stbar",1982,3099,,,
"stmar",1982,23230,,,
"stp",1982,98692,2817,,95.7
"sur",1982,363993,10888,52.7,54.9646725466
"svk",1982,5065658,13613,18.3,24.8
"svn",1982,1880699,20527,24,17
"swe",1982,8323466,26431,21.2,8
"swz",1982,639333,5031,56.2,105.3
"sxm",1982,15006,,,
"syc",1982,68176,10099,,25.3
"syr",1982,9613517,4987,41,54.7
"tca",1982,8245,6674,,
"tcd",1982,4716073,884,43.9,236
"tgo",1982,2915148,1587,47.3,169.5
"tha",1982,49265597,3770,44,55.6
"tjk",1982,4146923,4294,32.7,129.9
"tkl",1982,1618,,,
"tkm",1982,3002785,9559,32.3,116
"tls",1982,593937,871,38.3,291.496523769
"ton",1982,93683,3072,,27.4
"tto",1982,1120610,16989,41.8,37
"tun",1982,6733958,4863,39.5,84.6
"tur",1982,45997940,8323,50.5,116.7
"tuv",1982,8284,1883,,63.9
"twn",1982,18493667,11535,,
"tza",1982,19894677,1461,47,176.2
"uga",1982,13318149,781,47.7,204.4
"ukr",1982,50385836,9594,25.8,25.7
"ury",1982,2954281,9147,40.1,33.2
"usa",1982,233953874,29230,32.8,13.9
"ussr",1982,270472343,,,
"uzb",1982,16810937,3318,31.3,102.9
"vct",1982,102202,3853,,47.6
"ven",1982,16185895,16681,40,40.3
"vgb",1982,11715,,,
"vir",1982,101827,,,25.903
"vnm",1982,56931822,1178,34.2,65.3
"vut",1982,121433,2186,,59.9
"wlf",1982,12279,,,
"wsm",1982,157401,3471,,67.1455193977
"yem",1982,8698304,3529,41.6,181.9
"yem_north",1982,7024370,,,
"yem_south",1982,2017873,,,
"yug",1982,21870039,,,
"zaf",1982,30611206,11459,64.5,84.6
"zmb",1982,6352561,2832,50.6,157.4
"zwe",1982,7876414,2527,46.7,92
