"geo","time","population","gdp_p_cap_const_ppp2011_dollar","gini","child_mortality_rate_per1000"
"abw",1987,61835,26876,,22.755
"afg",1987,11337932,1230,33.5,202.1
"ago",1987,10285712,4319,56,226.9
"aia",1987,7198,,,
"akr_a_dhe",1987,13832,,,
"ala",1987,24043,,,
"alb",1987,3121336,4294,28.1,47.6
"and",1987,48458,27932,,
"ant",1987,185621,,,
"are",1987,1518991,101308,45.1,19.7
"arg",1987,31326473,9936,45.3,30.8
"arm",1987,3457054,3872,54.1,56.6
"asm",1987,42448,,,
"atg",1987,63484,14027,,28.1380062163
"aus",1987,16314778,26969,33.1,10.6
"aut",1987,7623700,28136,23,11.1
"aze",1987,6886428,8679,32.8,97.2
"bdi",1987,5108581,1032,36.4,170.6
"bel",1987,9916261,27813,22.2,11
"ben",1987,4546136,1429,42,192.2
"bfa",1987,8140076,857,49.5,209.6
"bgd",1987,98149262,1196,28.2,161.8
"bgr",1987,8943721,10646,37.4,21.8
"bhr",1987,448994,28401,35,23.6
"bhs",1987,243391,24818,,26.5
"bih",1987,4491745,3471,29.2,23
"blr",1987,10113451,7896,23.2,18.1
"blz",1987,174326,4083,,47.7
"bmu",1987,59730,42539,,
"bol",1987,6464736,3551,55.3,138.9
"bra",1987,142437479,11267,59.7,69.1
"brb",1987,257609,12828,,20.4
"brn",1987,235980,81711,,13.5
"btn",1987,500952,1948,46.9,152.2
"bwa",1987,1260720,6393,53.7,52
"caf",1987,2751163,942,54.1,176.9
"can",1987,26541981,30288,28.9,9.1
"cck",1987,533,,,
"chanisl",1987,136716,,,18.726
"che",1987,6531160,42914,30.7,8.8
"cheslo",1987,15509613,,,
"chl",1987,12507488,7851,56.2,21.9
"chn",1987,1092646739,1652,29.9,53.7
"civ",1987,10939987,3203,40.4,151
"cmr",1987,11031515,3526,45.7,139.8
"cod",1987,31721541,1517,44.1,193
"cog",1987,2202106,5448,44.1,93.7
"cok",1987,17677,,,25.8
"col",1987,32324326,7158,52.5,38.7
"com",1987,379589,1687,50.8,137.6
"cpv",1987,323972,1538,49.7,71.8
"cri",1987,2872214,6984,44,19.3
"cub",1987,10269276,13805,36.8,16.4
"cxr",1987,1732,,,
"cym",1987,21343,48199,,
"cyp",1987,723380,19748,29.8,11.8
"cze",1987,10311293,19884,20.5,16.2
"deu",1987,77864381,30986,29.5,10.1
"deu_east",1987,16245853,,,
"deu_west",1987,63026601,,,
"dji",1987,485565,3532,41.4,128.3
"dma",1987,72368,5720,,17
"dnk",1987,5116351,32297,22.5,9.7
"dom",1987,6764623,5169,49.1,67.5
"dza",1987,23917889,10378,40.2,55.3
"ecu",1987,9504132,7189,50.5,65.7
"egy",1987,52173840,5774,29.7,102.5
"eri",1987,2933871,915,47.5,167.5
"eri_a_eth",1987,46000059,,,
"esh",1987,195354,,,128.16
"esp",1987,38950965,20953,35,12.3
"est",1987,1551288,13144,27.2,22
"eth",1987,43470219,700,35,215.5
"fin",1987,4937259,26086,20.9,7.2
"fji",1987,721725,5160,43.9,33
"flk",1987,1881,,,
"fra",1987,56005443,26963,32.4,9.8
"fro",1987,47194,,,
"fsm",1987,90024,2656,,58
"gab",1987,876877,16383,54.4,95.7
"gbg",1987,59455,,,
"gbm",1987,66449,,,
"gbr",1987,56649375,24551,34.3,10.8
"geo",1987,5394998,9670,30.4,49.1
"gha",1987,13480381,1813,35.4,144.1
"gib",1987,26653,,,
"gin",1987,5375058,1085,52.6,253.6
"glp",1987,372021,,,21.619
"gmb",1987,804134,1371,59.4,189.9
"gnb",1987,987718,1562,40,242.2
"gnq",1987,343290,1161,50.5,201.4
"grc",1987,9979755,19575,34.5,15.3
"grd",1987,99381,6341,,25.9
"grl",1987,54371,17848,,
"gtm",1987,8523785,5225,58.3,93.3
"guf",1987,97976,,,31.083
"gum",1987,121924,,,29.489
"guy",1987,745149,3551,51.9,64.7
"hkg",1987,5564596,23920,,9.664
"hnd",1987,4497875,3240,56.6,67.4
"hos",1987,757,,,
"hrv",1987,4758152,20085,,15.8
"hti",1987,6670566,2346,47.3,158.5
"hun",1987,10482364,17811,21,21.6
"idn",1987,171728916,3775,29.3,95.9
"ind",1987,817232241,1525,31.9,137.3
"irl",1987,3566416,18385,36.5,10.1
"irn",1987,51152122,9335,48.9,68.5
"irq",1987,16293719,13010,39.4,58.1
"isl",1987,246867,29335,,7.1
"isr",1987,4215756,16871,30.5,13.1
"ita",1987,56980621,27304,34.6,10.8
"jam",1987,2348572,6481,40.3,33.3
"jey",1987,81270,,,
"jor",1987,2982349,9244,37.2,40.9
"jpn",1987,121021830,25018,31.7,6.8
"kaz",1987,16167926,13166,26.9,55.8
"ken",1987,21140344,2275,44.5,93.5
"kgz",1987,4179484,3493,37.3,71.4
"khm",1987,8228268,920,38.5,118.4
"kir",1987,67262,1421,,108.3
"kna",1987,41353,11726,,33.5
"kor",1987,41588374,9096,33,8.6
"korea_union",1987,60692717,,,
"kos",1987,1650450,,,
"kwt",1987,1917950,47974,39.3,20.6
"lao",1987,3895066,1619,34.3,174.3
"lbn",1987,2672182,14077,48.2,37.7
"lbr",1987,2196204,959,40.6,242.1
"lby",1987,4076888,25010,38.8,48.9
"lca",1987,131032,6616,,24.9
"lie",1987,27799,,,
"lka",1987,16648992,3101,32.5,24.2
"lso",1987,1520244,1124,61.5,90.4
"ltu",1987,3628532,17140,35,16.8
"lux",1987,371079,46150,27,10.2
"lva",1987,2629831,13182,23.3,18.6
"mac",1987,322655,33648,,18.233
"mar",1987,23560825,3576,36.5,92.7
"mco",1987,29169,39209,,
"mda",1987,4289099,6494,24.9,36.7
"mdg",1987,10563491,1646,45,176.5
"mdv",1987,203059,3461,,108.9
"mex",1987,80571067,11894,47.5,53.8
"mhl",1987,42148,2733,,56.6
"mkd",1987,1994368,10717,27.3,47.3
"mli",1987,8073178,1048,52.3,271.3
"mlt",1987,345490,13660,,12.8
"mmr",1987,40005369,1956,44.3,118.5
"mne",1987,616796,18015,33.3,20.5
"mng",1987,2033345,3573,33.6,124.2
"mnp",1987,35904,,,
"moz",1987,13142516,405,42,247.8
"mrt",1987,1865356,2822,43.9,128.6
"msr",1987,11031,,,
"mtq",1987,347768,,,21.801
"mus",1987,1030175,6493,39.6,28.8
"mwi",1987,8108484,554,59.1,250.2
"mys",1987,16703500,8333,47,19.4
"myt",1987,80450,,,23.886
"nam",1987,1247186,6072,74.3,79.1
"ncl",1987,159180,,,36.179
"ner",1987,7233482,958,49.8,336.9
"nfk",1987,1964,,,
"nga",1987,88412917,2526,43,211.5
"nic",1987,3882940,3808,53.6,75.6
"niu",1987,2521,,,11.8
"nld",1987,14634787,28937,27.6,9.2
"nor",1987,4181326,42225,31.9,10.1
"npl",1987,17472138,1134,38.1,162.3
"nru",1987,8550,35725,,
"nzl",1987,3310408,24222,31.2,12.9
"omn",1987,1620573,36053,40.9,53.3
"pak",1987,98301647,2761,33.4,146.2
"pan",1987,2318444,8995,54.3,34.1
"pcn",1987,63,,,
"per",1987,20451712,7356,48.2,93.5
"phl",1987,57312794,3670,42.8,68.6
"plw",1987,14237,13231,,39
"png",1987,3865402,1760,50.7,93.9
"pol",1987,37867481,11207,26.2,18.9
"pri",1987,3428846,22375,,16.557
"prk",1987,19334550,2142,46.9,35.2
"prt",1987,9912208,17189,36.7,18.2
"pry",1987,3885433,5637,55.6,51.7
"pse",1987,1879218,2149,37.4,52.3
"pyf",1987,184958,,,22.9
"qat",1987,423327,71067,43.7,25.2
"reu",1987,578933,,,23.886
"rou",1987,23312045,13471,26.4,39.8
"rus",1987,145056221,19355,43.9,28.1
"rwa",1987,6742390,953,41.4,150.1
"sau",1987,14642354,32136,42.4,58.4
"scg",1987,9812981,,,
"scg_ex_kos",1987,7801704,,,
"sdn",1987,18130501,1871,36,132.8
"sen",1987,6846556,1875,35.3,156.6
"sgp",1987,2822828,27957,38.1,9.8
"shn",1987,5603,,,
"sjm",1987,3314,,,
"slb",1987,286868,1710,46.5,42.3
"sle",1987,3681945,1356,52.2,268.2
"slv",1987,5051885,4457,53,70.6
"smr",1987,23208,32185,,13.4
"som",1987,6138907,979,40.4,184.9
"spm",1987,6179,,,
"srb",1987,9351938,16406,35.7,36.2
"ssd",1987,5660153,2137,36.02,267.3
"stbar",1987,4184,,,
"stmar",1987,24303,,,
"stp",1987,107264,2330,,106.9
"sur",1987,383916,9949,57.3,51.4
"svk",1987,5210451,14416,18.9,20
"svn",1987,1978541,21476,23.6,12.7
"swe",1987,8413658,29889,22.9,7.4
"swz",1987,767417,5171,58.1,76
"sxm",1987,23007,,,
"syc",1987,70010,11470,,18.6
"syr",1987,11374772,4234,40.7,42.7
"tca",1987,10224,8930,,
"tcd",1987,5409275,1058,42.9,222.8
"tgo",1987,3472459,1406,46.2,153.3
"tha",1987,53979503,4701,43.2,43.7
"tjk",1987,4849253,3981,32.4,113.6
"tkl",1987,1696,,,
"tkm",1987,3392823,9040,28.1,96.7
"tls",1987,689170,977,36.7,201
"ton",1987,94399,3793,,24.1
"tto",1987,1195243,13902,42.5,32.3
"tun",1987,7692246,5214,42.2,64.7
"tur",1987,51168841,10351,43.4,88.7
"tuv",1987,8821,1990,,58.8
"twn",1987,19763333,17578,,
"tza",1987,23204186,1420,41.1,171
"uga",1987,15668278,713,42.9,179.7
"ukr",1987,51185554,10437,26.8,21
"ury",1987,3049962,9833,41.7,26.3
"usa",1987,245425409,34787,34,12.2
"ussr",1987,282764875,,,
"uzb",1987,19111312,3226,26.8,77.3
"vct",1987,105892,4796,,29.3
"ven",1987,18437737,14802,53.5,33.5
"vgb",1987,14595,,,
"vir",1987,104319,,,21.63
