"geo","time","sg_population","sg_gdp_p_cap_const_ppp2011_dollar","sg_gini","sg_child_mortality_rate_per1000"
"abw",2004,98742,41057,,20.201
"afg",2004,23499850,1067,31.6,123.2
"ago",2004,17295500,4087,42.9,206.7
"aia",2004,12342,,,
"akr_a_dhe",2004,15590,,,
"ala",2004,26530,,,
"alb",2004,3103758,6672,39.3,21.5
"and",2004,78337,36330,,4
"ant",2004,183603,,,
"are",2004,3975945,110662,45.1,10.1
"arg",2004,38728778,11135,50.2,17.9
"arm",2004,3025982,4635,37.5,24.6
"asm",2004,59262,,,
"atg",2004,81718,20395,,12.9
"aus",2004,19985475,38130,31.5,5.9
"aut",2004,8196624,40292,25.8,5
"aze",2004,8466304,6435,16.2,55.2
"bdi",2004,7661613,709,35.6,133
"bel",2004,10492643,39356,26.1,5.1
"ben",2004,7922796,1590,39.2,129.2
"bfa",2004,13028039,1167,42.6,166.3
"bgd",2004,140843786,1840,33.3,70.7
"bgr",2004,7742740,11602,26,17
"bhr",2004,807989,44206,35,11.2
"bhs",2004,322539,25073,,15.4
"bih",2004,3825872,7369,34,8.1
"blr",2004,9695791,9851,26.3,10.1
"blz",2004,276085,8203,,22.2
"bmu",2004,65058,55453,,
"bol",2004,8967740,4464,55,64.8
"bra",2004,186116363,12135,46.7,24.1
"brb",2004,273091,14620,,16.7
"brn",2004,355700,75596,,9.1
"btn",2004,634235,4373,41.4,62.3
"bwa",2004,1835750,11085,61.7,69.9
"caf",2004,3987896,860,46.1,168.5
"can",2004,31918582,39436,32.2,6.1
"cck",2004,629,,,
"chanisl",2004,153170,,,11.26
"che",2004,7345299,49882,32.4,5.2
"cheslo",2004,15669745,,,
"chl",2004,15913119,16260,50.1,9.3
"chn",2004,1298573031,5127,42.5,26.3
"civ",2004,17802516,2820,42,131.3
"cmr",2004,17667576,2540,41.4,129.7
"cod",2004,54314855,539,44.3,143.2
"cog",2004,3412592,4745,47.1,102.9
"cok",2004,19072,,,13.7
"col",2004,42724157,9005,56.1,22.2
"com",2004,603869,1495,64.3,99.4
"cpv",2004,468985,4352,47.8,27.7
"cri",2004,4187039,10212,48.9,10.7
"cub",2004,11240680,12791,36.9,7.1
"cxr",2004,396,,,
"cym",2004,47299,53625,,
"cyp",2004,1015827,32812,29.1,5.1
"cze",2004,10212088,24057,26.8,5.5
"deu",2004,81417791,37614,28.5,4.9
